time,OMEGA_REF_omegaRef_grp_0_value
14.4725,0.988253
14.4775,0.988268
14.4825,0.988283
14.4875,0.988299
14.4925,0.988314
14.4975,0.988329
14.5025,0.988344
14.5075,0.988359
14.5125,0.988374
14.5175,0.988389
14.5225,0.988404
14.5275,0.988419
14.5325,0.988434
14.5375,0.988449
14.5425,0.988464
14.5475,0.988479
14.5525,0.988494
14.5575,0.988509
14.5625,0.988523
14.5675,0.988538
14.5725,0.988553
14.5775,0.988568
14.5825,0.988583
14.5875,0.988597
14.5925,0.988612
14.5975,0.988627
14.6025,0.988642
14.6075,0.988656
14.6125,0.988671
14.6175,0.988685
14.6225,0.9887
14.6275,0.988714
14.6325,0.988729
14.6375,0.988743
14.6425,0.988758
14.6475,0.988772
14.6525,0.988787
14.6575,0.988801
14.6625,0.988815
14.6675,0.988829
14.6725,0.988844
14.6775,0.988858
14.6825,0.988872
14.6875,0.988886
14.6925,0.9889
14.6975,0.988914
14.7025,0.988929
14.7075,0.988943
14.7125,0.988957
14.7175,0.988971
14.7225,0.988984
14.7275,0.988998
14.7325,0.989012
14.7375,0.989026
14.7425,0.98904
14.7475,0.989054
14.7525,0.989067
14.7575,0.989081
14.7625,0.989095
14.7675,0.989109
14.7725,0.989122
14.7775,0.989136
14.7825,0.989149
14.7875,0.989163
14.7925,0.989177
14.7975,0.98919
14.8025,0.989204
14.8075,0.989217
14.8125,0.98923
14.8175,0.989244
14.8225,0.989257
14.8275,0.989271
14.8325,0.989284
14.8375,0.989297
14.8425,0.989311
14.8475,0.989324
14.8525,0.989337
14.8575,0.98935
14.8625,0.989364
14.8675,0.989377
14.8725,0.98939
14.8775,0.989403
14.8825,0.989416
14.8875,0.98943
14.8925,0.989443
14.8975,0.989456
14.9025,0.989469
14.9075,0.989482
14.9125,0.989495
14.9175,0.989508
14.9225,0.989521
14.9275,0.989534
14.9325,0.989547
14.9375,0.98956
14.9425,0.989573
14.9475,0.989587
14.9525,0.9896
14.9575,0.989613
14.9625,0.989626
14.9675,0.989639
14.9725,0.989652
14.9775,0.989665
14.9825,0.989678
14.9875,0.989691
14.9925,0.989704
14.9975,0.989717
15.0025,0.98973
15.0075,0.989743
15.0125,0.989756
15.0175,0.989769
15.0225,0.989782
15.0275,0.989795
15.0325,0.989808
15.0375,0.989821
15.0425,0.989834
15.0475,0.989847
15.0525,0.989861
15.0575,0.989874
15.0625,0.989887
15.0675,0.9899
15.0725,0.989913
15.0775,0.989926
15.0825,0.989939
15.0875,0.989953
15.0925,0.989966
15.0975,0.989979
15.1025,0.989992
15.1075,0.990006
15.1125,0.990019
15.1175,0.990032
15.1225,0.990045
15.1275,0.990059
15.1325,0.990072
15.1375,0.990085
15.1425,0.990099
15.1475,0.990112
15.1525,0.990125
15.1575,0.990139
15.1625,0.990152
15.1675,0.990166
15.1725,0.990179
15.1775,0.990193
15.1825,0.990206
15.1875,0.99022
15.1925,0.990233
15.1975,0.990247
15.2025,0.99026
15.2075,0.990274
15.2125,0.990287
15.2175,0.990301
15.2225,0.990314
15.2275,0.990328
15.2325,0.990342
15.2375,0.990355
15.2425,0.990369
15.2475,0.990383
15.2525,0.990396
15.2575,0.99041
15.2625,0.990424
15.2675,0.990437
15.2725,0.990451
15.2775,0.990465
15.2825,0.990478
15.2875,0.990492
15.2925,0.990506
15.2975,0.990519
15.3025,0.990533
15.3075,0.990547
15.3125,0.990561
15.3175,0.990574
15.3225,0.990588
15.3275,0.990602
15.3325,0.990616
15.3375,0.990629
15.3425,0.990643
15.3475,0.990657
15.3525,0.990671
15.3575,0.990684
15.3625,0.990698
15.3675,0.990712
15.3725,0.990726
15.3775,0.990739
15.3825,0.990753
15.3875,0.990767
15.3925,0.99078
15.3975,0.990794
15.4025,0.990808
15.4075,0.990821
15.4125,0.990835
15.4175,0.990849
15.4225,0.990862
15.4275,0.990876
15.4325,0.99089
15.4375,0.990903
15.4425,0.990917
15.4475,0.99093
15.4525,0.990944
15.4575,0.990957
15.4625,0.990971
15.4675,0.990984
15.4725,0.990998
15.4775,0.991011
15.4825,0.991025
15.4875,0.991038
15.4925,0.991052
15.4975,0.991065
15.5025,0.991078
15.5075,0.991092
15.5125,0.991105
15.5175,0.991118
15.5225,0.991132
15.5275,0.991145
15.5325,0.991158
15.5375,0.991171
15.5425,0.991184
15.5475,0.991198
15.5525,0.991211
15.5575,0.991224
15.5625,0.991237
15.5675,0.99125
15.5725,0.991263
15.5775,0.991276
15.5825,0.991289
15.5875,0.991302
15.5925,0.991315
15.5975,0.991328
15.6025,0.991341
15.6075,0.991353
15.6125,0.991366
15.6175,0.991379
15.6225,0.991392
15.6275,0.991404
15.6325,0.991417
15.6375,0.99143
15.6425,0.991442
15.6475,0.991455
15.6525,0.991468
15.6575,0.99148
15.6625,0.991493
15.6675,0.991505
15.6725,0.991518
15.6775,0.99153
15.6825,0.991543
15.6875,0.991555
15.6925,0.991567
15.6975,0.99158
15.7025,0.991592
15.7075,0.991605
15.7125,0.991617
15.7175,0.991629
15.7225,0.991641
15.7275,0.991654
15.7325,0.991666
15.7375,0.991678
15.7425,0.99169
15.7475,0.991702
15.7525,0.991714
15.7575,0.991726
15.7625,0.991738
15.7675,0.99175
15.7725,0.991762
15.7775,0.991775
15.7825,0.991786
15.7875,0.991798
15.7925,0.99181
15.7975,0.991822
15.8025,0.991834
15.8075,0.991846
15.8125,0.991858
15.8175,0.99187
15.8225,0.991882
15.8275,0.991894
15.8325,0.991905
15.8375,0.991917
15.8425,0.991929
15.8475,0.991941
15.8525,0.991953
15.8575,0.991964
15.8625,0.991976
15.8675,0.991988
15.8725,0.992
15.8775,0.992011
15.8825,0.992023
15.8875,0.992035
15.8925,0.992047
15.8975,0.992058
15.9025,0.99207
15.9075,0.992082
15.9125,0.992093
15.9175,0.992105
15.9225,0.992117
15.9275,0.992128
15.9325,0.99214
15.9375,0.992152
15.9425,0.992163
15.9475,0.992175
15.9525,0.992187
15.9575,0.992198
15.9625,0.99221
15.9675,0.992222
15.9725,0.992233
15.9775,0.992245
15.9825,0.992257
15.9875,0.992268
15.9925,0.99228
15.9975,0.992292
16.0025,0.992303
16.0075,0.992315
16.0125,0.992327
16.0175,0.992338
16.0225,0.99235
16.0275,0.992362
16.0325,0.992373
16.0375,0.992385
16.0425,0.992397
16.0475,0.992409
16.0525,0.99242
16.0575,0.992432
16.0625,0.992444
16.0675,0.992456
16.0725,0.992467
16.0775,0.992479
16.0825,0.992491
16.0875,0.992503
16.0925,0.992514
16.0975,0.992526
16.1025,0.992538
16.1075,0.99255
16.1125,0.992561
16.1175,0.992573
16.1225,0.992585
16.1275,0.992597
16.1325,0.992609
16.1375,0.992621
16.1425,0.992632
16.1475,0.992644
16.1525,0.992656
16.1575,0.992668
16.1625,0.99268
16.1675,0.992692
16.1725,0.992704
16.1775,0.992715
16.1825,0.992727
16.1875,0.992739
16.1925,0.992751
16.1975,0.992763
16.2025,0.992775
16.2075,0.992787
16.2125,0.992799
16.2175,0.992811
16.2225,0.992822
16.2275,0.992834
16.2325,0.992846
16.2375,0.992858
16.2425,0.99287
16.2475,0.992882
16.2525,0.992894
16.2575,0.992906
16.2625,0.992918
16.2675,0.99293
16.2725,0.992941
16.2775,0.992953
16.2825,0.992965
16.2875,0.992977
16.2925,0.992989
16.2975,0.993001
16.3025,0.993013
16.3075,0.993025
16.3125,0.993036
16.3175,0.993048
16.3225,0.99306
16.3275,0.993072
16.3325,0.993084
16.3375,0.993096
16.3425,0.993107
16.3475,0.993119
16.3525,0.993131
16.3575,0.993143
16.3625,0.993155
16.3675,0.993166
16.3725,0.993178
16.3775,0.99319
16.3825,0.993201
16.3875,0.993213
16.3925,0.993225
16.3975,0.993236
16.4025,0.993248
16.4075,0.99326
16.4125,0.993271
16.4175,0.993283
16.4225,0.993294
16.4275,0.993306
16.4325,0.993318
16.4375,0.993329
16.4425,0.993341
16.4475,0.993352
16.4525,0.993364
16.4575,0.993375
16.4625,0.993386
16.4675,0.993398
16.4725,0.993409
16.4775,0.993421
16.4825,0.993432
16.4875,0.993443
16.4925,0.993455
16.4975,0.993466
16.5025,0.993477
16.5075,0.993488
16.5125,0.9935
16.5175,0.993511
16.5225,0.993522
16.5275,0.993533
16.5325,0.993544
16.5375,0.993555
16.5425,0.993567
16.5475,0.993578
16.5525,0.993589
16.5575,0.9936
16.5625,0.993611
16.5675,0.993622
16.5725,0.993633
16.5775,0.993643
16.5825,0.993654
16.5875,0.993665
16.5925,0.993676
16.5975,0.993687
16.6025,0.993698
16.6075,0.993709
16.6125,0.993719
16.6175,0.99373
16.6225,0.993741
16.6275,0.993751
16.6325,0.993762
16.6375,0.993773
16.6425,0.993783
16.6475,0.993794
16.6525,0.993805
16.6575,0.993815
16.6625,0.993826
16.6675,0.993836
16.6725,0.993847
16.6775,0.993857
16.6825,0.993868
16.6875,0.993878
16.6925,0.993889
16.6975,0.993899
16.7025,0.993909
16.7075,0.99392
16.7125,0.99393
16.7175,0.99394
16.7225,0.993951
16.7275,0.993961
16.7325,0.993971
16.7375,0.993982
16.7425,0.993992
16.7475,0.994002
16.7525,0.994012
16.7575,0.994022
16.7625,0.994033
16.7675,0.994043
16.7725,0.994053
16.7775,0.994063
16.7825,0.994073
16.7875,0.994083
16.7925,0.994093
16.7975,0.994103
16.8025,0.994113
16.8075,0.994124
16.8125,0.994134
16.8175,0.994144
16.8225,0.994154
16.8275,0.994164
16.8325,0.994174
16.8375,0.994184
16.8425,0.994194
16.8475,0.994204
16.8525,0.994214
16.8575,0.994224
16.8625,0.994234
16.8675,0.994243
16.8725,0.994253
16.8775,0.994263
16.8825,0.994273
16.8875,0.994283
16.8925,0.994293
16.8975,0.994303
16.9025,0.994313
16.9075,0.994323
16.9125,0.994333
16.9175,0.994343
16.9225,0.994353
16.9275,0.994362
16.9325,0.994372
16.9375,0.994382
16.9425,0.994392
16.9475,0.994402
16.9525,0.994412
16.9575,0.994422
16.9625,0.994432
16.9675,0.994441
16.9725,0.994451
16.9775,0.994461
16.9825,0.994471
16.9875,0.994481
16.9925,0.994491
16.9975,0.994501
17.0025,0.994511
17.0075,0.994521
17.0125,0.99453
17.0175,0.99454
17.0225,0.99455
17.0275,0.99456
17.0325,0.99457
17.0375,0.99458
17.0425,0.99459
17.0475,0.9946
17.0525,0.99461
17.0575,0.994619
17.0625,0.994629
17.0675,0.994639
17.0725,0.994649
17.0775,0.994659
17.0825,0.994669
17.0875,0.994679
17.0925,0.994689
17.0975,0.994699
17.1025,0.994709
17.1075,0.994718
17.1125,0.994728
17.1175,0.994738
17.1225,0.994748
17.1275,0.994758
17.1325,0.994768
17.1375,0.994778
17.1425,0.994788
17.1475,0.994798
17.1525,0.994808
17.1575,0.994818
17.1625,0.994827
17.1675,0.994837
17.1725,0.994847
17.1775,0.994857
17.1825,0.994867
17.1875,0.994877
17.1925,0.994887
17.1975,0.994897
17.2025,0.994907
17.2075,0.994916
17.2125,0.994926
17.2175,0.994936
17.2225,0.994946
17.2275,0.994956
17.2325,0.994966
17.2375,0.994976
17.2425,0.994985
17.2475,0.994995
17.2525,0.995005
17.2575,0.995015
17.2625,0.995025
17.2675,0.995035
17.2725,0.995044
17.2775,0.995054
17.2825,0.995064
17.2875,0.995074
17.2925,0.995083
17.2975,0.995093
17.3025,0.995103
17.3075,0.995113
17.3125,0.995122
17.3175,0.995132
17.3225,0.995142
17.3275,0.995152
17.3325,0.995161
17.3375,0.995171
17.3425,0.99518
17.3475,0.99519
17.3525,0.9952
17.3575,0.995209
17.3625,0.995219
17.3675,0.995228
17.3725,0.995238
17.3775,0.995248
17.3825,0.995257
17.3875,0.995267
17.3925,0.995276
17.3975,0.995286
17.4025,0.995295
17.4075,0.995304
17.4125,0.995314
17.4175,0.995323
17.4225,0.995333
17.4275,0.995342
17.4325,0.995351
17.4375,0.995361
17.4425,0.99537
17.4475,0.995379
17.4525,0.995389
17.4575,0.995398
17.4625,0.995407
17.4675,0.995416
17.4725,0.995426
17.4775,0.995435
17.4825,0.995444
17.4875,0.995453
17.4925,0.995462
17.4975,0.995471
17.5025,0.99548
17.5075,0.995489
17.5125,0.995498
17.5175,0.995507
17.5225,0.995516
17.5275,0.995525
17.5325,0.995534
17.5375,0.995543
17.5425,0.995552
17.5475,0.995561
17.5525,0.99557
17.5575,0.995579
17.5625,0.995588
17.5675,0.995597
17.5725,0.995605
17.5775,0.995614
17.5825,0.995623
17.5875,0.995632
17.5925,0.99564
17.5975,0.995649
17.6025,0.995658
17.6075,0.995666
17.6125,0.995675
17.6175,0.995684
17.6225,0.995692
17.6275,0.995701
17.6325,0.995709
17.6375,0.995718
17.6425,0.995727
17.6475,0.995735
17.6525,0.995744
17.6575,0.995752
17.6625,0.995761
17.6675,0.995769
17.6725,0.995777
17.6775,0.995786
17.6825,0.995794
17.6875,0.995803
17.6925,0.995811
17.6975,0.995819
17.7025,0.995828
17.7075,0.995836
17.7125,0.995844
17.7175,0.995853
17.7225,0.995861
17.7275,0.995869
17.7325,0.995877
17.7375,0.995886
17.7425,0.995894
17.7475,0.995902
17.7525,0.99591
17.7575,0.995919
17.7625,0.995927
17.7675,0.995935
17.7725,0.995943
17.7775,0.995951
17.7825,0.995959
17.7875,0.995967
17.7925,0.995976
17.7975,0.995984
17.8025,0.995992
17.8075,0.996
17.8125,0.996008
17.8175,0.996016
17.8225,0.996024
17.8275,0.996032
17.8325,0.99604
17.8375,0.996048
17.8425,0.996056
17.8475,0.996064
17.8525,0.996072
17.8575,0.99608
17.8625,0.996088
17.8675,0.996096
17.8725,0.996104
17.8775,0.996112
17.8825,0.99612
17.8875,0.996128
17.8925,0.996136
17.8975,0.996144
17.9025,0.996152
17.9075,0.99616
17.9125,0.996168
17.9175,0.996176
17.9225,0.996184
17.9275,0.996192
17.9325,0.9962
17.9375,0.996208
17.9425,0.996216
17.9475,0.996224
17.9525,0.996232
17.9575,0.99624
17.9625,0.996248
17.9675,0.996256
17.9725,0.996264
17.9775,0.996272
17.9825,0.99628
17.9875,0.996288
17.9925,0.996296
17.9975,0.996303
18.0025,0.996311
18.0075,0.996319
18.0125,0.996327
18.0175,0.996335
18.0225,0.996343
18.0275,0.996351
18.0325,0.996359
18.0375,0.996367
18.0425,0.996375
18.0475,0.996383
18.0525,0.996391
18.0575,0.996399
18.0625,0.996406
18.0675,0.996414
18.0725,0.996422
18.0775,0.99643
18.0825,0.996438
18.0875,0.996446
18.0925,0.996454
18.0975,0.996462
18.1025,0.99647
18.1075,0.996478
18.1125,0.996486
18.1175,0.996493
18.1225,0.996501
18.1275,0.996509
18.1325,0.996517
18.1375,0.996525
18.1425,0.996533
18.1475,0.996541
18.1525,0.996549
18.1575,0.996556
18.1625,0.996564
18.1675,0.996572
18.1725,0.99658
18.1775,0.996588
18.1825,0.996596
18.1875,0.996603
18.1925,0.996611
18.1975,0.996619
18.2025,0.996627
18.2075,0.996635
18.2125,0.996642
18.2175,0.99665
18.2225,0.996658
18.2275,0.996666
18.2325,0.996673
18.2375,0.996681
18.2425,0.996689
18.2475,0.996697
18.2525,0.996704
18.2575,0.996712
18.2625,0.99672
18.2675,0.996727
18.2725,0.996735
18.2775,0.996743
18.2825,0.99675
18.2875,0.996758
18.2925,0.996766
18.2975,0.996773
18.3025,0.996781
18.3075,0.996788
18.3125,0.996796
18.3175,0.996804
18.3225,0.996811
18.3275,0.996819
18.3325,0.996826
18.3375,0.996834
18.3425,0.996841
18.3475,0.996849
18.3525,0.996856
18.3575,0.996864
18.3625,0.996871
18.3675,0.996878
18.3725,0.996886
18.3775,0.996893
18.3825,0.9969
18.3875,0.996908
18.3925,0.996915
18.3975,0.996922
18.4025,0.99693
18.4075,0.996937
18.4125,0.996944
18.4175,0.996952
18.4225,0.996959
18.4275,0.996966
18.4325,0.996973
18.4375,0.99698
18.4425,0.996988
18.4475,0.996995
18.4525,0.997002
18.4575,0.997009
18.4625,0.997016
18.4675,0.997023
18.4725,0.99703
18.4775,0.997037
18.4825,0.997044
18.4875,0.997051
18.4925,0.997058
18.4975,0.997065
18.5025,0.997072
18.5075,0.997079
18.5125,0.997086
18.5175,0.997093
18.5225,0.9971
18.5275,0.997107
18.5325,0.997114
18.5375,0.99712
18.5425,0.997127
18.5475,0.997134
18.5525,0.997141
18.5575,0.997148
18.5625,0.997154
18.5675,0.997161
18.5725,0.997168
18.5775,0.997174
18.5825,0.997181
18.5875,0.997188
18.5925,0.997194
18.5975,0.997201
18.6025,0.997208
18.6075,0.997214
18.6125,0.997221
18.6175,0.997227
18.6225,0.997234
18.6275,0.997241
18.6325,0.997247
18.6375,0.997254
18.6425,0.99726
18.6475,0.997267
18.6525,0.997273
18.6575,0.99728
18.6625,0.997286
18.6675,0.997292
18.6725,0.997299
18.6775,0.997305
18.6825,0.997312
18.6875,0.997318
18.6925,0.997324
18.6975,0.997331
18.7025,0.997337
18.7075,0.997343
18.7125,0.99735
18.7175,0.997356
18.7225,0.997362
18.7275,0.997369
18.7325,0.997375
18.7375,0.997381
18.7425,0.997388
18.7475,0.997394
18.7525,0.9974
18.7575,0.997406
18.7625,0.997413
18.7675,0.997419
18.7725,0.997425
18.7775,0.997431
18.7825,0.997437
18.7875,0.997444
18.7925,0.99745
18.7975,0.997456
18.8025,0.997462
18.8075,0.997468
18.8125,0.997475
18.8175,0.997481
18.8225,0.997487
18.8275,0.997493
18.8325,0.997499
18.8375,0.997505
18.8425,0.997511
18.8475,0.997518
18.8525,0.997524
18.8575,0.99753
18.8625,0.997536
18.8675,0.997542
18.8725,0.997548
18.8775,0.997554
18.8825,0.99756
18.8875,0.997566
18.8925,0.997572
18.8975,0.997579
18.9025,0.997585
18.9075,0.997591
18.9125,0.997597
18.9175,0.997603
18.9225,0.997609
18.9275,0.997615
18.9325,0.997621
18.9375,0.997627
18.9425,0.997633
18.9475,0.997639
18.9525,0.997645
18.9575,0.997651
18.9625,0.997657
18.9675,0.997663
18.9725,0.997669
18.9775,0.997675
18.9825,0.997682
18.9875,0.997688
18.9925,0.997694
18.9975,0.9977
19.0025,0.997706
19.0075,0.997712
19.0125,0.997718
19.0175,0.997724
19.0225,0.99773
19.0275,0.997736
19.0325,0.997742
19.0375,0.997748
19.0425,0.997754
19.0475,0.99776
19.0525,0.997766
19.0575,0.997772
19.0625,0.997778
19.0675,0.997784
19.0725,0.99779
19.0775,0.997796
19.0825,0.997801
19.0875,0.997807
19.0925,0.997813
19.0975,0.997819
19.1025,0.997825
19.1075,0.997831
19.1125,0.997837
19.1175,0.997843
19.1225,0.997849
19.1275,0.997855
19.1325,0.997861
19.1375,0.997867
19.1425,0.997873
19.1475,0.997878
19.1525,0.997884
19.1575,0.99789
19.1625,0.997896
19.1675,0.997902
19.1725,0.997908
19.1775,0.997914
19.1825,0.997919
19.1875,0.997925
19.1925,0.997931
19.1975,0.997937
19.2025,0.997943
19.2075,0.997948
19.2125,0.997954
19.2175,0.99796
19.2225,0.997966
19.2275,0.997971
19.2325,0.997977
19.2375,0.997983
19.2425,0.997989
19.2475,0.997994
19.2525,0.998
19.2575,0.998006
19.2625,0.998011
19.2675,0.998017
19.2725,0.998023
19.2775,0.998028
19.2825,0.998034
19.2875,0.99804
19.2925,0.998045
19.2975,0.998051
19.3025,0.998056
19.3075,0.998062
19.3125,0.998067
19.3175,0.998073
19.3225,0.998078
19.3275,0.998084
19.3325,0.998089
19.3375,0.998095
19.3425,0.9981
19.3475,0.998106
19.3525,0.998111
19.3575,0.998117
19.3625,0.998122
19.3675,0.998128
19.3725,0.998133
19.3775,0.998138
19.3825,0.998144
19.3875,0.998149
19.3925,0.998154
19.3975,0.99816
19.4025,0.998165
19.4075,0.99817
19.4125,0.998175
19.4175,0.998181
19.4225,0.998186
19.4275,0.998191
19.4325,0.998196
19.4375,0.998201
19.4425,0.998207
19.4475,0.998212
19.4525,0.998217
19.4575,0.998222
19.4625,0.998227
19.4675,0.998232
19.4725,0.998237
19.4775,0.998242
19.4825,0.998248
19.4875,0.998253
19.4925,0.998258
19.4975,0.998263
19.5025,0.998268
19.5075,0.998273
19.5125,0.998278
19.5175,0.998282
19.5225,0.998287
19.5275,0.998292
19.5325,0.998297
19.5375,0.998302
19.5425,0.998307
19.5475,0.998312
19.5525,0.998317
19.5575,0.998322
19.5625,0.998326
19.5675,0.998331
19.5725,0.998336
19.5775,0.998341
19.5825,0.998346
19.5875,0.99835
19.5925,0.998355
19.5975,0.99836
19.6025,0.998365
19.6075,0.998369
19.6125,0.998374
19.6175,0.998379
19.6225,0.998383
19.6275,0.998388
19.6325,0.998393
19.6375,0.998397
19.6425,0.998402
19.6475,0.998407
19.6525,0.998411
19.6575,0.998416
19.6625,0.998421
19.6675,0.998425
19.6725,0.99843
19.6775,0.998434
19.6825,0.998439
19.6875,0.998443
19.6925,0.998448
19.6975,0.998453
19.7025,0.998457
19.7075,0.998462
19.7125,0.998466
19.7175,0.998471
19.7225,0.998475
19.7275,0.99848
19.7325,0.998484
19.7375,0.998489
19.7425,0.998493
19.7475,0.998498
19.7525,0.998502
19.7575,0.998506
19.7625,0.998511
19.7675,0.998515
19.7725,0.99852
19.7775,0.998524
19.7825,0.998529
19.7875,0.998533
19.7925,0.998538
19.7975,0.998542
19.8025,0.998546
19.8075,0.998551
19.8125,0.998555
19.8175,0.99856
19.8225,0.998564
19.8275,0.998568
19.8325,0.998573
19.8375,0.998577
19.8425,0.998581
19.8475,0.998586
19.8525,0.99859
19.8575,0.998594
19.8625,0.998599
19.8675,0.998603
19.8725,0.998607
19.8775,0.998612
19.8825,0.998616
19.8875,0.99862
19.8925,0.998625
19.8975,0.998629
19.9025,0.998633
19.9075,0.998638
19.9125,0.998642
19.9175,0.998646
19.9225,0.998651
19.9275,0.998655
19.9325,0.998659
19.9375,0.998664
19.9425,0.998668
19.9475,0.998672
19.9525,0.998676
19.9575,0.998681
19.9625,0.998685
19.9675,0.998689
19.9725,0.998694
19.9775,0.998698
19.9825,0.998702
19.9875,0.998706
19.9925,0.998711
19.9975,0.998715
20.0025,0.998719
20.0075,0.998723
20.0125,0.998728
20.0175,0.998732
20.0225,0.998736
20.0275,0.99874
20.0325,0.998744
20.0375,0.998749
20.0425,0.998753
20.0475,0.998757
20.0525,0.998761
20.0575,0.998766
20.0625,0.99877
20.0675,0.998774
20.0725,0.998778
20.0775,0.998782
20.0825,0.998786
20.0875,0.998791
20.0925,0.998795
20.0975,0.998799
20.1025,0.998803
20.1075,0.998807
20.1125,0.998811
20.1175,0.998815
20.1225,0.998819
20.1275,0.998824
20.1325,0.998828
20.1375,0.998832
20.1425,0.998836
20.1475,0.99884
20.1525,0.998844
20.1575,0.998848
20.1625,0.998852
20.1675,0.998856
20.1725,0.99886
20.1775,0.998864
20.1825,0.998868
20.1875,0.998872
20.1925,0.998876
20.1975,0.99888
20.2025,0.998884
20.2075,0.998888
20.2125,0.998892
20.2175,0.998896
20.2225,0.9989
20.2275,0.998904
20.2325,0.998908
20.2375,0.998912
20.2425,0.998916
20.2475,0.998919
20.2525,0.998923
20.2575,0.998927
20.2625,0.998931
20.2675,0.998935
20.2725,0.998939
20.2775,0.998943
20.2825,0.998946
20.2875,0.99895
20.2925,0.998954
20.2975,0.998958
20.3025,0.998961
20.3075,0.998965
20.3125,0.998969
20.3175,0.998973
20.3225,0.998976
20.3275,0.99898
20.3325,0.998984
20.3375,0.998987
20.3425,0.998991
20.3475,0.998995
20.3525,0.998998
20.3575,0.999002
20.3625,0.999006
20.3675,0.999009
20.3725,0.999013
20.3775,0.999016
20.3825,0.99902
20.3875,0.999024
20.3925,0.999027
20.3975,0.999031
20.4025,0.999034
20.4075,0.999038
20.4125,0.999041
20.4175,0.999045
20.4225,0.999048
20.4275,0.999052
20.4325,0.999055
20.4375,0.999058
20.4425,0.999062
20.4475,0.999065
20.4525,0.999069
20.4575,0.999072
20.4625,0.999075
20.4675,0.999079
20.4725,0.999082
20.4775,0.999086
20.4825,0.999089
20.4875,0.999092
20.4925,0.999095
20.4975,0.999099
20.5025,0.999102
20.5075,0.999105
20.5125,0.999109
20.5175,0.999112
20.5225,0.999115
20.5275,0.999118
20.5325,0.999122
20.5375,0.999125
20.5425,0.999128
20.5475,0.999131
20.5525,0.999134
20.5575,0.999137
20.5625,0.999141
20.5675,0.999144
20.5725,0.999147
20.5775,0.99915
20.5825,0.999153
20.5875,0.999156
20.5925,0.999159
20.5975,0.999162
20.6025,0.999166
20.6075,0.999169
20.6125,0.999172
20.6175,0.999175
20.6225,0.999178
20.6275,0.999181
20.6325,0.999184
20.6375,0.999187
20.6425,0.99919
20.6475,0.999193
20.6525,0.999196
20.6575,0.999199
20.6625,0.999202
20.6675,0.999205
20.6725,0.999208
20.6775,0.999211
20.6825,0.999214
20.6875,0.999217
20.6925,0.99922
20.6975,0.999223
20.7025,0.999226
20.7075,0.999229
20.7125,0.999231
20.7175,0.999234
20.7225,0.999237
20.7275,0.99924
20.7325,0.999243
20.7375,0.999246
20.7425,0.999249
20.7475,0.999252
20.7525,0.999255
20.7575,0.999258
20.7625,0.99926
20.7675,0.999263
20.7725,0.999266
20.7775,0.999269
20.7825,0.999272
20.7875,0.999275
20.7925,0.999278
20.7975,0.99928
20.8025,0.999283
20.8075,0.999286
20.8125,0.999289
20.8175,0.999292
20.8225,0.999295
20.8275,0.999297
20.8325,0.9993
20.8375,0.999303
20.8425,0.999306
20.8475,0.999309
20.8525,0.999311
20.8575,0.999314
20.8625,0.999317
20.8675,0.99932
20.8725,0.999323
20.8775,0.999325
20.8825,0.999328
20.8875,0.999331
20.8925,0.999334
20.8975,0.999337
20.9025,0.999339
20.9075,0.999342
20.9125,0.999345
20.9175,0.999348
20.9225,0.99935
20.9275,0.999353
20.9325,0.999356
20.9375,0.999359
20.9425,0.999361
20.9475,0.999364
20.9525,0.999367
20.9575,0.999369
20.9625,0.999372
20.9675,0.999375
20.9725,0.999378
20.9775,0.99938
20.9825,0.999383
20.9875,0.999386
20.9925,0.999388
20.9975,0.999391
21.0025,0.999394
21.0075,0.999396
21.0125,0.999399
21.0175,0.999402
21.0225,0.999404
21.0275,0.999407
21.0325,0.99941
21.0375,0.999412
21.0425,0.999415
21.0475,0.999418
21.0525,0.99942
21.0575,0.999423
21.0625,0.999426
21.0675,0.999428
21.0725,0.999431
21.0775,0.999433
21.0825,0.999436
21.0875,0.999439
21.0925,0.999441
21.0975,0.999444
21.1025,0.999446
21.1075,0.999449
21.1125,0.999451
21.1175,0.999454
21.1225,0.999456
21.1275,0.999459
21.1325,0.999462
21.1375,0.999464
21.1425,0.999467
21.1475,0.999469
21.1525,0.999472
21.1575,0.999474
21.1625,0.999477
21.1675,0.999479
21.1725,0.999481
21.1775,0.999484
21.1825,0.999486
21.1875,0.999489
21.1925,0.999491
21.1975,0.999494
21.2025,0.999496
21.2075,0.999498
21.2125,0.999501
21.2175,0.999503
21.2225,0.999506
21.2275,0.999508
21.2325,0.99951
21.2375,0.999513
21.2425,0.999515
21.2475,0.999517
21.2525,0.99952
21.2575,0.999522
21.2625,0.999524
21.2675,0.999527
21.2725,0.999529
21.2775,0.999531
21.2825,0.999533
21.2875,0.999536
21.2925,0.999538
21.2975,0.99954
21.3025,0.999542
21.3075,0.999545
21.3125,0.999547
21.3175,0.999549
21.3225,0.999551
21.3275,0.999553
21.3325,0.999555
21.3375,0.999558
21.3425,0.99956
21.3475,0.999562
21.3525,0.999564
21.3575,0.999566
21.3625,0.999568
21.3675,0.99957
21.3725,0.999572
21.3775,0.999575
21.3825,0.999577
21.3875,0.999579
21.3925,0.999581
21.3975,0.999583
21.4025,0.999585
21.4075,0.999587
21.4125,0.999589
21.4175,0.999591
21.4225,0.999593
21.4275,0.999595
21.4325,0.999597
21.4375,0.999599
21.4425,0.999601
21.4475,0.999603
21.4525,0.999604
