time,OMEGA_REF_omegaRef_grp_0_value
28.9025,0.998694
28.9075,0.998692
28.9125,0.998691
28.9175,0.998689
28.9225,0.998688
28.9275,0.998687
28.9325,0.998685
28.9375,0.998684
28.9425,0.998682
28.9475,0.998681
28.9525,0.99868
28.9575,0.998678
28.9625,0.998677
28.9675,0.998675
28.9725,0.998674
28.9775,0.998673
28.9825,0.998671
28.9875,0.99867
28.9925,0.998669
28.9975,0.998667
29.0025,0.998666
29.0075,0.998664
29.0125,0.998663
29.0175,0.998662
29.0225,0.99866
29.0275,0.998659
29.0325,0.998657
29.0375,0.998656
29.0425,0.998655
29.0475,0.998653
29.0525,0.998652
29.0575,0.998651
29.0625,0.998649
29.0675,0.998648
29.0725,0.998646
29.0775,0.998645
29.0825,0.998644
29.0875,0.998642
29.0925,0.998641
29.0975,0.998639
29.1025,0.998638
29.1075,0.998637
29.1125,0.998635
29.1175,0.998634
29.1225,0.998633
29.1275,0.998631
29.1325,0.99863
29.1375,0.998628
29.1425,0.998627
29.1475,0.998626
29.1525,0.998624
29.1575,0.998623
29.1625,0.998622
29.1675,0.99862
29.1725,0.998619
29.1775,0.998617
29.1825,0.998616
29.1875,0.998615
29.1925,0.998613
29.1975,0.998612
29.2025,0.998611
29.2075,0.998609
29.2125,0.998608
29.2175,0.998606
29.2225,0.998605
29.2275,0.998604
29.2325,0.998602
29.2375,0.998601
29.2425,0.9986
29.2475,0.998598
29.2525,0.998597
29.2575,0.998596
29.2625,0.998594
29.2675,0.998593
29.2725,0.998591
29.2775,0.99859
29.2825,0.998589
29.2875,0.998587
29.2925,0.998586
29.2975,0.998585
29.3025,0.998583
29.3075,0.998582
29.3125,0.998581
29.3175,0.998579
29.3225,0.998578
29.3275,0.998577
29.3325,0.998575
29.3375,0.998574
29.3425,0.998572
29.3475,0.998571
29.3525,0.99857
29.3575,0.998568
29.3625,0.998567
29.3675,0.998566
29.3725,0.998564
29.3775,0.998563
29.3825,0.998562
29.3875,0.99856
29.3925,0.998559
29.3975,0.998558
29.4025,0.998556
29.4075,0.998555
29.4125,0.998554
29.4175,0.998552
29.4225,0.998551
29.4275,0.99855
29.4325,0.998548
29.4375,0.998547
29.4425,0.998546
29.4475,0.998544
29.4525,0.998543
29.4575,0.998542
29.4625,0.99854
29.4675,0.998539
29.4725,0.998538
29.4775,0.998536
29.4825,0.998535
29.4875,0.998534
29.4925,0.998532
29.4975,0.998531
29.5025,0.99853
29.5075,0.998528
29.5125,0.998527
29.5175,0.998526
29.5225,0.998524
29.5275,0.998523
29.5325,0.998522
29.5375,0.99852
29.5425,0.998519
29.5475,0.998518
29.5525,0.998517
29.5575,0.998515
29.5625,0.998514
29.5675,0.998513
29.5725,0.998511
29.5775,0.99851
29.5825,0.998509
29.5875,0.998507
29.5925,0.998506
29.5975,0.998505
29.6025,0.998504
29.6075,0.998502
29.6125,0.998501
29.6175,0.9985
29.6225,0.998498
29.6275,0.998497
29.6325,0.998496
29.6375,0.998494
29.6425,0.998493
29.6475,0.998492
29.6525,0.998491
29.6575,0.998489
29.6625,0.998488
29.6675,0.998487
29.6725,0.998485
29.6775,0.998484
29.6825,0.998483
29.6875,0.998482
29.6925,0.99848
29.6975,0.998479
29.7025,0.998478
29.7075,0.998476
29.7125,0.998475
29.7175,0.998474
29.7225,0.998473
29.7275,0.998471
29.7325,0.99847
29.7375,0.998469
29.7425,0.998467
29.7475,0.998466
29.7525,0.998465
29.7575,0.998464
29.7625,0.998462
29.7675,0.998461
29.7725,0.99846
29.7775,0.998459
29.7825,0.998457
29.7875,0.998456
29.7925,0.998455
29.7975,0.998453
29.8025,0.998452
29.8075,0.998451
29.8125,0.99845
29.8175,0.998448
29.8225,0.998447
29.8275,0.998446
29.8325,0.998445
29.8375,0.998443
29.8425,0.998442
29.8475,0.998441
29.8525,0.99844
29.8575,0.998438
29.8625,0.998437
29.8675,0.998436
29.8725,0.998434
29.8775,0.998433
29.8825,0.998432
29.8875,0.998431
29.8925,0.998429
29.8975,0.998428
29.9025,0.998427
29.9075,0.998426
29.9125,0.998424
29.9175,0.998423
29.9225,0.998422
29.9275,0.998421
29.9325,0.998419
29.9375,0.998418
29.9425,0.998417
29.9475,0.998416
29.9525,0.998414
29.9575,0.998413
29.9625,0.998412
29.9675,0.998411
29.9725,0.998409
29.9775,0.998408
29.9825,0.998407
29.9875,0.998406
29.9925,0.998404
29.9975,0.998403
30.0025,0.998402
30.0075,0.998401
30.0125,0.998399
30.0175,0.998398
30.0225,0.998397
30.0275,0.998396
30.0325,0.998395
30.0375,0.998393
30.0425,0.998392
30.0475,0.998391
30.0525,0.99839
30.0575,0.998388
30.0625,0.998387
30.0675,0.998386
30.0725,0.998385
30.0775,0.998383
30.0825,0.998382
30.0875,0.998381
30.0925,0.99838
30.0975,0.998379
30.1025,0.998377
30.1075,0.998376
30.1125,0.998375
30.1175,0.998374
30.1225,0.998372
30.1275,0.998371
30.1325,0.99837
30.1375,0.998369
30.1425,0.998367
30.1475,0.998366
30.1525,0.998365
30.1575,0.998364
30.1625,0.998363
30.1675,0.998361
30.1725,0.99836
30.1775,0.998359
30.1825,0.998358
30.1875,0.998357
30.1925,0.998355
30.1975,0.998354
30.2025,0.998353
30.2075,0.998352
30.2125,0.99835
30.2175,0.998349
30.2225,0.998348
30.2275,0.998347
30.2325,0.998346
30.2375,0.998344
30.2425,0.998343
30.2475,0.998342
30.2525,0.998341
30.2575,0.99834
30.2625,0.998338
30.2675,0.998337
30.2725,0.998336
30.2775,0.998335
30.2825,0.998334
30.2875,0.998332
30.2925,0.998331
30.2975,0.99833
30.3025,0.998329
30.3075,0.998328
30.3125,0.998326
30.3175,0.998325
30.3225,0.998324
30.3275,0.998323
30.3325,0.998322
30.3375,0.998321
30.3425,0.998319
30.3475,0.998318
30.3525,0.998317
30.3575,0.998316
30.3625,0.998315
30.3675,0.998313
30.3725,0.998312
30.3775,0.998311
30.3825,0.99831
30.3875,0.998309
30.3925,0.998308
30.3975,0.998306
30.4025,0.998305
30.4075,0.998304
30.4125,0.998303
30.4175,0.998302
30.4225,0.998301
30.4275,0.998299
30.4325,0.998298
30.4375,0.998297
30.4425,0.998296
30.4475,0.998295
30.4525,0.998294
30.4575,0.998292
30.4625,0.998291
30.4675,0.99829
30.4725,0.998289
30.4775,0.998288
30.4825,0.998287
30.4875,0.998285
30.4925,0.998284
30.4975,0.998283
30.5025,0.998282
30.5075,0.998281
30.5125,0.99828
30.5175,0.998279
30.5225,0.998277
30.5275,0.998276
30.5325,0.998275
30.5375,0.998274
30.5425,0.998273
30.5475,0.998272
30.5525,0.998271
30.5575,0.998269
30.5625,0.998268
30.5675,0.998267
30.5725,0.998266
30.5775,0.998265
30.5825,0.998264
30.5875,0.998263
30.5925,0.998261
30.5975,0.99826
30.6025,0.998259
30.6075,0.998258
30.6125,0.998257
30.6175,0.998256
30.6225,0.998255
30.6275,0.998254
30.6325,0.998252
30.6375,0.998251
30.6425,0.99825
30.6475,0.998249
30.6525,0.998248
30.6575,0.998247
30.6625,0.998246
30.6675,0.998245
30.6725,0.998244
30.6775,0.998242
30.6825,0.998241
30.6875,0.99824
30.6925,0.998239
30.6975,0.998238
30.7025,0.998237
30.7075,0.998236
30.7125,0.998235
30.7175,0.998234
30.7225,0.998232
30.7275,0.998231
30.7325,0.99823
30.7375,0.998229
30.7425,0.998228
30.7475,0.998227
30.7525,0.998226
30.7575,0.998225
30.7625,0.998224
30.7675,0.998223
30.7725,0.998221
30.7775,0.99822
30.7825,0.998219
30.7875,0.998218
30.7925,0.998217
30.7975,0.998216
30.8025,0.998215
30.8075,0.998214
30.8125,0.998213
30.8175,0.998212
30.8225,0.99821
30.8275,0.998209
30.8325,0.998208
30.8375,0.998207
30.8425,0.998206
30.8475,0.998205
30.8525,0.998204
30.8575,0.998203
30.8625,0.998202
30.8675,0.998201
30.8725,0.9982
30.8775,0.998199
30.8825,0.998197
30.8875,0.998196
30.8925,0.998195
30.8975,0.998194
30.9025,0.998193
30.9075,0.998192
30.9125,0.998191
30.9175,0.99819
30.9225,0.998189
30.9275,0.998188
30.9325,0.998187
30.9375,0.998186
30.9425,0.998185
30.9475,0.998184
30.9525,0.998182
30.9575,0.998181
30.9625,0.99818
30.9675,0.998179
30.9725,0.998178
30.9775,0.998177
30.9825,0.998176
30.9875,0.998175
30.9925,0.998174
30.9975,0.998173
31.0025,0.998172
31.0075,0.998171
31.0125,0.99817
31.0175,0.998169
31.0225,0.998168
31.0275,0.998167
31.0325,0.998166
31.0375,0.998164
31.0425,0.998163
31.0475,0.998162
31.0525,0.998161
31.0575,0.99816
31.0625,0.998159
31.0675,0.998158
31.0725,0.998157
31.0775,0.998156
31.0825,0.998155
31.0875,0.998154
31.0925,0.998153
31.0975,0.998152
31.1025,0.998151
31.1075,0.99815
31.1125,0.998149
31.1175,0.998148
31.1225,0.998147
31.1275,0.998146
31.1325,0.998145
31.1375,0.998144
31.1425,0.998143
31.1475,0.998142
31.1525,0.998141
31.1575,0.99814
31.1625,0.998138
31.1675,0.998137
31.1725,0.998136
31.1775,0.998135
31.1825,0.998134
31.1875,0.998133
31.1925,0.998132
31.1975,0.998131
31.2025,0.99813
31.2075,0.998129
31.2125,0.998128
31.2175,0.998127
31.2225,0.998126
31.2275,0.998125
31.2325,0.998124
31.2375,0.998123
31.2425,0.998122
31.2475,0.998121
31.2525,0.99812
31.2575,0.998119
31.2625,0.998118
31.2675,0.998117
31.2725,0.998116
31.2775,0.998115
31.2825,0.998114
31.2875,0.998113
31.2925,0.998112
31.2975,0.998111
31.3025,0.99811
31.3075,0.998109
31.3125,0.998108
31.3175,0.998107
31.3225,0.998106
31.3275,0.998105
31.3325,0.998104
31.3375,0.998103
31.3425,0.998102
31.3475,0.998101
31.3525,0.9981
31.3575,0.998099
31.3625,0.998098
31.3675,0.998097
31.3725,0.998096
31.3775,0.998095
31.3825,0.998094
31.3875,0.998093
31.3925,0.998092
31.3975,0.998091
31.4025,0.99809
31.4075,0.998089
31.4125,0.998088
31.4175,0.998087
31.4225,0.998086
31.4275,0.998085
31.4325,0.998085
31.4375,0.998084
31.4425,0.998083
31.4475,0.998082
31.4525,0.998081
31.4575,0.99808
31.4625,0.998079
31.4675,0.998078
31.4725,0.998077
31.4775,0.998076
31.4825,0.998075
31.4875,0.998074
31.4925,0.998073
31.4975,0.998072
31.5025,0.998071
31.5075,0.99807
31.5125,0.998069
31.5175,0.998068
31.5225,0.998067
31.5275,0.998066
31.5325,0.998065
31.5375,0.998064
31.5425,0.998063
31.5475,0.998063
31.5525,0.998062
31.5575,0.998061
31.5625,0.99806
31.5675,0.998059
31.5725,0.998058
31.5775,0.998057
31.5825,0.998056
31.5875,0.998055
31.5925,0.998054
31.5975,0.998053
31.6025,0.998052
31.6075,0.998051
31.6125,0.99805
31.6175,0.998049
31.6225,0.998048
31.6275,0.998048
31.6325,0.998047
31.6375,0.998046
31.6425,0.998045
31.6475,0.998044
31.6525,0.998043
31.6575,0.998042
31.6625,0.998041
31.6675,0.99804
31.6725,0.998039
31.6775,0.998038
31.6825,0.998037
31.6875,0.998036
31.6925,0.998036
31.6975,0.998035
31.7025,0.998034
31.7075,0.998033
31.7125,0.998032
31.7175,0.998031
31.7225,0.99803
31.7275,0.998029
31.7325,0.998028
31.7375,0.998027
31.7425,0.998026
31.7475,0.998026
31.7525,0.998025
31.7575,0.998024
31.7625,0.998023
31.7675,0.998022
31.7725,0.998021
31.7775,0.99802
31.7825,0.998019
31.7875,0.998018
31.7925,0.998017
31.7975,0.998017
31.8025,0.998016
31.8075,0.998015
31.8125,0.998014
31.8175,0.998013
31.8225,0.998012
31.8275,0.998011
31.8325,0.99801
31.8375,0.998009
31.8425,0.998009
31.8475,0.998008
31.8525,0.998007
31.8575,0.998006
31.8625,0.998005
31.8675,0.998004
31.8725,0.998003
31.8775,0.998002
31.8825,0.998002
31.8875,0.998001
31.8925,0.998
31.8975,0.997999
31.9025,0.997998
31.9075,0.997997
31.9125,0.997996
31.9175,0.997995
31.9225,0.997995
31.9275,0.997994
31.9325,0.997993
31.9375,0.997992
31.9425,0.997991
31.9475,0.99799
31.9525,0.997989
31.9575,0.997988
31.9625,0.997988
31.9675,0.997987
31.9725,0.997986
31.9775,0.997985
31.9825,0.997984
31.9875,0.997983
31.9925,0.997982
31.9975,0.997982
32.0025,0.997981
32.0075,0.99798
32.0125,0.997979
32.0175,0.997978
32.0225,0.997977
32.0275,0.997976
32.0325,0.997976
32.0375,0.997975
32.0425,0.997974
32.0475,0.997973
32.0525,0.997972
32.0575,0.997971
32.0625,0.99797
32.0675,0.99797
32.0725,0.997969
32.0775,0.997968
32.0825,0.997967
32.0875,0.997966
32.0925,0.997965
32.0975,0.997965
32.1025,0.997964
32.1075,0.997963
32.1125,0.997962
32.1175,0.997961
32.1225,0.99796
32.1275,0.99796
32.1325,0.997959
32.1375,0.997958
32.1425,0.997957
32.1475,0.997956
32.1525,0.997955
32.1575,0.997955
32.1625,0.997954
32.1675,0.997953
32.1725,0.997952
32.1775,0.997951
32.1825,0.99795
32.1875,0.99795
32.1925,0.997949
32.1975,0.997948
32.2025,0.997947
32.2075,0.997946
32.2125,0.997946
32.2175,0.997945
32.2225,0.997944
32.2275,0.997943
32.2325,0.997942
32.2375,0.997941
32.2425,0.997941
32.2475,0.99794
32.2525,0.997939
32.2575,0.997938
32.2625,0.997937
32.2675,0.997937
32.2725,0.997936
32.2775,0.997935
32.2825,0.997934
32.2875,0.997933
32.2925,0.997933
32.2975,0.997932
32.3025,0.997931
32.3075,0.99793
32.3125,0.997929
32.3175,0.997929
32.3225,0.997928
32.3275,0.997927
32.3325,0.997926
32.3375,0.997926
32.3425,0.997925
32.3475,0.997924
32.3525,0.997923
32.3575,0.997922
32.3625,0.997922
32.3675,0.997921
32.3725,0.99792
32.3775,0.997919
32.3825,0.997918
32.3875,0.997918
32.3925,0.997917
32.3975,0.997916
32.4025,0.997915
32.4075,0.997915
32.4125,0.997914
32.4175,0.997913
32.4225,0.997912
32.4275,0.997912
32.4325,0.997911
32.4375,0.99791
32.4425,0.997909
32.4475,0.997908
32.4525,0.997908
32.4575,0.997907
32.4625,0.997906
32.4675,0.997905
32.4725,0.997905
32.4775,0.997904
32.4825,0.997903
32.4875,0.997902
32.4925,0.997902
32.4975,0.997901
32.5025,0.9979
32.5075,0.997899
32.5125,0.997899
32.5175,0.997898
32.5225,0.997897
32.5275,0.997896
32.5325,0.997896
32.5375,0.997895
32.5425,0.997894
32.5475,0.997893
32.5525,0.997893
32.5575,0.997892
32.5625,0.997891
32.5675,0.99789
32.5725,0.99789
32.5775,0.997889
32.5825,0.997888
32.5875,0.997887
32.5925,0.997887
32.5975,0.997886
32.6025,0.997885
32.6075,0.997885
32.6125,0.997884
32.6175,0.997883
32.6225,0.997882
32.6275,0.997882
32.6325,0.997881
32.6375,0.99788
32.6425,0.997879
32.6475,0.997879
32.6525,0.997878
32.6575,0.997877
32.6625,0.997877
32.6675,0.997876
32.6725,0.997875
32.6775,0.997874
32.6825,0.997874
32.6875,0.997873
32.6925,0.997872
32.6975,0.997872
32.7025,0.997871
32.7075,0.99787
32.7125,0.997869
32.7175,0.997869
32.7225,0.997868
32.7275,0.997867
32.7325,0.997867
32.7375,0.997866
32.7425,0.997865
32.7475,0.997864
32.7525,0.997864
32.7575,0.997863
32.7625,0.997862
32.7675,0.997862
32.7725,0.997861
32.7775,0.99786
32.7825,0.99786
32.7875,0.997859
32.7925,0.997858
32.7975,0.997857
32.8025,0.997857
32.8075,0.997856
32.8125,0.997855
32.8175,0.997855
32.8225,0.997854
32.8275,0.997853
32.8325,0.997853
32.8375,0.997852
32.8425,0.997851
32.8475,0.997851
32.8525,0.99785
32.8575,0.997849
32.8625,0.997849
32.8675,0.997848
32.8725,0.997847
32.8775,0.997846
32.8825,0.997846
32.8875,0.997845
32.8925,0.997844
32.8975,0.997844
32.9025,0.997843
32.9075,0.997842
32.9125,0.997842
32.9175,0.997841
32.9225,0.99784
32.9275,0.99784
32.9325,0.997839
32.9375,0.997838
32.9425,0.997838
32.9475,0.997837
32.9525,0.997836
32.9575,0.997836
32.9625,0.997835
32.9675,0.997834
32.9725,0.997834
32.9775,0.997833
32.9825,0.997832
32.9875,0.997832
32.9925,0.997831
32.9975,0.99783
33.0025,0.99783
33.0075,0.997829
33.0125,0.997828
33.0175,0.997828
33.0225,0.997827
33.0275,0.997826
33.0325,0.997826
33.0375,0.997825
33.0425,0.997825
33.0475,0.997824
33.0525,0.997823
33.0575,0.997823
33.0625,0.997822
33.0675,0.997821
33.0725,0.997821
33.0775,0.99782
33.0825,0.997819
33.0875,0.997819
33.0925,0.997818
33.0975,0.997817
33.1025,0.997817
33.1075,0.997816
33.1125,0.997816
33.1175,0.997815
33.1225,0.997814
33.1275,0.997814
33.1325,0.997813
33.1375,0.997812
33.1425,0.997812
33.1475,0.997811
33.1525,0.99781
33.1575,0.99781
33.1625,0.997809
33.1675,0.997809
33.1725,0.997808
33.1775,0.997807
33.1825,0.997807
33.1875,0.997806
33.1925,0.997805
33.1975,0.997805
33.2025,0.997804
33.2075,0.997804
33.2125,0.997803
33.2175,0.997802
33.2225,0.997802
33.2275,0.997801
33.2325,0.997801
33.2375,0.9978
33.2425,0.997799
33.2475,0.997799
33.2525,0.997798
33.2575,0.997798
33.2625,0.997797
33.2675,0.997796
33.2725,0.997796
33.2775,0.997795
33.2825,0.997794
33.2875,0.997794
33.2925,0.997793
33.2975,0.997793
33.3025,0.997792
33.3075,0.997791
33.3125,0.997791
33.3175,0.99779
33.3225,0.99779
33.3275,0.997789
33.3325,0.997789
33.3375,0.997788
33.3425,0.997787
33.3475,0.997787
33.3525,0.997786
33.3575,0.997786
33.3625,0.997785
33.3675,0.997784
33.3725,0.997784
33.3775,0.997783
33.3825,0.997783
33.3875,0.997782
33.3925,0.997781
33.3975,0.997781
33.4025,0.99778
33.4075,0.99778
33.4125,0.997779
33.4175,0.997779
33.4225,0.997778
33.4275,0.997777
33.4325,0.997777
33.4375,0.997776
33.4425,0.997776
33.4475,0.997775
33.4525,0.997775
33.4575,0.997774
33.4625,0.997773
33.4675,0.997773
33.4725,0.997772
33.4775,0.997772
33.4825,0.997771
33.4875,0.997771
33.4925,0.99777
33.4975,0.99777
33.5025,0.997769
33.5075,0.997768
33.5125,0.997768
33.5175,0.997767
33.5225,0.997767
33.5275,0.997766
33.5325,0.997766
33.5375,0.997765
33.5425,0.997765
33.5475,0.997764
33.5525,0.997763
33.5575,0.997763
33.5625,0.997762
33.5675,0.997762
33.5725,0.997761
33.5775,0.997761
33.5825,0.99776
33.5875,0.99776
33.5925,0.997759
33.5975,0.997759
33.6025,0.997758
33.6075,0.997757
33.6125,0.997757
33.6175,0.997756
33.6225,0.997756
33.6275,0.997755
33.6325,0.997755
33.6375,0.997754
33.6425,0.997754
33.6475,0.997753
33.6525,0.997753
33.6575,0.997752
33.6625,0.997752
33.6675,0.997751
33.6725,0.997751
33.6775,0.99775
33.6825,0.997749
33.6875,0.997749
33.6925,0.997748
33.6975,0.997748
33.7025,0.997747
33.7075,0.997747
33.7125,0.997746
33.7175,0.997746
33.7225,0.997745
33.7275,0.997745
33.7325,0.997744
33.7375,0.997744
33.7425,0.997743
33.7475,0.997743
33.7525,0.997742
33.7575,0.997742
33.7625,0.997741
33.7675,0.997741
33.7725,0.99774
33.7775,0.99774
33.7825,0.997739
33.7875,0.997739
33.7925,0.997738
33.7975,0.997738
33.8025,0.997737
33.8075,0.997737
33.8125,0.997736
33.8175,0.997736
33.8225,0.997735
33.8275,0.997735
33.8325,0.997734
33.8375,0.997734
33.8425,0.997733
33.8475,0.997733
33.8525,0.997732
33.8575,0.997732
33.8625,0.997731
33.8675,0.997731
33.8725,0.99773
33.8775,0.99773
33.8825,0.997729
33.8875,0.997729
33.8925,0.997728
33.8975,0.997728
33.9025,0.997727
33.9075,0.997727
33.9125,0.997726
33.9175,0.997726
33.9225,0.997725
33.9275,0.997725
33.9325,0.997724
33.9375,0.997724
33.9425,0.997723
33.9475,0.997723
33.9525,0.997722
33.9575,0.997722
33.9625,0.997721
33.9675,0.997721
33.9725,0.99772
33.9775,0.99772
33.9825,0.997719
33.9875,0.997719
33.9925,0.997719
33.9975,0.997718
34.0025,0.997718
34.0075,0.997717
34.0125,0.997717
34.0175,0.997716
34.0225,0.997716
34.0275,0.997715
34.0325,0.997715
34.0375,0.997714
34.0425,0.997714
34.0475,0.997713
34.0525,0.997713
34.0575,0.997712
34.0625,0.997712
34.0675,0.997712
34.0725,0.997711
34.0775,0.997711
34.0825,0.99771
34.0875,0.99771
34.0925,0.997709
34.0975,0.997709
34.1025,0.997708
34.1075,0.997708
34.1125,0.997707
34.1175,0.997707
34.1225,0.997707
34.1275,0.997706
34.1325,0.997706
34.1375,0.997705
34.1425,0.997705
34.1475,0.997704
34.1525,0.997704
34.1575,0.997703
34.1625,0.997703
34.1675,0.997703
34.1725,0.997702
34.1775,0.997702
34.1825,0.997701
34.1875,0.997701
34.1925,0.9977
34.1975,0.9977
34.2025,0.997699
34.2075,0.997699
34.2125,0.997699
34.2175,0.997698
34.2225,0.997698
34.2275,0.997697
34.2325,0.997697
34.2375,0.997696
34.2425,0.997696
34.2475,0.997696
34.2525,0.997695
34.2575,0.997695
34.2625,0.997694
34.2675,0.997694
34.2725,0.997693
34.2775,0.997693
34.2825,0.997693
34.2875,0.997692
34.2925,0.997692
34.2975,0.997691
34.3025,0.997691
34.3075,0.99769
34.3125,0.99769
34.3175,0.99769
34.3225,0.997689
34.3275,0.997689
34.3325,0.997688
34.3375,0.997688
34.3425,0.997688
34.3475,0.997687
34.3525,0.997687
34.3575,0.997686
34.3625,0.997686
34.3675,0.997686
34.3725,0.997685
34.3775,0.997685
34.3825,0.997684
34.3875,0.997684
34.3925,0.997684
34.3975,0.997683
34.4025,0.997683
34.4075,0.997682
34.4125,0.997682
34.4175,0.997682
34.4225,0.997681
34.4275,0.997681
34.4325,0.99768
34.4375,0.99768
34.4425,0.99768
34.4475,0.997679
34.4525,0.997679
34.4575,0.997678
34.4625,0.997678
34.4675,0.997678
34.4725,0.997677
34.4775,0.997677
34.4825,0.997676
34.4875,0.997676
34.4925,0.997676
34.4975,0.997675
34.5025,0.997675
34.5075,0.997675
34.5125,0.997674
34.5175,0.997674
34.5225,0.997673
34.5275,0.997673
34.5325,0.997673
34.5375,0.997672
34.5425,0.997672
34.5475,0.997672
34.5525,0.997671
34.5575,0.997671
34.5625,0.99767
34.5675,0.99767
34.5725,0.99767
34.5775,0.997669
34.5825,0.997669
34.5875,0.997669
34.5925,0.997668
34.5975,0.997668
34.6025,0.997667
34.6075,0.997667
34.6125,0.997667
34.6175,0.997666
34.6225,0.997666
34.6275,0.997666
34.6325,0.997665
34.6375,0.997665
34.6425,0.997665
34.6475,0.997664
34.6525,0.997664
34.6575,0.997663
34.6625,0.997663
34.6675,0.997663
34.6725,0.997662
34.6775,0.997662
34.6825,0.997662
34.6875,0.997661
34.6925,0.997661
34.6975,0.997661
34.7025,0.99766
34.7075,0.99766
34.7125,0.99766
34.7175,0.997659
34.7225,0.997659
34.7275,0.997659
34.7325,0.997658
34.7375,0.997658
34.7425,0.997657
34.7475,0.997657
34.7525,0.997657
34.7575,0.997656
34.7625,0.997656
34.7675,0.997656
34.7725,0.997655
34.7775,0.997655
34.7825,0.997655
34.7875,0.997654
34.7925,0.997654
34.7975,0.997654
34.8025,0.997653
34.8075,0.997653
34.8125,0.997653
34.8175,0.997652
34.8225,0.997652
34.8275,0.997652
34.8325,0.997651
34.8375,0.997651
34.8425,0.997651
34.8475,0.99765
34.8525,0.99765
34.8575,0.99765
34.8625,0.997649
34.8675,0.997649
34.8725,0.997649
34.8775,0.997648
34.8825,0.997648
34.8875,0.997648
34.8925,0.997647
34.8975,0.997647
34.9025,0.997647
34.9075,0.997646
34.9125,0.997646
34.9175,0.997646
34.9225,0.997646
34.9275,0.997645
34.9325,0.997645
34.9375,0.997645
34.9425,0.997644
34.9475,0.997644
34.9525,0.997644
34.9575,0.997643
34.9625,0.997643
34.9675,0.997643
34.9725,0.997642
34.9775,0.997642
34.9825,0.997642
34.9875,0.997641
34.9925,0.997641
34.9975,0.997641
35.0025,0.997641
35.0075,0.99764
35.0125,0.99764
35.0175,0.99764
35.0225,0.997639
35.0275,0.997639
35.0325,0.997639
35.0375,0.997638
35.0425,0.997638
35.0475,0.997638
35.0525,0.997637
35.0575,0.997637
35.0625,0.997637
35.0675,0.997637
35.0725,0.997636
35.0775,0.997636
35.0825,0.997636
35.0875,0.997635
35.0925,0.997635
35.0975,0.997635
35.1025,0.997635
35.1075,0.997634
35.1125,0.997634
35.1175,0.997634
35.1225,0.997633
35.1275,0.997633
35.1325,0.997633
35.1375,0.997633
35.1425,0.997632
35.1475,0.997632
35.1525,0.997632
35.1575,0.997631
35.1625,0.997631
35.1675,0.997631
35.1725,0.997631
35.1775,0.99763
35.1825,0.99763
35.1875,0.99763
35.1925,0.997629
35.1975,0.997629
35.2025,0.997629
35.2075,0.997629
35.2125,0.997628
35.2175,0.997628
35.2225,0.997628
35.2275,0.997628
35.2325,0.997627
35.2375,0.997627
35.2425,0.997627
35.2475,0.997626
35.2525,0.997626
35.2575,0.997626
35.2625,0.997626
35.2675,0.997625
35.2725,0.997625
35.2775,0.997625
35.2825,0.997625
35.2875,0.997624
35.2925,0.997624
35.2975,0.997624
35.3025,0.997624
35.3075,0.997623
35.3125,0.997623
35.3175,0.997623
35.3225,0.997623
35.3275,0.997622
35.3325,0.997622
35.3375,0.997622
35.3425,0.997621
35.3475,0.997621
35.3525,0.997621
35.3575,0.997621
35.3625,0.99762
35.3675,0.99762
35.3725,0.99762
35.3775,0.99762
35.3825,0.997619
35.3875,0.997619
35.3925,0.997619
35.3975,0.997619
35.4025,0.997618
35.4075,0.997618
35.4125,0.997618
35.4175,0.997618
35.4225,0.997618
35.4275,0.997617
35.4325,0.997617
35.4375,0.997617
35.4425,0.997617
35.4475,0.997616
35.4525,0.997616
35.4575,0.997616
35.4625,0.997616
35.4675,0.997615
35.4725,0.997615
35.4775,0.997615
35.4825,0.997615
35.4875,0.997614
35.4925,0.997614
35.4975,0.997614
35.5025,0.997614
35.5075,0.997613
35.5125,0.997613
35.5175,0.997613
35.5225,0.997613
35.5275,0.997613
35.5325,0.997612
35.5375,0.997612
35.5425,0.997612
35.5475,0.997612
35.5525,0.997611
35.5575,0.997611
35.5625,0.997611
35.5675,0.997611
35.5725,0.997611
35.5775,0.99761
35.5825,0.99761
35.5875,0.99761
35.5925,0.99761
35.5975,0.997609
35.6025,0.997609
35.6075,0.997609
35.6125,0.997609
35.6175,0.997609
35.6225,0.997608
35.6275,0.997608
35.6325,0.997608
35.6375,0.997608
35.6425,0.997608
35.6475,0.997607
35.6525,0.997607
35.6575,0.997607
35.6625,0.997607
35.6675,0.997606
35.6725,0.997606
35.6775,0.997606
35.6825,0.997606
35.6875,0.997606
35.6925,0.997605
35.6975,0.997605
35.7025,0.997605
35.7075,0.997605
35.7125,0.997605
35.7175,0.997604
35.7225,0.997604
35.7275,0.997604
35.7325,0.997604
35.7375,0.997604
35.7425,0.997603
35.7475,0.997603
35.7525,0.997603
35.7575,0.997603
35.7625,0.997603
35.7675,0.997602
35.7725,0.997602
35.7775,0.997602
35.7825,0.997602
35.7875,0.997602
35.7925,0.997601
35.7975,0.997601
35.8025,0.997601
35.8075,0.997601
35.8125,0.997601
35.8175,0.9976
35.8225,0.9976
35.8275,0.9976
35.8325,0.9976
35.8375,0.9976
35.8425,0.997599
35.8475,0.997599
35.8525,0.997599
35.8575,0.997599
35.8625,0.997599
35.8675,0.997599
35.8725,0.997598
35.8775,0.997598
35.8825,0.997598
