t,omega
0.000000,1.000000
0.030000,1.000001
0.065000,1.000001
0.095000,1.000002
0.120000,1.000003
0.150000,1.000004
0.180000,1.000004
0.205000,1.000005
0.250000,1.000006
0.275000,1.000007
0.305000,1.000008
0.330000,1.000009
0.355000,1.000010
0.385000,1.000011
0.415000,1.000012
0.440000,1.000013
0.465000,1.000014
0.515000,1.000016
0.565000,1.000018
0.615000,1.000020
0.665000,1.000021
0.715000,1.000023
0.765000,1.000025
0.815000,1.000026
0.865000,1.000027
0.915000,1.000029
0.965000,1.000030
1.015000,1.000031
1.065000,1.000032
1.115000,1.000033
1.165000,1.000034
1.215000,1.000036
1.265000,1.000037
1.315000,1.000038
1.365000,1.000039
1.415000,1.000041
1.465000,1.000042
1.515000,1.000043
1.565000,1.000045
1.615000,1.000046
1.665000,1.000047
1.715000,1.000048
1.765000,1.000049
1.815000,1.000050
1.865000,1.000051
1.915000,1.000052
1.965000,1.000053
2.015000,1.000054
2.065000,1.000055
2.115000,1.000056
2.165000,1.000057
2.215000,1.000058
2.265000,1.000059
2.315000,1.000060
2.365000,1.000061
2.415000,1.000062
2.465000,1.000063
2.515000,1.000063
2.565000,1.000064
2.615000,1.000065
2.665000,1.000066
2.715000,1.000067
2.765000,1.000067
2.815000,1.000068
2.865000,1.000069
2.915000,1.000070
2.965000,1.000070
3.015000,1.000071
3.065000,1.000072
3.115000,1.000073
3.165000,1.000073
3.215000,1.000074
3.265000,1.000075
3.315000,1.000075
3.365000,1.000076
3.415000,1.000077
3.465000,1.000077
3.515000,1.000078
3.565000,1.000078
3.615000,1.000079
3.665000,1.000079
3.715000,1.000080
3.765000,1.000080
3.815000,1.000081
3.865000,1.000081
3.915000,1.000082
3.965000,1.000082
4.015000,1.000083
4.065000,1.000083
4.115000,1.000084
4.165000,1.000084
4.215000,1.000085
4.265000,1.000085
4.315000,1.000086
4.365000,1.000086
4.415000,1.000086
4.465000,1.000087
4.515000,1.000087
4.565000,1.000087
4.615000,1.000088
4.665000,1.000088
4.715000,1.000088
4.765000,1.000089
4.815000,1.000089
4.865000,1.000089
4.915000,1.000089
4.965000,1.000090
5.005000,1.000178
5.030000,1.000663
5.055000,1.001172
5.080000,1.001703
5.105000,1.002260
5.130000,1.002835
5.155000,1.003450
5.180000,1.004109
5.205000,1.004671
5.221250,1.004700
5.240000,1.004774
5.258750,1.004895
5.283750,1.005127
5.308750,1.005432
5.333750,1.005805
5.358750,1.006239
5.383750,1.006727
5.408750,1.007261
5.433750,1.007836
5.458750,1.008444
5.483750,1.009080
5.513750,1.009872
5.538750,1.010549
5.568750,1.011376
5.593750,1.012071
5.623750,1.012906
5.648750,1.013598
5.688750,1.014685
5.728750,1.015734
5.768750,1.016723
5.793750,1.017303
5.823750,1.014277
5.848750,1.014655
5.873750,1.014992
5.898750,1.015289
5.923750,1.015549
5.948750,1.015779
5.978750,1.016024
6.003750,1.016210
6.038750,1.016456
6.063750,1.016631
6.088750,1.016815
6.118750,1.017056
6.143750,1.017280
6.168750,1.017533
6.193750,1.017818
6.218750,1.018138
