t,omega
6.262500,1.012841
6.292500,1.012620
6.317500,1.012489
6.342500,1.012414
6.367500,1.012400
6.392500,1.012451
6.417500,1.012569
6.442500,1.012758
6.467500,1.013013
6.492500,1.013323
6.522500,1.013757
6.547500,1.014159
6.572500,1.014593
6.597500,1.015052
6.637500,1.015828
6.667500,1.016435
6.692500,1.016953
6.717500,1.017478
6.747500,1.018115
6.772500,1.018646
6.817500,1.019598
6.862500,1.020533
6.897500,1.021244
6.927500,1.021840
6.957500,1.022420
6.987500,1.022871
6.992461,1.022944
7.017461,1.023073
7.042461,1.023148
7.067461,1.023150
7.102461,1.023099
7.127461,1.023011
7.157461,1.022876
7.187461,1.022709
7.212461,1.022543
7.237461,1.022356
7.267461,1.022104
7.297461,1.021823
7.327461,1.021510
7.352461,1.021226
7.382461,1.020859
7.412461,1.020464
7.437461,1.020116
7.467461,1.019677
7.497461,1.019218
7.527461,1.018743
7.557461,1.018256
7.582461,1.017843
7.607461,1.017426
7.647461,1.016755
7.687461,1.016085
7.717461,1.015584
7.742461,1.015169
7.772461,1.014675
7.807461,1.014103
7.847461,1.013454
7.897461,1.012650
7.942461,1.011929
7.967461,1.011529
7.997461,1.011049
8.022461,1.010649
8.052461,1.010168
8.097461,1.009446
8.142461,1.008721
8.192461,1.007910
8.242461,1.007093
8.292461,1.006271
8.337461,1.005526
8.382461,1.004780
8.432461,1.003953
8.462461,1.003461
8.512461,1.002651
8.537461,1.002254
8.562461,1.001861
8.607461,1.001169
8.657461,1.000421
8.707461,0.999697
8.757461,0.998993
8.802461,0.998372
8.852461,0.997693
8.897461,0.997088
8.947461,0.996417
8.997461,0.995747
9.047461,0.995074
9.087461,0.994533
9.137461,0.993854
9.187461,0.993171
9.237461,0.992484
9.277461,0.991934
9.327461,0.991247
9.377461,0.990565
9.422461,0.989958
9.467461,0.989362
9.517461,0.988716
9.567461,0.988089
9.617461,0.987483
9.667461,0.986895
9.717461,0.986324
9.767461,0.985765
9.812461,0.985269
9.862461,0.984722
9.912461,0.984178
9.962461,0.983633
10.012461,0.983088
10.057461,0.982596
10.102461,0.982103
10.147461,0.981609
10.197461,0.981060
10.247461,0.980514
10.297461,0.979971
10.337461,0.979542
10.387461,0.979015
10.417461,0.978767
10.447461,0.978605
10.487461,0.978397
10.517461,0.978235
10.557461,0.978008
10.597461,0.977799
10.637461,0.977606
10.667461,0.977448
10.707461,0.977344
10.757461,0.977255
10.807461,0.977190
10.852461,0.977155
10.902461,0.977139
10.952461,0.977148
10.997461,0.977177
11.047461,0.977228
11.097461,0.977299
11.147461,0.977386
11.197461,0.977486
11.247461,0.977598
11.297461,0.977719
11.347461,0.977847
11.397461,0.977981
11.447461,0.978119
11.497461,0.978262
11.547461,0.978407
11.597461,0.978554
11.647461,0.978701
11.697461,0.978849
11.747461,0.978996
11.797461,0.979143
11.847461,0.979289
11.897461,0.979437
11.947461,0.979585
11.997461,0.979735
12.047461,0.979886
12.097461,0.980038
12.147461,0.980192
12.197461,0.980348
12.247461,0.980505
12.297461,0.980664
12.347461,0.980825
12.397461,0.980989
12.447461,0.981155
12.497461,0.981324
12.547461,0.981494
12.597461,0.981664
12.647461,0.981836
12.697461,0.982007
12.747461,0.982178
12.797461,0.982348
12.847461,0.982518
12.897461,0.982686
12.947461,0.982854
12.997461,0.983022
13.047461,0.983188
13.097461,0.983355
13.147461,0.983522
13.197461,0.983690
13.247461,0.983859
13.297461,0.984029
13.347461,0.984202
13.397461,0.984377
13.447461,0.984553
13.497461,0.984731
13.547461,0.984909
13.597461,0.985088
13.647461,0.985265
13.697461,0.985442
13.747461,0.985617
13.797461,0.985790
13.847461,0.985962
13.897461,0.986131
13.947461,0.986299
13.997461,0.986466
14.047461,0.986632
14.097461,0.986798
14.147461,0.986964
14.197461,0.987131
14.247461,0.987300
14.297461,0.987470
14.347461,0.987641
14.397461,0.987813
14.447461,0.987985
14.497461,0.988157
14.547461,0.988328
14.597461,0.988498
14.647461,0.988666
14.697461,0.988832
14.747461,0.988996
14.797461,0.989158
14.847461,0.989318
14.897461,0.989475
14.947461,0.989632
14.997461,0.989788
15.047461,0.989944
15.097461,0.990099
15.147461,0.990256
15.197461,0.990412
15.247461,0.990570
15.297461,0.990727
15.347461,0.990885
15.397461,0.991042
15.447461,0.991198
15.497461,0.991353
15.547461,0.991507
15.597461,0.991658
15.647461,0.991807
15.697461,0.991954
15.747461,0.992099
15.797461,0.992242
15.847461,0.992383
15.897461,0.992523
15.947461,0.992662
15.997461,0.992801
16.047461,0.992939
16.097461,0.993078
16.147461,0.993216
16.197461,0.993355
16.247461,0.993493
16.297461,0.993630
16.347461,0.993767
16.397461,0.993902
16.447461,0.994035
16.497461,0.994167
16.547461,0.994297
16.597461,0.994425
16.647461,0.994551
16.697461,0.994675
16.747461,0.994797
16.797461,0.994918
16.847461,0.995037
16.897461,0.995156
16.947461,0.995274
16.997461,0.995391
17.047461,0.995508
17.097461,0.995624
17.147461,0.995740
17.197461,0.995855
17.247461,0.995970
17.297461,0.996083
17.347461,0.996195
17.397461,0.996305
17.447461,0.996414
17.497461,0.996520
17.547461,0.996625
17.597461,0.996728
17.647461,0.996829
17.697461,0.996929
17.747461,0.997027
17.797461,0.997124
17.847461,0.997220
17.897461,0.997315
17.947461,0.997410
17.997461,0.997503
18.047461,0.997596
18.097461,0.997689
18.147461,0.997780
18.197461,0.997871
18.247461,0.997960
18.297461,0.998048
18.347461,0.998135
18.397461,0.998220
18.447461,0.998303
18.497461,0.998384
18.547461,0.998464
18.597461,0.998542
18.647461,0.998619
18.697461,0.998694
18.747461,0.998769
18.797461,0.998842
18.847461,0.998915
18.897461,0.998986
18.947461,0.999057
18.997461,0.999128
19.047461,0.999197
19.097461,0.999266
19.147461,0.999333
19.197461,0.999399
19.247461,0.999464
19.297461,0.999528
19.347461,0.999590
19.397461,0.999651
19.447461,0.999710
19.497461,0.999768
19.547461,0.999824
19.597461,0.999879
19.647461,0.999933
19.697461,0.999986
19.747461,1.000038
19.797461,1.000089
19.847461,1.000140
19.892461,1.000184
19.942461,1.000233
19.992461,1.000282
20.042461,1.000329
20.092461,1.000375
20.142461,1.000420
20.192461,1.000464
20.242461,1.000507
20.292461,1.000549
20.342461,1.000589
20.392461,1.000627
20.442461,1.000665
20.492461,1.000701
20.542461,1.000736
20.592461,1.000770
20.642461,1.000803
20.692461,1.000835
20.742461,1.000866
20.792461,1.000896
20.842461,1.000926
20.892461,1.000955
20.942461,1.000983
20.992461,1.001010
21.042461,1.001036
21.092461,1.001061
21.142461,1.001085
21.192461,1.001108
21.242461,1.001130
21.292461,1.001150
21.342461,1.001170
21.392461,1.001189
21.442461,1.001206
21.492461,1.001223
21.542461,1.001239
21.592461,1.001254
21.642461,1.001268
21.692461,1.001281
21.742461,1.001294
21.792461,1.001307
21.842461,1.001318
21.892461,1.001329
21.942461,1.001339
21.992461,1.001349
22.042461,1.001357
22.092461,1.001365
22.142461,1.001372
22.192461,1.001378
22.242461,1.001383
22.292461,1.001387
22.342461,1.001391
22.392461,1.001393
22.442461,1.001395
22.492461,1.001397
22.542461,1.001397
22.592461,1.001398
22.642461,1.001397
22.692461,1.001396
22.742461,1.001395
22.792461,1.001393
22.842461,1.001391
22.892461,1.001388
22.942461,1.001385
22.992461,1.001380
23.042461,1.001376
23.092461,1.001370
23.142461,1.001364
23.192461,1.001358
23.242461,1.001350
23.292461,1.001343
23.342461,1.001334
23.392461,1.001325
23.442461,1.001316
23.492461,1.001306
23.542461,1.001296
23.592461,1.001286
23.642461,1.001275
23.692461,1.001264
23.742461,1.001252
23.792461,1.001241
23.842461,1.001228
23.892461,1.001216
23.942461,1.001203
23.992461,1.001189
24.042461,1.001175
24.092461,1.001161
24.142461,1.001146
24.192461,1.001131
24.242461,1.001116
24.292461,1.001100
24.342461,1.001084
24.392461,1.001067
24.442461,1.001050
24.492461,1.001034
24.542461,1.001017
24.592461,1.000999
24.642461,1.000982
24.692461,1.000964
24.742461,1.000946
24.792461,1.000928
24.842461,1.000910
24.892461,1.000891
24.942461,1.000872
24.992461,1.000853
25.042461,1.000834
25.092461,1.000814
25.142461,1.000794
25.192461,1.000774
25.242461,1.000754
25.292461,1.000734
25.342461,1.000713
25.392461,1.000692
25.442461,1.000672
25.492461,1.000651
25.542461,1.000630
25.592461,1.000609
25.642461,1.000588
25.692461,1.000567
25.742461,1.000546
25.792461,1.000525
25.842461,1.000503
25.892461,1.000482
25.942461,1.000460
25.992461,1.000439
26.042461,1.000417
26.092461,1.000395
26.142461,1.000373
26.192461,1.000351
26.242461,1.000329
26.292461,1.000307
26.342461,1.000285
26.392461,1.000263
26.442461,1.000241
26.492461,1.000219
26.542461,1.000197
26.592461,1.000175
26.642461,1.000153
26.692461,1.000131
26.742461,1.000109
26.792461,1.000087
26.837461,1.000068
26.887461,1.000046
26.937461,1.000024
26.987461,1.000002
27.037461,0.999980
27.087461,0.999958
27.137461,0.999937
27.187461,0.999915
27.237461,0.999893
27.287461,0.999871
27.337461,0.999850
27.387461,0.999828
27.437461,0.999807
27.487461,0.999785
27.537461,0.999764
27.587461,0.999743
27.637461,0.999721
27.687461,0.999700
27.737461,0.999679
27.787461,0.999657
27.837461,0.999636
27.887461,0.999615
27.937461,0.999594
27.987461,0.999573
28.037461,0.999552
28.087461,0.999531
28.137461,0.999510
28.187461,0.999489
28.237461,0.999469
28.287461,0.999448
28.337461,0.999428
28.387461,0.999407
28.437461,0.999387
28.487461,0.999367
28.537461,0.999347
28.587461,0.999327
28.637461,0.999307
28.687461,0.999287
28.737461,0.999267
28.787461,0.999248
28.837461,0.999228
28.887461,0.999209
28.937461,0.999189
28.987461,0.999170
29.037461,0.999151
29.087461,0.999132
29.137461,0.999113
29.187461,0.999094
29.237461,0.999076
29.287461,0.999057
29.337461,0.999039
29.387461,0.999021
29.437461,0.999003
29.487461,0.998985
29.537461,0.998967
29.587461,0.998949
29.637461,0.998932
29.687461,0.998914
29.737461,0.998897
29.787461,0.998880
29.837461,0.998863
29.887461,0.998846
29.937461,0.998829
29.987461,0.998812
30.037461,0.998796
30.087461,0.998779
30.137461,0.998763
30.187461,0.998747
30.237461,0.998731
30.287461,0.998715
30.337461,0.998700
30.387461,0.998684
30.437461,0.998669
30.487461,0.998654
30.537461,0.998639
30.587461,0.998624
30.637461,0.998609
30.687461,0.998595
30.737461,0.998580
30.787461,0.998566
30.837461,0.998552
30.887461,0.998538
30.937461,0.998524
30.987461,0.998510
31.037461,0.998497
31.087461,0.998483
31.137461,0.998470
31.187461,0.998457
31.237461,0.998444
31.287461,0.998432
31.337461,0.998419
31.387461,0.998407
31.437461,0.998394
31.487461,0.998382
31.537461,0.998370
31.587461,0.998359
31.637461,0.998347
31.687461,0.998336
31.737461,0.998324
31.787461,0.998313
31.837461,0.998302
31.887461,0.998291
31.937461,0.998280
31.987461,0.998270
32.037461,0.998259
32.087461,0.998249
32.137461,0.998239
32.187461,0.998229
32.237461,0.998219
32.287461,0.998210
32.337461,0.998200
32.387461,0.998191
32.437461,0.998182
32.487461,0.998173
32.537461,0.998164
32.587461,0.998155
32.637461,0.998146
32.687461,0.998138
32.737461,0.998130
32.787461,0.998121
32.837461,0.998113
32.887461,0.998106
32.937461,0.998098
32.987461,0.998090
33.037461,0.998083
33.087461,0.998076
33.137461,0.998068
33.187461,0.998061
33.237461,0.998055
33.287461,0.998048
33.337461,0.998041
33.387461,0.998035
33.437461,0.998029
33.487461,0.998022
33.537461,0.998016
33.587461,0.998010
33.637461,0.998005
33.687461,0.997999
33.737461,0.997994
33.787461,0.997988
33.837461,0.997983
33.887461,0.997978
33.937461,0.997973
33.987461,0.997968
34.037461,0.997963
34.087461,0.997959
34.137461,0.997954
34.187461,0.997950
34.237461,0.997946
34.287461,0.997941
34.337461,0.997938
34.387461,0.997934
34.437461,0.997930
34.487461,0.997926
34.537461,0.997923
34.587461,0.997919
34.637461,0.997916
34.687461,0.997913
34.737461,0.997910
34.787461,0.997907
34.837461,0.997904
34.887461,0.997901
34.937461,0.997899
34.987461,0.997896
35.037461,0.997894
35.087461,0.997891
35.137461,0.997889
35.187461,0.997887
35.237461,0.997885
35.287461,0.997883
35.337461,0.997881
35.387461,0.997880
35.437461,0.997878
35.487461,0.997877
35.537461,0.997875
35.587461,0.997874
35.637461,0.997873
35.687461,0.997872
35.737461,0.997871
35.787461,0.997870
35.837461,0.997869
35.887461,0.997868
35.937461,0.997867
35.987461,0.997867
36.037461,0.997866
36.087461,0.997866
36.137461,0.997865
36.187461,0.997865
36.237461,0.997865
36.287461,0.997865
36.337461,0.997865
36.387461,0.997865
36.437461,0.997865
36.487461,0.997865
36.537461,0.997865
36.587461,0.997866
36.637461,0.997866
36.687461,0.997867
36.737461,0.997867
36.787461,0.997868
36.837461,0.997868
36.887461,0.997869
36.937461,0.997870
36.987461,0.997871
37.037461,0.997872
37.087461,0.997873
37.137461,0.997874
37.187461,0.997875
37.237461,0.997876
37.287461,0.997877
37.337461,0.997878
37.387461,0.997880
37.437461,0.997881
37.487461,0.997883
37.537461,0.997884
37.587461,0.997886
37.637461,0.997887
37.687461,0.997889
37.737461,0.997891
37.787461,0.997892
37.837461,0.997894
37.887461,0.997896
37.937461,0.997898
37.987461,0.997900
38.037461,0.997902
38.087461,0.997904
38.137461,0.997906
38.187461,0.997908
38.237461,0.997910
38.287461,0.997912
38.337461,0.997914
38.387461,0.997916
38.437461,0.997919
38.487461,0.997921
38.537461,0.997923
38.587461,0.997926
38.637461,0.997928
38.687461,0.997930
38.737461,0.997933
38.787461,0.997935
38.837461,0.997938
38.887461,0.997940
38.937461,0.997943
38.987461,0.997945
39.037461,0.997948
39.087461,0.997951
39.137461,0.997953
39.187461,0.997956
39.237461,0.997959
39.287461,0.997961
39.337461,0.997964
39.387461,0.997967
39.437461,0.997969
39.487461,0.997972
39.537461,0.997975
39.587461,0.997978
39.637461,0.997981
39.687461,0.997984
39.737461,0.997986
39.787461,0.997989
39.837461,0.997992
39.887461,0.997995
39.937461,0.997998
39.987461,0.998001
40.037461,0.998004
40.087461,0.998007
40.137461,0.998010
40.187461,0.998012
40.237461,0.998015
40.287461,0.998018
40.337461,0.998021
40.387461,0.998024
40.437461,0.998027
40.487461,0.998030
40.537461,0.998033
40.587461,0.998036
40.637461,0.998039
40.687461,0.998042
40.737461,0.998045
40.787461,0.998048
40.837461,0.998051
40.887461,0.998054
40.937461,0.998057
40.987461,0.998060
41.037461,0.998063
41.087461,0.998066
41.137461,0.998069
41.187461,0.998072
41.237461,0.998075
41.287461,0.998078
41.337461,0.998081
41.387461,0.998083
41.437461,0.998086
41.487461,0.998089
41.537461,0.998092
41.587461,0.998095
41.637461,0.998098
41.687461,0.998101
41.737461,0.998104
41.787461,0.998107
41.837461,0.998110
41.887461,0.998112
41.937461,0.998115
41.987461,0.998118
42.037461,0.998121
42.087461,0.998124
42.137461,0.998126
42.187461,0.998129
42.237461,0.998132
42.287461,0.998135
42.337461,0.998137
42.387461,0.998140
42.437461,0.998143
42.487461,0.998146
42.537461,0.998148
42.587461,0.998151
42.637461,0.998154
42.687461,0.998156
42.737461,0.998159
42.787461,0.998162
42.837461,0.998164
42.887461,0.998167
42.937461,0.998169
42.987461,0.998172
43.037461,0.998174
43.087461,0.998177
43.137461,0.998179
43.187461,0.998182
43.237461,0.998184
43.287461,0.998187
43.337461,0.998189
43.387461,0.998192
43.437461,0.998194
43.487461,0.998196
43.537461,0.998199
43.587461,0.998201
43.637461,0.998203
43.687461,0.998206
43.737461,0.998208
43.787461,0.998210
43.837461,0.998212
43.887461,0.998215
43.937461,0.998217
43.987461,0.998219
44.037461,0.998221
44.087461,0.998223
44.137461,0.998225
44.187461,0.998227
44.237461,0.998229
44.287461,0.998232
44.337461,0.998234
44.387461,0.998236
44.437461,0.998238
44.487461,0.998240
44.537461,0.998241
44.587461,0.998243
44.637461,0.998245
44.687461,0.998247
44.737461,0.998249
44.787461,0.998251
44.837461,0.998253
44.887461,0.998255
44.937461,0.998256
44.987461,0.998258
45.037461,0.998260
45.087461,0.998261
45.137461,0.998263
45.187461,0.998265
45.237461,0.998267
45.287461,0.998268
45.337461,0.998270
45.387461,0.998271
45.437461,0.998273
45.487461,0.998274
45.537461,0.998276
45.587461,0.998277
45.637461,0.998279
45.687461,0.998280
45.737461,0.998282
45.787461,0.998283
45.837461,0.998285
45.887461,0.998286
45.937461,0.998287
45.987461,0.998289
46.037461,0.998290
46.087461,0.998291
46.137461,0.998293
46.187461,0.998294
46.237461,0.998295
46.287461,0.998296
46.337461,0.998298
46.387461,0.998299
46.437461,0.998300
46.487461,0.998301
46.537461,0.998302
46.587461,0.998303
46.637461,0.998304
46.687461,0.998305
46.737461,0.998306
46.787461,0.998307
46.837461,0.998308
46.887461,0.998309
46.937461,0.998310
46.987461,0.998311
47.037461,0.998312
47.087461,0.998313
47.137461,0.998314
47.187461,0.998315
47.237461,0.998316
47.287461,0.998316
47.337461,0.998317
47.387461,0.998318
47.437461,0.998319
47.487461,0.998320
47.537461,0.998320
47.587461,0.998321
47.637461,0.998322
47.687461,0.998322
47.737461,0.998323
47.787461,0.998324
47.837461,0.998324
47.887461,0.998325
47.937461,0.998326
47.987461,0.998326
48.037461,0.998327
48.087461,0.998327
48.137461,0.998328
48.187461,0.998328
48.237461,0.998329
48.287461,0.998329
48.337461,0.998330
48.387461,0.998330
48.437461,0.998331
48.487461,0.998331
48.537461,0.998331
48.587461,0.998332
48.637461,0.998332
48.687461,0.998333
48.737461,0.998333
48.787461,0.998333
48.837461,0.998334
48.887461,0.998334
48.937461,0.998334
48.987461,0.998334
49.037461,0.998335
49.087461,0.998335
49.137461,0.998335
49.187461,0.998335
49.237461,0.998336
49.287461,0.998336
49.337461,0.998336
49.387461,0.998336
49.437461,0.998336
49.487461,0.998336
49.537461,0.998337
49.587461,0.998337
49.637461,0.998337
49.687461,0.998337
49.737461,0.998337
49.787461,0.998337
49.837461,0.998337
49.887461,0.998337
49.937461,0.998337
49.987461,0.998337
50.037461,0.998337
50.087461,0.998337
50.137461,0.998337
50.187461,0.998337
50.237461,0.998337
50.287461,0.998337
50.337461,0.998337
50.387461,0.998337
50.437461,0.998337
50.487461,0.998337
50.537461,0.998337
50.587461,0.998337
50.637461,0.998337
50.687461,0.998337
50.737461,0.998336
50.787461,0.998336
50.837461,0.998336
50.887461,0.998336
50.937461,0.998336
50.987461,0.998336
51.037461,0.998336
51.087461,0.998335
51.137461,0.998335
51.187461,0.998335
51.237461,0.998335
51.287461,0.998335
51.337461,0.998334
51.387461,0.998334
51.437461,0.998334
51.487461,0.998334
51.537461,0.998334
51.587461,0.998333
51.637461,0.998333
51.687461,0.998333
51.737461,0.998333
51.787461,0.998332
51.837461,0.998332
51.887461,0.998332
51.937461,0.998332
51.987461,0.998331
52.037461,0.998331
52.087461,0.998331
52.137461,0.998330
52.187461,0.998330
52.237461,0.998330
52.287461,0.998329
52.337461,0.998329
52.387461,0.998329
52.437461,0.998328
52.487461,0.998328
52.537461,0.998328
52.587461,0.998327
52.637461,0.998327
52.687461,0.998327
52.737461,0.998326
52.787461,0.998326
52.837461,0.998326
52.887461,0.998325
52.937461,0.998325
52.987461,0.998325
53.037461,0.998324
53.087461,0.998324
53.137461,0.998324
53.187461,0.998323
53.237461,0.998323
53.287461,0.998322
53.337461,0.998322
53.387461,0.998322
53.437461,0.998321
53.487461,0.998321
53.537461,0.998321
53.587461,0.998320
53.637461,0.998320
53.687461,0.998319
53.737461,0.998319
53.787461,0.998319
53.837461,0.998318
53.887461,0.998318
53.937461,0.998317
53.987461,0.998317
54.037461,0.998317
54.087461,0.998316
54.137461,0.998316
54.187461,0.998315
54.237461,0.998315
54.287461,0.998315
54.337461,0.998314
54.387461,0.998314
54.437461,0.998313
54.487461,0.998313
54.537461,0.998313
54.587461,0.998312
54.637461,0.998312
54.687461,0.998311
54.737461,0.998311
54.787461,0.998311
54.837461,0.998310
54.887461,0.998310
54.937461,0.998309
54.987461,0.998309
55.037461,0.998309
55.087461,0.998308
55.137461,0.998308
55.187461,0.998307
55.237461,0.998307
55.287461,0.998307
55.337461,0.998306
55.387461,0.998306
55.437461,0.998306
55.487461,0.998305
55.537461,0.998305
55.587461,0.998304
55.637461,0.998304
55.687461,0.998304
55.737461,0.998303
55.787461,0.998303
55.837461,0.998302
55.887461,0.998302
55.937461,0.998302
55.987461,0.998301
56.037461,0.998301
56.087461,0.998301
56.137461,0.998300
56.187461,0.998300
56.237461,0.998299
56.287461,0.998299
56.337461,0.998299
56.387461,0.998298
56.437461,0.998298
56.487461,0.998298
56.537461,0.998297
56.587461,0.998297
56.637461,0.998297
56.687461,0.998296
56.737461,0.998296
56.787461,0.998296
56.837461,0.998295
56.887461,0.998295
56.937461,0.998295
56.987461,0.998294
57.037461,0.998294
57.087461,0.998294
57.137461,0.998293
57.187461,0.998293
57.237461,0.998293
57.287461,0.998292
57.337461,0.998292
57.387461,0.998292
57.437461,0.998291
57.487461,0.998291
57.537461,0.998291
57.587461,0.998290
57.637461,0.998290
57.687461,0.998290
57.737461,0.998290
57.787461,0.998289
57.837461,0.998289
57.887461,0.998289
57.937461,0.998288
57.987461,0.998288
58.037461,0.998288
58.087461,0.998288
58.137461,0.998287
58.187461,0.998287
58.237461,0.998287
58.287461,0.998287
58.337461,0.998286
58.387461,0.998286
58.437461,0.998286
58.487461,0.998286
58.537461,0.998285
58.587461,0.998285
58.637461,0.998285
58.687461,0.998285
58.737461,0.998284
58.787461,0.998284
58.837461,0.998284
58.887461,0.998284
58.937461,0.998283
58.987461,0.998283
59.037461,0.998283
59.087461,0.998283
59.137461,0.998283
59.187461,0.998282
59.237461,0.998282
59.287461,0.998282
59.337461,0.998282
59.387461,0.998282
59.437461,0.998281
59.487461,0.998281
59.537461,0.998281
59.587461,0.998281
59.637461,0.998281
59.687461,0.998280
59.737461,0.998280
59.787461,0.998280
59.837461,0.998280
59.887461,0.998280
59.937461,0.998280
59.987461,0.998279
