t,omega
0.000000,1.000000
0.030000,1.000001
0.065000,1.000002
0.095000,1.000002
0.125000,1.000003
0.155000,1.000004
0.185000,1.000005
0.210000,1.000006
0.250000,1.000007
0.285000,1.000008
0.310000,1.000009
0.335000,1.000010
0.360000,1.000011
0.385000,1.000012
0.410000,1.000013
0.440000,1.000015
0.465000,1.000016
0.505000,1.000017
0.550000,1.000019
0.595000,1.000021
0.645000,1.000023
0.695000,1.000025
0.745000,1.000027
0.795000,1.000028
0.845000,1.000030
0.895000,1.000031
0.945000,1.000033
0.995000,1.000034
1.045000,1.000035
1.095000,1.000037
1.145000,1.000038
1.195000,1.000039
1.245000,1.000041
1.295000,1.000042
1.345000,1.000043
1.395000,1.000045
1.445000,1.000046
1.495000,1.000048
1.545000,1.000049
1.595000,1.000051
1.645000,1.000052
1.695000,1.000053
1.745000,1.000055
1.795000,1.000056
1.845000,1.000057
1.895000,1.000058
1.945000,1.000059
1.995000,1.000060
2.045000,1.000061
2.095000,1.000062
2.145000,1.000063
2.195000,1.000064
2.245000,1.000065
2.295000,1.000067
2.345000,1.000068
2.395000,1.000069
2.445000,1.000070
2.495000,1.000071
2.545000,1.000072
2.595000,1.000073
2.645000,1.000074
2.695000,1.000075
2.745000,1.000075
2.795000,1.000076
2.845000,1.000077
2.895000,1.000078
2.945000,1.000079
2.995000,1.000080
3.045000,1.000080
3.095000,1.000081
3.145000,1.000082
3.195000,1.000083
3.245000,1.000084
3.295000,1.000084
3.345000,1.000085
3.395000,1.000086
3.445000,1.000087
3.495000,1.000087
3.545000,1.000088
3.595000,1.000089
3.645000,1.000089
3.695000,1.000090
3.745000,1.000090
3.795000,1.000091
3.845000,1.000091
3.895000,1.000092
3.945000,1.000093
3.995000,1.000093
4.045000,1.000094
4.095000,1.000094
4.145000,1.000095
4.195000,1.000095
4.245000,1.000096
4.295000,1.000096
4.345000,1.000097
4.395000,1.000097
4.445000,1.000098
4.495000,1.000098
4.545000,1.000098
4.595000,1.000099
4.645000,1.000099
4.695000,1.000099
4.745000,1.000100
4.795000,1.000100
4.845000,1.000100
4.895000,1.000101
4.945000,1.000101
4.995000,1.000101
5.020000,1.000475
5.045000,1.000976
5.070000,1.001499
5.095000,1.002050
5.120000,1.002617
5.145000,1.003219
5.170000,1.003859
5.195000,1.004540
5.213750,1.004711
5.230000,1.004764
5.255000,1.004914
5.280000,1.005144
5.305000,1.005451
5.330000,1.005826
5.355000,1.006263
5.385000,1.006859
5.410000,1.007407
5.435000,1.007994
5.460000,1.008614
5.485000,1.009262
5.510000,1.009930
5.535000,1.010614
5.560000,1.011309
5.600000,1.012431
5.625000,1.013133
5.655000,1.013967
5.690000,1.014919
5.725000,1.015838
5.755000,1.016587
5.800000,1.017623
5.830000,1.014184
5.855000,1.014527
5.880000,1.014834
5.905000,1.015109
5.930000,1.015357
5.955000,1.015582
5.980000,1.015789
6.015000,1.016064
6.045000,1.016297
6.075000,1.016543
6.105000,1.016813
6.130000,1.017067
6.155000,1.017353
6.180000,1.017676
6.205000,1.018039
6.230000,1.018437
