time,OMEGA_REF_omegaRef_grp_0_value
1.405,1.000043
1.41,1.000043
1.415,1.000043
1.42,1.000043
1.425,1.000043
1.43,1.000043
1.435,1.000044
1.44,1.000044
1.445,1.000044
1.45,1.000044
1.455,1.000044
1.46,1.000044
1.465,1.000044
1.47,1.000045
1.475,1.000045
1.48,1.000045
1.485,1.000045
1.49,1.000045
1.495,1.000045
1.5,1.000045
1.505,1.000046
1.51,1.000046
1.515,1.000046
1.52,1.000046
1.525,1.000046
1.53,1.000046
1.535,1.000046
1.54,1.000047
1.545,1.000047
1.55,1.000047
1.555,1.000047
1.56,1.000047
1.565,1.000047
1.57,1.000047
1.575,1.000048
1.58,1.000048
1.585,1.000048
1.59,1.000048
1.595,1.000048
1.6,1.000048
1.605,1.000048
1.61,1.000048
1.615,1.000049
1.62,1.000049
1.625,1.000049
1.63,1.000049
1.635,1.000049
1.64,1.000049
1.645,1.000049
1.65,1.00005
1.655,1.00005
1.66,1.00005
1.665,1.00005
1.67,1.00005
1.675,1.00005
1.68,1.00005
1.685,1.00005
1.69,1.000051
1.695,1.000051
1.7,1.000051
1.705,1.000051
1.71,1.000051
1.715,1.000051
1.72,1.000051
1.725,1.000051
1.73,1.000051
1.735,1.000052
1.74,1.000052
1.745,1.000052
1.75,1.000052
1.755,1.000052
1.76,1.000052
1.765,1.000052
1.77,1.000052
1.775,1.000053
1.78,1.000053
1.785,1.000053
1.79,1.000053
1.795,1.000053
1.8,1.000053
1.805,1.000053
1.81,1.000053
1.815,1.000053
1.82,1.000054
1.825,1.000054
1.83,1.000054
1.835,1.000054
1.84,1.000054
1.845,1.000054
1.85,1.000054
1.855,1.000054
1.86,1.000054
1.865,1.000055
1.87,1.000055
1.875,1.000055
1.88,1.000055
1.885,1.000055
1.89,1.000055
1.895,1.000055
1.9,1.000055
1.905,1.000055
1.91,1.000056
1.915,1.000056
1.92,1.000056
1.925,1.000056
1.93,1.000056
1.935,1.000056
1.94,1.000056
1.945,1.000056
1.95,1.000056
1.955,1.000057
1.96,1.000057
1.965,1.000057
1.97,1.000057
1.975,1.000057
1.98,1.000057
1.985,1.000057
1.99,1.000057
1.995,1.000057
2,1.000058
2.005,1.000058
2.01,1.000058
2.015,1.000058
2.02,1.000058
2.025,1.000058
2.03,1.000058
2.035,1.000058
2.04,1.000058
2.045,1.000058
2.05,1.000059
2.055,1.000059
2.06,1.000059
2.065,1.000059
2.07,1.000059
2.075,1.000059
2.08,1.000059
2.085,1.000059
2.09,1.000059
2.095,1.00006
2.1,1.00006
2.105,1.00006
2.11,1.00006
2.115,1.00006
2.12,1.00006
2.125,1.00006
2.13,1.00006
2.135,1.00006
2.14,1.00006
2.145,1.000061
2.15,1.000061
2.155,1.000061
2.16,1.000061
2.165,1.000061
2.17,1.000061
2.175,1.000061
2.18,1.000061
2.185,1.000061
2.19,1.000062
2.195,1.000062
2.2,1.000062
2.205,1.000062
2.21,1.000062
2.215,1.000062
2.22,1.000062
2.225,1.000062
2.23,1.000062
2.235,1.000063
2.24,1.000063
2.245,1.000063
2.25,1.000063
2.255,1.000063
2.26,1.000063
2.265,1.000063
2.27,1.000063
2.275,1.000063
2.28,1.000063
2.285,1.000064
2.29,1.000064
2.295,1.000064
2.3,1.000064
2.305,1.000064
2.31,1.000064
2.315,1.000064
2.32,1.000064
2.325,1.000064
2.33,1.000065
2.335,1.000065
2.34,1.000065
2.345,1.000065
2.35,1.000065
2.355,1.000065
2.36,1.000065
2.365,1.000065
2.37,1.000065
2.375,1.000066
2.38,1.000066
2.385,1.000066
2.39,1.000066
2.395,1.000066
2.4,1.000066
2.405,1.000066
2.41,1.000066
2.415,1.000066
2.42,1.000066
2.425,1.000067
2.43,1.000067
2.435,1.000067
2.44,1.000067
2.445,1.000067
2.45,1.000067
2.455,1.000067
2.46,1.000067
2.465,1.000067
2.47,1.000067
2.475,1.000068
2.48,1.000068
2.485,1.000068
2.49,1.000068
2.495,1.000068
2.5,1.000068
2.505,1.000068
2.51,1.000068
2.515,1.000068
2.52,1.000068
2.525,1.000069
2.53,1.000069
2.535,1.000069
2.54,1.000069
2.545,1.000069
2.55,1.000069
2.555,1.000069
2.56,1.000069
2.565,1.000069
2.57,1.000069
2.575,1.00007
2.58,1.00007
2.585,1.00007
2.59,1.00007
2.595,1.00007
2.6,1.00007
2.605,1.00007
2.61,1.00007
2.615,1.00007
2.62,1.00007
2.625,1.00007
2.63,1.000071
2.635,1.000071
2.64,1.000071
2.645,1.000071
2.65,1.000071
2.655,1.000071
2.66,1.000071
2.665,1.000071
2.67,1.000071
2.675,1.000071
2.68,1.000071
2.685,1.000072
2.69,1.000072
2.695,1.000072
2.7,1.000072
2.705,1.000072
2.71,1.000072
2.715,1.000072
2.72,1.000072
2.725,1.000072
2.73,1.000072
2.735,1.000072
2.74,1.000072
2.745,1.000073
2.75,1.000073
2.755,1.000073
2.76,1.000073
2.765,1.000073
2.77,1.000073
2.775,1.000073
2.78,1.000073
2.785,1.000073
2.79,1.000073
2.795,1.000073
2.8,1.000074
2.805,1.000074
2.81,1.000074
2.815,1.000074
2.82,1.000074
2.825,1.000074
2.83,1.000074
2.835,1.000074
2.84,1.000074
2.845,1.000074
2.85,1.000074
2.855,1.000074
2.86,1.000075
2.865,1.000075
2.87,1.000075
2.875,1.000075
2.88,1.000075
2.885,1.000075
2.89,1.000075
2.895,1.000075
2.9,1.000075
2.905,1.000075
2.91,1.000075
2.915,1.000075
2.92,1.000076
2.925,1.000076
2.93,1.000076
2.935,1.000076
2.94,1.000076
2.945,1.000076
2.95,1.000076
2.955,1.000076
2.96,1.000076
2.965,1.000076
2.97,1.000076
2.975,1.000076
2.98,1.000076
2.985,1.000077
2.99,1.000077
2.995,1.000077
3,1.000077
3.005,1.000077
3.01,1.000077
3.015,1.000077
3.02,1.000077
3.025,1.000077
3.03,1.000077
3.035,1.000077
3.04,1.000077
3.045,1.000078
3.05,1.000078
3.055,1.000078
3.06,1.000078
3.065,1.000078
3.07,1.000078
3.075,1.000078
3.08,1.000078
3.085,1.000078
3.09,1.000078
3.095,1.000078
3.1,1.000078
3.105,1.000079
3.11,1.000079
3.115,1.000079
3.12,1.000079
3.125,1.000079
3.13,1.000079
3.135,1.000079
3.14,1.000079
3.145,1.000079
3.15,1.000079
3.155,1.000079
3.16,1.000079
3.165,1.000079
3.17,1.00008
3.175,1.00008
3.18,1.00008
3.185,1.00008
3.19,1.00008
3.195,1.00008
3.2,1.00008
3.205,1.00008
3.21,1.00008
3.215,1.00008
3.22,1.00008
3.225,1.00008
3.23,1.000081
3.235,1.000081
3.24,1.000081
3.245,1.000081
3.25,1.000081
3.255,1.000081
3.26,1.000081
3.265,1.000081
3.27,1.000081
3.275,1.000081
3.28,1.000081
3.285,1.000081
3.29,1.000081
3.295,1.000082
3.3,1.000082
3.305,1.000082
3.31,1.000082
3.315,1.000082
3.32,1.000082
3.325,1.000082
3.33,1.000082
3.335,1.000082
3.34,1.000082
3.345,1.000082
3.35,1.000082
3.355,1.000082
3.36,1.000083
3.365,1.000083
3.37,1.000083
3.375,1.000083
3.38,1.000083
3.385,1.000083
3.39,1.000083
3.395,1.000083
3.4,1.000083
3.405,1.000083
3.41,1.000083
3.415,1.000083
3.42,1.000083
3.425,1.000083
3.43,1.000084
3.435,1.000084
3.44,1.000084
3.445,1.000084
3.45,1.000084
3.455,1.000084
3.46,1.000084
3.465,1.000084
3.47,1.000084
3.475,1.000084
3.48,1.000084
3.485,1.000084
3.49,1.000084
3.495,1.000084
3.5,1.000085
3.505,1.000085
3.51,1.000085
3.515,1.000085
3.52,1.000085
3.525,1.000085
3.53,1.000085
3.535,1.000085
3.54,1.000085
3.545,1.000085
3.55,1.000085
3.555,1.000085
3.56,1.000085
3.565,1.000085
3.57,1.000085
3.575,1.000085
3.58,1.000086
3.585,1.000086
3.59,1.000086
3.595,1.000086
3.6,1.000086
3.605,1.000086
3.61,1.000086
3.615,1.000086
3.62,1.000086
3.625,1.000086
3.63,1.000086
3.635,1.000086
3.64,1.000086
3.645,1.000086
3.65,1.000086
3.655,1.000086
3.66,1.000087
3.665,1.000087
3.67,1.000087
3.675,1.000087
3.68,1.000087
3.685,1.000087
3.69,1.000087
3.695,1.000087
3.7,1.000087
3.705,1.000087
3.71,1.000087
3.715,1.000087
3.72,1.000087
3.725,1.000087
3.73,1.000087
3.735,1.000087
3.74,1.000087
3.745,1.000088
3.75,1.000088
3.755,1.000088
3.76,1.000088
3.765,1.000088
3.77,1.000088
3.775,1.000088
3.78,1.000088
3.785,1.000088
3.79,1.000088
3.795,1.000088
3.8,1.000088
3.805,1.000088
3.81,1.000088
3.815,1.000088
3.82,1.000088
3.825,1.000088
3.83,1.000089
3.835,1.000089
3.84,1.000089
3.845,1.000089
3.85,1.000089
3.855,1.000089
3.86,1.000089
3.865,1.000089
3.87,1.000089
3.875,1.000089
3.88,1.000089
3.885,1.000089
3.89,1.000089
3.895,1.000089
3.9,1.000089
3.905,1.000089
3.91,1.000089
3.915,1.000089
3.92,1.00009
3.925,1.00009
3.93,1.00009
3.935,1.00009
3.94,1.00009
3.945,1.00009
3.95,1.00009
3.955,1.00009
3.96,1.00009
3.965,1.00009
3.97,1.00009
3.975,1.00009
3.98,1.00009
3.985,1.00009
3.99,1.00009
3.995,1.00009
4,1.00009
4.005,1.000091
4.01,1.000091
4.015,1.000091
4.02,1.000091
4.025,1.000091
4.03,1.000091
4.035,1.000091
4.04,1.000091
4.045,1.000091
4.05,1.000091
4.055,1.000091
4.06,1.000091
4.065,1.000091
4.07,1.000091
4.075,1.000091
4.08,1.000091
4.085,1.000091
4.09,1.000091
4.095,1.000092
4.1,1.000092
4.105,1.000092
4.11,1.000092
4.115,1.000092
4.12,1.000092
4.125,1.000092
4.13,1.000092
4.135,1.000092
4.14,1.000092
4.145,1.000092
4.15,1.000092
4.155,1.000092
4.16,1.000092
4.165,1.000092
4.17,1.000092
4.175,1.000092
4.18,1.000092
4.185,1.000092
4.19,1.000093
4.195,1.000093
4.2,1.000093
4.205,1.000093
4.21,1.000093
4.215,1.000093
4.22,1.000093
4.225,1.000093
4.23,1.000093
4.235,1.000093
4.24,1.000093
4.245,1.000093
4.25,1.000093
4.255,1.000093
4.26,1.000093
4.265,1.000093
4.27,1.000093
4.275,1.000093
4.28,1.000093
4.285,1.000094
4.29,1.000094
4.295,1.000094
4.3,1.000094
4.305,1.000094
4.31,1.000094
4.315,1.000094
4.32,1.000094
4.325,1.000094
4.33,1.000094
4.335,1.000094
4.34,1.000094
4.345,1.000094
4.35,1.000094
4.355,1.000094
4.36,1.000094
4.365,1.000094
4.37,1.000094
4.375,1.000094
4.38,1.000094
4.385,1.000094
4.39,1.000094
4.395,1.000095
4.4,1.000095
4.405,1.000095
4.41,1.000095
4.415,1.000095
4.42,1.000095
4.425,1.000095
4.43,1.000095
4.435,1.000095
4.44,1.000095
4.445,1.000095
4.45,1.000095
4.455,1.000095
4.46,1.000095
4.465,1.000095
4.47,1.000095
4.475,1.000095
4.48,1.000095
4.485,1.000095
4.49,1.000095
4.495,1.000095
4.5,1.000095
4.505,1.000095
4.51,1.000095
4.515,1.000095
4.52,1.000096
4.525,1.000096
4.53,1.000096
4.535,1.000096
4.54,1.000096
4.545,1.000096
4.55,1.000096
4.555,1.000096
4.56,1.000096
4.565,1.000096
4.57,1.000096
4.575,1.000096
4.58,1.000096
4.585,1.000096
4.59,1.000096
4.595,1.000096
4.6,1.000096
4.605,1.000096
4.61,1.000096
4.615,1.000096
4.62,1.000096
4.625,1.000096
4.63,1.000096
4.635,1.000096
4.64,1.000096
4.645,1.000096
4.65,1.000096
4.655,1.000097
4.66,1.000097
4.665,1.000097
4.67,1.000097
4.675,1.000097
4.68,1.000097
4.685,1.000097
4.69,1.000097
4.695,1.000097
4.7,1.000097
4.705,1.000097
4.71,1.000097
4.715,1.000097
4.72,1.000097
4.725,1.000097
4.73,1.000097
4.735,1.000097
4.74,1.000097
4.745,1.000097
4.75,1.000097
4.755,1.000097
4.76,1.000097
4.765,1.000097
4.77,1.000097
4.775,1.000097
4.78,1.000097
4.785,1.000097
4.79,1.000097
4.795,1.000097
4.8,1.000098
4.805,1.000098
4.81,1.000098
4.815,1.000098
4.82,1.000098
4.825,1.000098
4.83,1.000098
4.835,1.000098
4.84,1.000098
4.845,1.000098
4.85,1.000098
4.855,1.000098
4.86,1.000098
4.865,1.000098
4.87,1.000098
4.875,1.000098
4.88,1.000098
4.885,1.000098
4.89,1.000098
4.895,1.000098
4.9,1.000098
4.905,1.000098
4.91,1.000098
4.915,1.000098
4.92,1.000098
4.925,1.000098
4.93,1.000098
4.935,1.000098
4.94,1.000098
4.945,1.000098
4.95,1.000099
4.955,1.000099
4.96,1.000099
4.965,1.000099
4.97,1.000099
4.975,1.000099
4.98,1.000099
4.985,1.000099
4.99,1.000099
4.995,1.000099
5,1.000099
5,1.000099
5.005,1.00019
5.005,1.00019
5.01,1.000288
5.01,1.000288
5.015,1.000389
5.015,1.000389
5.02,1.000491
5.02,1.000491
5.025,1.000595
5.025,1.000595
5.03,1.0007
5.03,1.0007
5.035,1.000806
5.035,1.000806
5.04,1.000913
5.04,1.000913
5.045,1.001021
5.045,1.001021
5.05,1.001131
5.05,1.001131
5.055,1.001241
5.055,1.001241
5.06,1.001353
5.06,1.001353
5.065,1.001466
5.07,1.00158
5.075,1.001696
5.075,1.001696
5.08,1.001813
5.085,1.001931
5.085,1.001931
5.09,1.00205
5.09,1.00205
5.095,1.002171
5.095,1.002171
5.1,1.002294
5.1,1.002294
5.105,1.002414
5.105,1.002414
5.11,1.002536
5.11,1.002536
5.115,1.00266
5.115,1.00266
5.12,1.002785
5.12,1.002785
5.125,1.002912
5.125,1.002912
5.13,1.00304
5.135,1.00317
5.135,1.00317
5.14,1.003301
5.14,1.003301
5.145,1.003434
5.145,1.003434
5.15,1.003568
5.15,1.003568
5.155,1.003704
5.155,1.003704
5.16,1.003842
5.16,1.003842
5.165,1.003982
5.165,1.003982
5.17,1.004123
5.17,1.004123
5.175,1.004266
5.175,1.004266
5.18,1.004411
5.18,1.004411
5.185,1.004557
5.185,1.004557
5.19,1.004706
5.19,1.004706
5.195,1.004856
5.195,1.004856
5.2,1.005008
5.2,1.005008
5.205,1.005022
5.205,1.005022
5.21,1.00503
5.21,1.00503
5.21125,1.005032
5.21125,1.005032
5.21375,1.005035
5.21375,1.005035
5.21875,1.005044
5.21875,1.005044
5.22375,1.005056
5.22375,1.005056
5.22875,1.00507
5.22875,1.00507
5.23375,1.005087
5.23375,1.005087
5.23875,1.005108
5.23875,1.005108
5.24375,1.005131
5.24375,1.005131
5.24875,1.005158
5.24875,1.005158
5.25375,1.005188
5.25875,1.005221
5.26375,1.005258
5.26375,1.005258
5.26875,1.005298
5.26875,1.005298
5.27375,1.005341
5.27375,1.005341
5.27875,1.005387
5.28375,1.005437
5.28375,1.005437
5.28875,1.00549
5.28875,1.00549
5.29375,1.005546
5.29875,1.005605
5.30375,1.005667
5.30375,1.005667
5.30875,1.005732
5.30875,1.005732
5.31375,1.0058
5.31375,1.0058
5.31875,1.005871
5.31875,1.005871
5.32375,1.005945
5.32375,1.005945
5.32875,1.006022
5.32875,1.006022
5.33375,1.006101
5.33375,1.006101
5.33875,1.006182
5.33875,1.006182
5.34375,1.006267
5.34375,1.006267
5.34875,1.006354
5.34875,1.006354
5.35375,1.006443
5.35375,1.006443
5.35875,1.006535
5.35875,1.006535
5.36375,1.006628
5.36375,1.006628
5.36875,1.006725
5.36875,1.006725
5.37375,1.006823
5.37375,1.006823
5.37875,1.006923
5.38375,1.007026
5.38375,1.007026
5.38875,1.00713
5.38875,1.00713
5.39375,1.007236
5.39875,1.007344
5.39875,1.007344
5.40375,1.007454
5.40375,1.007454
5.40875,1.007566
5.40875,1.007566
5.41375,1.007679
5.41875,1.007794
5.41875,1.007794
5.42375,1.00791
5.42375,1.00791
5.42875,1.008028
5.42875,1.008028
5.43375,1.008147
5.43375,1.008147
5.43875,1.008268
5.43875,1.008268
5.44375,1.00839
5.44375,1.00839
5.44875,1.008513
5.44875,1.008513
5.45375,1.008638
5.45375,1.008638
5.45875,1.008763
5.45875,1.008763
5.46375,1.00889
5.46375,1.00889
5.46875,1.009018
5.46875,1.009018
5.47375,1.009147
5.47375,1.009147
5.47875,1.009276
5.47875,1.009276
5.48375,1.009407
5.48375,1.009407
5.48875,1.009538
5.48875,1.009538
5.49375,1.009671
5.49375,1.009671
5.49875,1.009804
5.49875,1.009804
5.50375,1.009938
5.50375,1.009938
5.50875,1.010072
5.50875,1.010072
5.51375,1.010207
5.51875,1.010343
5.51875,1.010343
5.52375,1.01048
5.52875,1.010617
5.52875,1.010617
5.53375,1.010754
5.53375,1.010754
5.53875,1.010892
5.53875,1.010892
5.54375,1.011031
5.54375,1.011031
5.54875,1.01117
5.54875,1.01117
5.55375,1.011309
5.55375,1.011309
5.55875,1.011449
5.55875,1.011449
5.56375,1.011589
5.56375,1.011589
5.56875,1.011729
5.56875,1.011729
5.57375,1.01187
5.57375,1.01187
5.57875,1.012011
5.57875,1.012011
5.58375,1.012153
5.58375,1.012153
5.58875,1.012297
5.58875,1.012297
5.59375,1.012442
5.59375,1.012442
5.59875,1.012587
5.59875,1.012587
5.60375,1.012733
5.60875,1.012879
5.60875,1.012879
5.61375,1.013026
5.61875,1.013172
5.61875,1.013172
5.62375,1.013319
5.62375,1.013319
5.62875,1.013465
5.63375,1.013612
5.63375,1.013612
5.63875,1.013758
5.64375,1.013905
5.64375,1.013905
5.64875,1.014051
5.65375,1.014197
5.65375,1.014197
5.65875,1.014343
5.65875,1.014343
5.66375,1.014489
5.66375,1.014489
5.66875,1.014634
5.67375,1.014779
5.67875,1.014924
5.67875,1.014924
5.68375,1.015068
5.68875,1.015212
5.68875,1.015212
5.69375,1.015356
5.69375,1.015356
5.69875,1.015499
5.70375,1.015642
5.70375,1.015642
5.70875,1.015785
5.71375,1.015927
5.71875,1.016068
5.71875,1.016068
5.72375,1.016209
5.72375,1.016209
5.72875,1.01635
5.72875,1.01635
5.73375,1.01649
5.73375,1.01649
5.73875,1.016629
5.73875,1.016629
5.74375,1.016768
5.74375,1.016768
5.74875,1.016906
5.74875,1.016906
5.75375,1.017043
5.75875,1.01718
5.75875,1.01718
5.76375,1.017316
5.76875,1.017451
5.77375,1.017585
5.77875,1.017719
5.78375,1.017851
5.78375,1.017851
5.78875,1.017983
5.79375,1.018114
5.79875,1.018243
5.79875,1.016246
5.80375,1.016336
5.80375,1.016336
5.80875,1.016425
5.80875,1.016425
5.81375,1.016513
5.81375,1.016513
5.81875,1.0166
5.81875,1.0166
5.82375,1.016685
5.82375,1.016685
5.82875,1.016769
5.83375,1.016851
5.83375,1.016851
5.83875,1.016931
5.83875,1.016931
5.84375,1.01701
5.84875,1.017087
5.85375,1.017163
5.85875,1.017237
5.85875,1.017237
5.86375,1.017309
5.86875,1.01738
5.87375,1.01745
5.87875,1.017519
5.88375,1.017586
5.88875,1.017652
5.89375,1.017717
5.89875,1.01778
5.90375,1.017843
5.90375,1.017843
5.90875,1.017904
5.91375,1.017965
5.91875,1.018025
5.91875,1.018025
5.92375,1.018084
5.92875,1.018142
5.93375,1.018199
5.93875,1.018256
5.94375,1.018312
5.94875,1.018367
5.95375,1.018422
5.95875,1.018476
5.96375,1.01853
5.96375,1.01853
5.96875,1.018584
5.97375,1.018637
5.97875,1.01869
5.98375,1.018743
5.98875,1.018796
5.99375,1.018848
5.99875,1.018901
6.00375,1.018953
6.00875,1.019006
6.01375,1.019059
6.01875,1.019112
6.02375,1.019166
6.02375,1.019166
6.02875,1.019219
6.03375,1.019274
6.03875,1.019328
6.04375,1.019383
6.04875,1.019439
6.05375,1.019495
6.05875,1.019552
6.06375,1.01961
6.06875,1.019669
6.07375,1.019728
6.07875,1.019788
6.08375,1.01985
6.08375,1.01985
6.08875,1.019912
6.08875,1.019912
6.09375,1.019975
6.09875,1.02004
6.10375,1.020106
6.10875,1.020173
6.11375,1.020241
6.11875,1.020311
6.12375,1.020382
6.12375,1.020382
6.12875,1.020455
6.12875,1.020455
6.13375,1.020529
6.13375,1.020529
6.13875,1.020605
6.13875,1.020605
6.14375,1.020683
6.14375,1.020683
6.14875,1.020762
6.14875,1.020762
6.15375,1.020842
6.15375,1.020842
6.15875,1.020924
6.15875,1.020924
6.16375,1.021008
6.16375,1.021008
6.16875,1.021093
6.16875,1.021093
6.17375,1.02118
6.17375,1.02118
6.17875,1.021269
6.17875,1.021269
6.18375,1.021358
6.18375,1.021358
6.18875,1.021449
6.18875,1.021449
6.19375,1.021541
6.19375,1.021541
6.19875,1.021634
6.20375,1.021728
6.20375,1.021728
6.20875,1.021824
6.20875,1.021824
6.21375,1.02192
6.21375,1.02192
6.21875,1.022016
6.21875,1.022016
6.22375,1.022114
6.22375,1.022114
6.22875,1.022213
6.22875,1.022213
6.23375,1.022313
6.23375,1.022313
6.23875,1.022413
6.23875,1.022413
6.24375,1.022514
6.24375,1.022514
6.24875,1.022616
6.24875,1.022616
6.25375,1.022718
6.25375,1.022718
6.25875,1.022821
6.25875,1.022821
6.26375,1.022925
6.26375,1.022925
6.26875,1.023029
6.26875,1.023029
6.27375,1.023134
6.27375,1.023134
6.27875,1.023239
6.27875,1.023239
6.28375,1.023345
6.28375,1.023345
6.28875,1.023451
6.28875,1.023451
6.29375,1.023558
6.29875,1.023665
6.30375,1.023772
6.30375,1.023772
6.30875,1.02388
6.30875,1.02388
6.31375,1.023988
6.31875,1.024097
6.31875,1.024097
6.32375,1.024206
6.32375,1.024206
6.32875,1.024315
6.32875,1.024315
6.33375,1.024424
6.33375,1.024424
6.33875,1.024534
6.34375,1.024645
6.34375,1.024645
6.34875,1.024755
6.34875,1.024755
6.35375,1.024866
6.35375,1.024866
6.35875,1.024977
6.36375,1.025088
6.36375,1.025088
6.36875,1.025199
6.37375,1.02531
6.37875,1.025422
6.37875,1.025422
6.38375,1.025534
6.38875,1.025645
6.38875,1.025645
6.39375,1.025757
6.39875,1.02587
6.39875,1.02587
6.40375,1.025982
6.40875,1.026094
6.41375,1.026207
6.41875,1.02632
