time,OMEGA_REF_omegaRef_grp_0_value
12.79375,0.986319
12.79875,0.986346
12.80375,0.986373
12.80875,0.9864
12.81375,0.986427
12.81875,0.986454
12.82375,0.986481
12.82875,0.986508
12.83375,0.986534
12.83875,0.986561
12.84375,0.986588
12.84875,0.986615
12.85375,0.986642
12.85875,0.986668
12.86375,0.986695
12.86875,0.986722
12.87375,0.986749
12.87875,0.986776
12.88375,0.986802
12.88875,0.986829
12.89375,0.986856
12.89875,0.986883
12.90375,0.98691
12.90875,0.986937
12.91375,0.986963
12.91875,0.98699
12.92375,0.987017
12.92875,0.987044
12.93375,0.987071
12.93875,0.987098
12.94375,0.987125
12.94875,0.987152
12.95375,0.987179
12.95875,0.987206
12.96375,0.987234
12.96875,0.987261
12.97375,0.987288
12.97875,0.987315
12.98375,0.987342
12.98875,0.98737
12.99375,0.987397
12.99875,0.987425
13.00375,0.987452
13.00875,0.98748
13.01375,0.987507
13.01875,0.987535
13.02375,0.987562
13.02875,0.98759
13.03375,0.987618
13.03875,0.987645
13.04375,0.987673
13.04875,0.987701
13.05375,0.987729
13.05875,0.987757
13.06375,0.987785
13.06875,0.987813
13.07375,0.987841
13.07875,0.987869
13.08375,0.987897
13.08875,0.987926
13.09375,0.987954
13.09875,0.987982
13.10375,0.98801
13.10875,0.988039
13.11375,0.988067
13.11875,0.988096
13.12375,0.988124
13.12875,0.988153
13.13375,0.988181
13.13375,0.988181
13.13875,0.98821
13.13875,0.98821
13.14375,0.988239
13.14875,0.988267
13.15375,0.988296
13.15875,0.988325
13.16375,0.988353
13.16875,0.988382
13.17375,0.988411
13.17875,0.98844
13.18375,0.988469
13.18875,0.988498
13.19375,0.988526
13.19875,0.988555
13.20375,0.988584
13.20875,0.988613
13.21375,0.988642
13.21875,0.988671
13.22375,0.9887
13.22875,0.988729
13.23375,0.988758
13.23875,0.988787
13.24375,0.988816
13.24875,0.988845
13.25375,0.988874
13.25875,0.988903
13.26375,0.988932
13.26875,0.988961
13.27375,0.98899
13.27875,0.989019
13.28375,0.989048
13.28875,0.989077
13.29375,0.989106
13.29875,0.989135
13.30375,0.989164
13.30875,0.989192
13.31375,0.989221
13.31875,0.98925
13.32375,0.989279
13.32875,0.989308
13.33375,0.989336
13.33875,0.989365
13.34375,0.989394
13.34875,0.989422
13.35375,0.989451
13.35875,0.98948
13.36375,0.989508
13.36875,0.989537
13.37375,0.989565
13.37875,0.989594
13.38375,0.989622
13.38875,0.98965
13.39375,0.989679
13.39875,0.989707
13.40375,0.989735
13.40875,0.989763
13.41375,0.989791
13.41875,0.98982
13.42375,0.989848
13.42875,0.989876
13.43375,0.989904
13.43875,0.989931
13.44375,0.989959
13.44875,0.989987
13.45375,0.990015
13.45875,0.990042
13.46375,0.99007
13.46875,0.990098
13.47375,0.990125
13.47875,0.990153
13.48375,0.99018
13.48875,0.990208
13.49375,0.990235
13.49875,0.990262
13.50375,0.990289
13.50875,0.990317
13.51375,0.990344
13.51875,0.990371
13.52375,0.990398
13.52875,0.990425
13.53375,0.990452
13.53875,0.990479
13.54375,0.990505
13.54875,0.990532
13.55375,0.990559
13.55875,0.990586
13.56375,0.990612
13.56875,0.990639
13.57375,0.990665
13.57875,0.990692
13.58375,0.990718
13.58875,0.990745
13.59375,0.990771
13.59875,0.990798
13.60375,0.990824
13.60875,0.99085
13.61375,0.990876
13.61875,0.990903
13.62375,0.990929
13.62875,0.990955
13.63375,0.990981
13.63875,0.991007
13.64375,0.991033
13.64875,0.991059
13.65375,0.991085
13.65875,0.991111
13.66375,0.991137
13.66875,0.991163
13.67375,0.991189
13.67875,0.991215
13.68375,0.99124
13.68875,0.991266
13.69375,0.991292
13.69875,0.991318
13.70375,0.991344
13.70875,0.991369
13.71375,0.991395
13.71875,0.991421
13.72375,0.991447
13.72875,0.991472
13.73375,0.991498
13.73875,0.991524
13.74375,0.991549
13.74875,0.991575
13.75375,0.991601
13.75875,0.991626
13.76375,0.991652
13.76875,0.991678
13.77375,0.991703
13.77875,0.991729
13.78375,0.991755
13.78875,0.99178
13.79375,0.991806
13.79875,0.991832
13.80375,0.991857
13.80875,0.991883
13.81375,0.991908
13.81875,0.991934
13.82375,0.99196
13.82875,0.991986
13.83375,0.992011
13.83875,0.992037
13.84375,0.992063
13.84875,0.992088
13.85375,0.992114
13.85875,0.99214
13.86375,0.992165
13.86875,0.992191
13.87375,0.992217
13.87875,0.992243
13.88375,0.992268
13.88875,0.992294
13.89375,0.99232
13.89875,0.992346
13.90375,0.992372
13.90875,0.992397
13.91375,0.992423
13.91875,0.992449
13.92375,0.992475
13.92875,0.992501
13.93375,0.992527
13.93875,0.992553
13.94375,0.992578
13.94875,0.992604
13.95375,0.99263
13.95875,0.992656
13.96375,0.992682
13.96875,0.992708
13.97375,0.992734
13.97875,0.99276
13.98375,0.992786
13.98875,0.992812
13.99375,0.992838
13.99875,0.992864
14.00375,0.99289
14.00875,0.992916
14.01375,0.992941
14.01875,0.992967
14.02375,0.992993
14.02875,0.993019
14.03375,0.993045
14.03875,0.993071
14.04375,0.993097
14.04875,0.993123
14.05375,0.993149
14.05875,0.993175
14.06375,0.993201
14.06875,0.993227
14.07375,0.993253
14.07875,0.993279
14.08375,0.993304
14.08875,0.99333
14.09375,0.993356
14.09875,0.993382
14.10375,0.993408
14.10875,0.993434
14.11375,0.993459
14.11875,0.993485
14.12375,0.993511
14.12875,0.993537
14.13375,0.993562
14.13875,0.993588
14.14375,0.993614
14.14875,0.99364
14.15375,0.993665
14.15875,0.993691
14.16375,0.993716
14.16875,0.993742
14.17375,0.993768
14.17875,0.993793
14.18375,0.993819
14.18875,0.993844
14.19375,0.993869
14.19875,0.993895
14.20375,0.99392
14.20875,0.993946
14.21375,0.993971
14.21875,0.993996
14.22375,0.994021
14.22875,0.994047
14.23375,0.994072
14.23875,0.994097
14.24375,0.994122
14.24875,0.994147
14.25375,0.994172
14.25875,0.994197
14.26375,0.994222
14.26875,0.994247
14.27375,0.994272
14.27875,0.994297
14.28375,0.994322
14.28875,0.994347
14.29375,0.994371
14.29875,0.994396
14.30375,0.994421
14.30875,0.994445
14.31375,0.99447
14.31875,0.994495
14.32375,0.994519
14.32875,0.994544
14.33375,0.994568
14.33875,0.994593
14.34375,0.994617
14.34875,0.994641
14.35375,0.994666
14.35875,0.99469
14.36375,0.994714
14.36875,0.994738
14.37375,0.994762
14.37875,0.994787
14.38375,0.994811
14.38875,0.994835
14.39375,0.994859
14.39875,0.994883
14.40375,0.994907
14.40875,0.99493
14.41375,0.994954
14.41875,0.994978
14.42375,0.995002
14.42875,0.995026
14.43375,0.995049
14.43875,0.995073
14.44375,0.995097
14.44875,0.99512
14.45375,0.995144
14.45875,0.995168
14.46375,0.995191
14.46875,0.995215
14.47375,0.995238
14.47875,0.995261
14.48375,0.995285
14.48875,0.995308
14.49375,0.995332
14.49875,0.995355
14.50375,0.995378
14.50875,0.995402
14.51375,0.995425
14.51875,0.995448
14.52375,0.995471
14.52875,0.995494
14.53375,0.995518
14.53875,0.995541
14.54375,0.995564
14.54875,0.995587
14.55375,0.99561
14.55875,0.995633
14.56375,0.995656
14.56875,0.995679
14.57375,0.995702
14.57875,0.995725
14.58375,0.995748
14.58875,0.995771
14.59375,0.995794
14.59875,0.995817
14.60375,0.99584
14.60875,0.995863
14.61375,0.995885
14.61875,0.995908
14.62375,0.995931
14.62875,0.995954
14.63375,0.995977
14.63875,0.996
14.64375,0.996022
14.64875,0.996045
14.65375,0.996068
14.65875,0.996091
14.66375,0.996113
14.66875,0.996136
14.67375,0.996159
14.67875,0.996181
14.68375,0.996204
14.68875,0.996227
14.69375,0.99625
14.69875,0.996272
14.70375,0.996295
14.70875,0.996318
14.71375,0.99634
14.71875,0.996363
14.72375,0.996385
14.72875,0.996408
14.73375,0.996431
14.73875,0.996453
14.74375,0.996476
14.74875,0.996498
14.75375,0.996521
14.75875,0.996544
14.76375,0.996566
14.76875,0.996589
14.77375,0.996611
14.77875,0.996634
14.78375,0.996656
14.78875,0.996679
14.79375,0.996701
14.79875,0.996724
14.80375,0.996746
14.80875,0.996769
14.81375,0.996791
14.81875,0.996814
14.82375,0.996836
14.82875,0.996858
14.83375,0.996881
14.83875,0.996903
14.84375,0.996926
14.84875,0.996948
14.85375,0.99697
14.85875,0.996993
14.86375,0.997015
14.86875,0.997037
14.87375,0.99706
14.87875,0.997082
14.88375,0.997104
14.88875,0.997126
14.89375,0.997149
14.89875,0.997171
14.90375,0.997193
14.90875,0.997215
14.91375,0.997238
14.91875,0.99726
14.92375,0.997282
14.92875,0.997304
14.93375,0.997326
14.93875,0.997348
14.94375,0.99737
14.94875,0.997392
14.95375,0.997414
14.95875,0.997436
14.96375,0.997458
14.96875,0.99748
14.97375,0.997502
14.97875,0.997524
14.98375,0.997546
14.98875,0.997568
14.99375,0.99759
14.99875,0.997612
15.00375,0.997634
15.00875,0.997655
15.01375,0.997677
15.01875,0.997699
15.02375,0.99772
15.02875,0.997742
15.03375,0.997764
15.03875,0.997785
15.04375,0.997807
15.04875,0.997829
15.05375,0.99785
15.05875,0.997872
15.06375,0.997893
15.06875,0.997915
15.07375,0.997936
15.07875,0.997957
15.08375,0.997979
15.08875,0.998
15.09375,0.998021
15.09875,0.998043
15.10375,0.998064
15.10875,0.998085
15.11375,0.998106
15.11875,0.998127
15.12375,0.998149
15.12875,0.99817
15.13375,0.998191
15.13875,0.998212
15.14375,0.998233
15.14875,0.998254
15.15375,0.998275
15.15875,0.998296
15.16375,0.998316
15.16875,0.998337
15.17375,0.998358
15.17875,0.998379
15.18375,0.9984
15.18875,0.99842
15.19375,0.998441
15.19875,0.998462
15.20375,0.998482
15.20875,0.998503
15.21375,0.998523
15.21875,0.998544
15.22375,0.998564
15.22875,0.998585
15.23375,0.998605
15.23875,0.998626
15.24375,0.998646
15.24875,0.998666
15.25375,0.998687
15.25875,0.998707
15.26375,0.998727
15.26875,0.998747
15.27375,0.998767
15.27875,0.998788
15.28375,0.998808
15.28875,0.998828
15.29375,0.998848
15.29875,0.998868
15.30375,0.998888
15.30875,0.998908
15.31375,0.998928
15.31875,0.998948
15.32375,0.998968
15.32875,0.998988
15.33375,0.999007
15.33875,0.999027
15.34375,0.999047
15.34875,0.999067
15.35375,0.999086
15.35875,0.999106
15.36375,0.999126
15.36875,0.999146
15.37375,0.999165
15.37875,0.999185
15.38375,0.999204
15.38875,0.999224
15.39375,0.999243
15.39875,0.999263
15.40375,0.999282
15.40875,0.999302
15.41375,0.999321
15.41875,0.999341
15.42375,0.99936
15.42375,0.99936
15.42875,0.99938
15.42875,0.99938
15.43375,0.999399
15.43875,0.999418
15.44375,0.999438
15.44875,0.999457
15.45375,0.999476
15.45875,0.999495
15.46375,0.999515
15.46875,0.999534
15.47375,0.999553
15.47875,0.999572
15.48375,0.999591
15.48875,0.999611
15.49375,0.99963
15.49875,0.999649
15.50375,0.999668
15.50875,0.999687
15.51375,0.999706
15.51875,0.999725
15.52375,0.999744
15.52875,0.999763
15.53375,0.999782
15.53875,0.999801
15.54375,0.99982
15.54875,0.999839
15.55375,0.999858
15.55875,0.999877
15.56375,0.999896
15.56875,0.999914
15.57375,0.999933
15.57875,0.999952
15.58375,0.999971
15.58875,0.99999
15.59375,1.000008
15.59875,1.000027
15.60375,1.000046
15.60875,1.000065
15.61375,1.000083
15.61875,1.000102
15.62375,1.000121
15.62875,1.000139
15.63375,1.000158
15.63875,1.000176
15.64375,1.000195
15.64875,1.000214
15.65375,1.000232
15.65875,1.000251
15.66375,1.000269
15.66875,1.000288
15.67375,1.000306
15.67875,1.000325
15.68375,1.000343
15.68875,1.000362
15.69375,1.00038
15.69875,1.000398
15.70375,1.000417
15.70875,1.000435
15.71375,1.000453
15.71875,1.000472
15.72375,1.00049
15.72875,1.000508
15.73375,1.000527
15.73875,1.000545
15.74375,1.000563
15.74875,1.000581
15.75375,1.000599
15.75875,1.000617
15.76375,1.000636
15.76875,1.000654
15.77375,1.000672
15.77875,1.00069
15.78375,1.000708
15.78875,1.000726
15.79375,1.000744
15.79875,1.000762
15.80375,1.00078
15.80875,1.000798
15.81375,1.000816
15.81875,1.000834
15.82375,1.000851
15.82875,1.000869
15.83375,1.000887
15.83875,1.000905
15.84375,1.000923
15.84875,1.00094
15.85375,1.000958
15.85875,1.000976
15.86375,1.000993
15.86875,1.001011
15.87375,1.001029
15.87875,1.001046
15.88375,1.001064
15.88875,1.001081
15.89375,1.001099
15.89875,1.001116
15.90375,1.001134
15.90875,1.001151
15.91375,1.001168
15.91875,1.001186
15.92375,1.001203
15.92875,1.00122
15.93375,1.001238
15.93875,1.001255
15.94375,1.001272
15.94875,1.001289
15.95375,1.001307
15.95875,1.001324
15.96375,1.001341
15.96875,1.001358
15.97375,1.001375
15.97875,1.001392
15.98375,1.001409
15.98875,1.001426
15.99375,1.001443
15.99875,1.00146
16.00375,1.001477
16.00875,1.001494
16.01375,1.00151
16.01875,1.001527
16.02375,1.001544
16.02875,1.001561
16.03375,1.001577
16.03875,1.001594
16.04375,1.001611
16.04875,1.001627
16.05375,1.001644
16.05875,1.001661
16.06375,1.001677
16.06875,1.001694
16.07375,1.00171
16.07875,1.001727
16.08375,1.001743
16.08875,1.001759
16.09375,1.001776
16.09875,1.001792
16.10375,1.001809
16.10875,1.001825
16.11375,1.001841
16.11875,1.001857
16.12375,1.001874
16.12875,1.00189
16.13375,1.001906
16.13875,1.001922
16.14375,1.001938
16.14875,1.001954
16.15375,1.00197
16.15875,1.001986
16.16375,1.002002
16.16875,1.002018
16.17375,1.002034
16.17875,1.00205
16.18375,1.002066
16.18875,1.002082
16.19375,1.002098
16.19875,1.002114
16.20375,1.002129
16.20875,1.002145
16.21375,1.002161
16.21875,1.002177
16.22375,1.002192
16.22875,1.002208
16.23375,1.002224
16.23875,1.002239
16.24375,1.002255
16.24875,1.002271
16.25375,1.002286
16.25875,1.002302
16.26375,1.002317
16.26875,1.002333
16.27375,1.002348
16.27875,1.002364
16.28375,1.002379
16.28875,1.002395
16.29375,1.00241
16.29875,1.002425
16.30375,1.002441
16.30875,1.002456
16.31375,1.002471
16.31875,1.002487
16.32375,1.002502
16.32875,1.002517
16.33375,1.002532
16.33875,1.002547
16.34375,1.002563
16.34875,1.002578
16.35375,1.002593
16.35875,1.002608
16.36375,1.002623
16.36875,1.002638
16.37375,1.002653
16.37875,1.002668
16.38375,1.002683
16.38875,1.002698
16.39375,1.002713
16.39875,1.002728
16.40375,1.002743
16.40875,1.002758
16.41375,1.002773
16.41875,1.002788
16.42375,1.002802
16.42875,1.002817
16.43375,1.002832
16.43875,1.002847
16.44375,1.002861
16.44875,1.002876
16.45375,1.002891
16.45875,1.002906
16.46375,1.00292
16.46875,1.002935
16.47375,1.00295
16.47875,1.002964
16.48375,1.002979
16.48875,1.002993
16.49375,1.003008
16.49875,1.003022
16.50375,1.003037
16.50875,1.003051
16.51375,1.003066
16.51875,1.00308
16.52375,1.003095
16.52875,1.003109
16.53375,1.003123
16.53875,1.003138
16.54375,1.003152
16.54875,1.003167
16.55375,1.003181
16.55875,1.003195
16.56375,1.003209
16.56875,1.003224
16.57375,1.003238
16.57875,1.003252
16.58375,1.003266
16.58875,1.00328
16.59375,1.003294
16.59875,1.003309
16.60375,1.003323
16.60875,1.003337
16.61375,1.003351
16.61875,1.003365
16.62375,1.003379
16.62875,1.003393
16.63375,1.003407
16.63875,1.00342
16.64375,1.003434
16.64875,1.003448
16.65375,1.003462
16.65875,1.003476
16.66375,1.00349
16.66875,1.003504
16.67375,1.003517
16.67875,1.003531
16.68375,1.003545
16.68875,1.003558
16.69375,1.003572
16.69875,1.003586
16.70375,1.003599
16.70875,1.003613
16.71375,1.003626
16.71875,1.00364
16.72375,1.003654
16.72875,1.003667
16.73375,1.00368
16.73875,1.003694
16.74375,1.003707
16.74875,1.003721
16.75375,1.003734
16.75875,1.003747
16.76375,1.003761
16.76875,1.003774
16.77375,1.003787
16.77875,1.003801
16.78375,1.003814
16.78875,1.003827
16.79375,1.00384
16.79875,1.003853
16.80375,1.003866
16.80875,1.003879
16.81375,1.003893
16.81875,1.003906
16.82375,1.003919
16.82875,1.003932
16.83375,1.003945
16.83875,1.003957
16.84375,1.00397
16.84875,1.003983
16.85375,1.003996
16.85875,1.004009
16.86375,1.004022
16.86875,1.004035
16.87375,1.004047
16.87875,1.00406
16.88375,1.004073
16.88875,1.004085
16.89375,1.004098
16.89875,1.004111
16.90375,1.004123
16.90875,1.004136
16.91375,1.004149
16.91875,1.004161
16.92375,1.004174
16.92875,1.004186
16.93375,1.004199
16.93875,1.004211
16.94375,1.004223
16.94875,1.004236
16.95375,1.004248
16.95875,1.00426
16.96375,1.004273
16.96875,1.004285
16.97375,1.004297
16.97875,1.00431
16.98375,1.004322
16.98875,1.004334
16.99375,1.004346
16.99875,1.004358
17.00375,1.00437
17.00875,1.004382
17.01375,1.004394
17.01875,1.004407
17.02375,1.004419
17.02875,1.004431
17.03375,1.004443
17.03875,1.004454
17.04375,1.004466
17.04875,1.004478
17.05375,1.00449
17.05875,1.004502
17.06375,1.004514
17.06875,1.004526
17.07375,1.004537
17.07875,1.004549
17.08375,1.004561
17.08875,1.004573
17.09375,1.004584
17.09875,1.004596
17.10375,1.004608
17.10875,1.004619
17.11375,1.004631
17.11875,1.004643
17.12375,1.004654
17.12875,1.004666
17.13375,1.004677
17.13875,1.004689
17.14375,1.0047
17.14875,1.004712
17.15375,1.004723
17.15875,1.004734
17.16375,1.004746
17.16875,1.004757
17.17375,1.004769
17.17875,1.00478
17.18375,1.004791
17.18875,1.004802
17.19375,1.004814
17.19875,1.004825
17.20375,1.004836
17.20875,1.004847
17.21375,1.004859
17.21875,1.00487
17.22375,1.004881
17.22875,1.004892
17.23375,1.004903
17.23875,1.004914
17.24375,1.004925
17.24875,1.004936
17.25375,1.004947
17.25875,1.004958
17.26375,1.004969
17.26875,1.00498
17.27375,1.004991
17.27875,1.005002
17.28375,1.005013
17.28875,1.005024
17.29375,1.005035
17.29875,1.005046
17.30375,1.005056
17.30875,1.005067
17.31375,1.005078
17.31875,1.005089
17.32375,1.005099
17.32875,1.00511
17.33375,1.005121
17.33875,1.005131
17.34375,1.005142
17.34875,1.005153
17.35375,1.005163
17.35875,1.005174
17.36375,1.005184
17.36875,1.005195
17.37375,1.005205
17.37875,1.005216
17.38375,1.005226
17.38875,1.005237
17.39375,1.005247
17.39875,1.005258
17.40375,1.005268
17.40875,1.005279
17.41375,1.005289
17.41875,1.005299
17.42375,1.00531
17.42875,1.00532
17.43375,1.00533
17.43875,1.00534
17.44375,1.005351
17.44875,1.005361
17.45375,1.005371
17.45875,1.005381
17.46375,1.005391
17.46875,1.005401
17.47375,1.005412
17.47875,1.005422
17.48375,1.005432
17.48875,1.005442
17.49375,1.005452
17.49875,1.005462
17.50375,1.005472
17.50875,1.005482
17.51375,1.005492
17.51875,1.005501
17.52375,1.005511
17.52875,1.005521
17.53375,1.005531
17.53875,1.005541
17.54375,1.005551
17.54875,1.00556
17.55375,1.00557
17.55875,1.00558
17.56375,1.00559
17.56875,1.005599
17.57375,1.005609
17.57875,1.005619
17.58375,1.005628
17.58875,1.005638
17.59375,1.005647
17.59875,1.005657
17.60375,1.005666
17.60875,1.005676
17.61375,1.005685
17.61875,1.005695
17.62375,1.005704
17.62875,1.005714
17.63375,1.005723
17.63875,1.005733
17.64375,1.005742
17.64875,1.005751
17.65375,1.005761
17.65875,1.00577
17.66375,1.005779
17.66875,1.005788
17.67375,1.005797
17.67875,1.005807
17.68375,1.005816
17.68875,1.005825
17.69375,1.005834
17.69875,1.005843
17.70375,1.005852
17.70875,1.005861
17.71375,1.00587
17.71875,1.005879
17.72375,1.005888
17.72875,1.005897
17.73375,1.005906
17.73875,1.005915
17.74375,1.005924
17.74875,1.005933
17.75375,1.005942
17.75875,1.005951
17.76375,1.005959
17.76875,1.005968
17.77375,1.005977
17.77875,1.005986
17.78375,1.005995
17.78875,1.006003
17.79375,1.006012
17.79875,1.006021
17.80375,1.006029
17.80875,1.006038
17.81375,1.006046
17.81875,1.006055
17.82375,1.006064
17.82875,1.006072
17.83375,1.006081
17.83875,1.006089
17.84375,1.006097
17.84875,1.006106
17.85375,1.006114
17.85875,1.006123
17.86375,1.006131
17.86875,1.006139
17.87375,1.006148
17.87875,1.006156
17.88375,1.006164
17.88875,1.006173
17.89375,1.006181
17.89875,1.006189
17.90375,1.006197
17.90875,1.006206
17.91375,1.006214
17.91875,1.006222
17.92375,1.00623
17.92875,1.006238
17.93375,1.006246
17.93875,1.006254
17.94375,1.006262
17.94875,1.00627
17.95375,1.006278
17.95875,1.006286
17.96375,1.006294
17.96875,1.006302
17.97375,1.00631
17.97875,1.006318
17.98375,1.006326
17.98875,1.006334
17.99375,1.006342
17.99875,1.006349
18.00375,1.006357
18.00875,1.006365
18.01375,1.006373
18.01875,1.006381
18.02375,1.006388
18.02875,1.006396
18.03375,1.006404
18.03875,1.006411
18.04375,1.006419
18.04875,1.006427
18.05375,1.006434
18.05875,1.006442
18.06375,1.006449
18.06875,1.006457
18.07375,1.006464
18.07875,1.006472
18.08375,1.00648
18.08875,1.006487
18.09375,1.006494
18.09875,1.006502
18.10375,1.006509
18.10875,1.006517
18.11375,1.006524
18.11875,1.006531
18.12375,1.006539
18.12875,1.006546
18.13375,1.006553
18.13875,1.006561
18.14375,1.006568
18.14875,1.006575
18.15375,1.006582
18.15875,1.00659
18.16375,1.006597
18.16875,1.006604
18.17375,1.006611
18.17875,1.006618
18.18375,1.006625
18.18875,1.006633
18.19375,1.00664
18.19875,1.006647
18.20375,1.006654
18.20875,1.006661
18.21375,1.006668
18.21875,1.006675
18.22375,1.006682
18.22875,1.006689
18.23375,1.006696
18.23875,1.006703
18.24375,1.006709
18.24875,1.006716
18.25375,1.006723
18.25875,1.00673
18.26375,1.006737
18.26875,1.006744
18.27375,1.00675
18.27875,1.006757
18.28375,1.006764
18.28875,1.006771
18.29375,1.006777
18.29875,1.006784
18.30375,1.006791
18.30875,1.006797
18.31375,1.006804
18.31875,1.00681
18.32375,1.006817
18.32875,1.006824
18.33375,1.00683
18.33875,1.006837
18.34375,1.006843
18.34875,1.00685
18.35375,1.006856
18.35875,1.006863
18.36375,1.006869
18.36875,1.006876
18.37375,1.006882
18.37875,1.006888
18.38375,1.006895
18.38875,1.006901
18.39375,1.006907
18.39875,1.006914
18.40375,1.00692
18.40875,1.006926
18.41375,1.006932
18.41875,1.006939
18.42375,1.006945
18.42875,1.006951
18.43375,1.006957
18.43875,1.006963
18.44375,1.006969
18.44875,1.006976
18.45375,1.006982
18.45875,1.006988
18.46375,1.006994
18.46875,1.007
18.47375,1.007006
18.47875,1.007012
18.48375,1.007018
18.48875,1.007024
18.49375,1.00703
18.49875,1.007036
18.50375,1.007041
18.50875,1.007047
18.51375,1.007053
18.51875,1.007059
18.52375,1.007065
18.52875,1.007071
18.53375,1.007076
18.53875,1.007082
18.54375,1.007088
18.54875,1.007094
18.55375,1.007099
18.55875,1.007105
18.56375,1.007111
18.56875,1.007116
18.57375,1.007122
18.57875,1.007128
18.58375,1.007133
18.58875,1.007139
18.59375,1.007144
18.59875,1.00715
18.60375,1.007155
18.60875,1.007161
18.61375,1.007166
18.61875,1.007172
18.62375,1.007177
18.62875,1.007183
18.63375,1.007188
18.63875,1.007193
18.64375,1.007199
18.64875,1.007204
18.65375,1.007209
18.65875,1.007215
18.66375,1.00722
18.66875,1.007225
18.67375,1.00723
18.67875,1.007236
18.68375,1.007241
18.68875,1.007246
18.69375,1.007251
18.69875,1.007256
18.70375,1.007262
18.70875,1.007267
18.71375,1.007272
18.71875,1.007277
18.72375,1.007282
18.72875,1.007287
18.73375,1.007292
18.73875,1.007297
18.74375,1.007302
18.74875,1.007307
18.75375,1.007312
18.75875,1.007317
18.76375,1.007322
18.76875,1.007327
18.77375,1.007332
18.77875,1.007336
18.78375,1.007341
18.78875,1.007346
18.79375,1.007351
18.79875,1.007356
18.80375,1.00736
18.80875,1.007365
18.81375,1.00737
18.81875,1.007375
18.82375,1.007379
18.82875,1.007384
18.83375,1.007389
18.83875,1.007393
18.84375,1.007398
18.84875,1.007403
18.85375,1.007407
18.85875,1.007412
18.86375,1.007417
18.86875,1.007421
18.87375,1.007426
18.87875,1.00743
18.88375,1.007435
18.88875,1.007439
18.89375,1.007444
18.89875,1.007448
18.90375,1.007452
18.90875,1.007457
18.91375,1.007461
18.91875,1.007466
18.92375,1.00747
18.92875,1.007474
18.93375,1.007479
18.93875,1.007483
18.94375,1.007487
18.94875,1.007492
18.95375,1.007496
18.95875,1.0075
18.96375,1.007504
18.96875,1.007509
18.97375,1.007513
18.97875,1.007517
18.98375,1.007521
18.98875,1.007525
18.99375,1.00753
18.99875,1.007534
19.00375,1.007538
19.00875,1.007542
19.01375,1.007546
19.01875,1.00755
19.02375,1.007554
19.02875,1.007558
19.03375,1.007562
19.03875,1.007566
19.04375,1.00757
19.04875,1.007574
19.05375,1.007578
19.05875,1.007582
19.06375,1.007586
19.06875,1.00759
19.07375,1.007594
19.07875,1.007598
19.08375,1.007601
19.08875,1.007605
19.09375,1.007609
19.09875,1.007613
19.10375,1.007617
19.10875,1.00762
19.11375,1.007624
19.11875,1.007628
19.12375,1.007632
19.12875,1.007635
19.13375,1.007639
19.13875,1.007643
19.14375,1.007646
19.14875,1.00765
19.15375,1.007654
19.15875,1.007657
19.16375,1.007661
19.16875,1.007664
19.17375,1.007668
19.17875,1.007672
19.18375,1.007675
19.18875,1.007679
19.19375,1.007682
19.19875,1.007686
19.20375,1.007689
19.20875,1.007692
19.21375,1.007696
19.21875,1.007699
19.22375,1.007703
19.22875,1.007706
19.23375,1.007709
19.23875,1.007713
19.24375,1.007716
19.24875,1.007719
19.25375,1.007723
19.25875,1.007726
19.26375,1.007729
19.26875,1.007733
19.27375,1.007736
19.27875,1.007739
19.28375,1.007742
19.28875,1.007745
19.29375,1.007749
19.29875,1.007752
19.30375,1.007755
19.30875,1.007758
19.31375,1.007761
19.31875,1.007764
19.32375,1.007767
19.32875,1.00777
19.33375,1.007773
19.33875,1.007776
19.34375,1.007779
19.34875,1.007782
19.35375,1.007785
19.35875,1.007788
19.36375,1.007791
19.36875,1.007794
19.37375,1.007797
19.37875,1.0078
19.38375,1.007803
19.38875,1.007806
19.39375,1.007809
19.39875,1.007812
19.40375,1.007814
19.40875,1.007817
19.41375,1.00782
19.41875,1.007823
19.42375,1.007826
19.42875,1.007828
19.43375,1.007831
19.43875,1.007834
19.44375,1.007836
19.44875,1.007839
19.45375,1.007842
19.45875,1.007844
19.46375,1.007847
19.46875,1.00785
19.47375,1.007852
19.47875,1.007855
19.48375,1.007857
19.48875,1.00786
19.49375,1.007863
19.49875,1.007865
19.50375,1.007868
19.50875,1.00787
19.51375,1.007873
19.51875,1.007875
19.52375,1.007878
19.52875,1.00788
19.53375,1.007882
19.53875,1.007885
19.54375,1.007887
19.54875,1.00789
19.55375,1.007892
19.55875,1.007894
19.56375,1.007897
19.56875,1.007899
19.57375,1.007901
19.57875,1.007903
19.58375,1.007906
19.58875,1.007908
19.59375,1.00791
19.59875,1.007912
19.60375,1.007915
19.60875,1.007917
19.61375,1.007919
19.61875,1.007921
19.62375,1.007923
19.62875,1.007926
19.63375,1.007928
19.63875,1.00793
19.64375,1.007932
19.64875,1.007934
19.65375,1.007936
19.65875,1.007938
19.66375,1.00794
19.66875,1.007942
19.67375,1.007944
19.67875,1.007946
19.68375,1.007948
19.68875,1.00795
19.69375,1.007952
19.69875,1.007954
19.70375,1.007956
19.70875,1.007958
19.71375,1.00796
19.71875,1.007962
19.72375,1.007964
19.72875,1.007965
19.73375,1.007967
19.73875,1.007969
19.74375,1.007971
19.74875,1.007973
19.75375,1.007974
