t,omega
0.000000,1.000000
0.030000,1.000001
0.060000,1.000001
0.090000,1.000002
0.115000,1.000003
0.140000,1.000004
0.165000,1.000004
0.195000,1.000005
0.235000,1.000007
0.270000,1.000008
0.300000,1.000009
0.325000,1.000010
0.350000,1.000011
0.375000,1.000012
0.400000,1.000013
0.425000,1.000014
0.450000,1.000015
0.480000,1.000016
0.510000,1.000017
0.555000,1.000019
0.605000,1.000021
0.655000,1.000023
0.705000,1.000025
0.755000,1.000027
0.805000,1.000029
0.855000,1.000030
0.905000,1.000031
0.955000,1.000033
1.005000,1.000034
1.055000,1.000035
1.105000,1.000037
1.155000,1.000038
1.205000,1.000039
1.255000,1.000041
1.305000,1.000042
1.355000,1.000044
1.405000,1.000045
1.455000,1.000047
1.505000,1.000048
1.555000,1.000050
1.605000,1.000051
1.655000,1.000052
1.705000,1.000054
1.755000,1.000055
1.805000,1.000056
1.855000,1.000057
1.905000,1.000058
1.955000,1.000059
2.005000,1.000060
2.055000,1.000062
2.105000,1.000063
2.155000,1.000064
2.205000,1.000065
2.255000,1.000066
2.305000,1.000067
2.355000,1.000068
2.405000,1.000069
2.455000,1.000070
2.505000,1.000071
2.555000,1.000072
2.605000,1.000073
2.655000,1.000074
2.705000,1.000075
2.755000,1.000076
2.805000,1.000077
2.855000,1.000077
2.905000,1.000078
2.955000,1.000079
3.005000,1.000080
3.055000,1.000081
3.105000,1.000082
3.155000,1.000082
3.205000,1.000083
3.255000,1.000084
3.305000,1.000085
3.355000,1.000086
3.405000,1.000086
3.455000,1.000087
3.505000,1.000088
3.555000,1.000088
3.605000,1.000089
3.655000,1.000090
3.705000,1.000090
3.755000,1.000091
3.805000,1.000091
3.855000,1.000092
3.905000,1.000092
3.955000,1.000093
4.005000,1.000094
4.055000,1.000094
4.105000,1.000095
4.155000,1.000095
4.205000,1.000096
4.255000,1.000096
4.305000,1.000097
4.355000,1.000097
4.405000,1.000098
4.455000,1.000098
4.505000,1.000098
4.555000,1.000099
4.605000,1.000099
4.655000,1.000099
4.705000,1.000100
4.755000,1.000100
4.805000,1.000101
4.855000,1.000101
4.905000,1.000101
4.955000,1.000101
5.000000,1.000102
5.025000,1.000563
5.050000,1.001053
5.075000,1.001561
5.100000,1.002095
5.125000,1.002637
5.150000,1.003214
5.175000,1.003823
5.200000,1.004470
5.222500,1.004449
5.247500,1.004493
5.272500,1.004620
5.297500,1.004826
5.322500,1.005105
5.347500,1.005446
5.372500,1.005843
5.397500,1.006288
5.422500,1.006775
5.447500,1.007296
5.472500,1.007847
5.497500,1.008420
5.522500,1.009012
5.547500,1.009616
5.582500,1.010474
5.622500,1.011456
5.647500,1.012062
5.682500,1.012890
5.717500,1.013683
5.747500,1.014325
5.782500,1.015019
5.822500,1.015720
5.857500,1.016238
5.882500,1.016546
5.912500,1.016839
5.952500,1.017093
5.987500,1.017177
6.017500,1.017144
6.047500,1.017015
6.077500,1.016792
6.122500,1.016296
6.157500,1.015793
6.197500,1.015115
6.237500,1.014356
6.272500,1.013650
6.307500,1.012927
6.352500,1.012004
