time,NETWORK_B-110_Upu_value,NETWORK_B-111_Upu_value,NETWORK_B-112_Upu_value,NETWORK_B-113_Upu_value,NETWORK_B-114_Upu_value,NETWORK_B-115_Upu_value,NETWORK_B-116_Upu_value,NETWORK_B-117_Upu_value,NETWORK_B-118_Upu_value,NETWORK_B-119_Upu_value,NETWORK_B-120_Upu_value,NETWORK_B-121_Upu_value,NETWORK_B-122_Upu_value,NETWORK_B-123_Upu_value,NETWORK_B-124_Upu_value,121_NUCLEAR_1_generator_thetaInternal_value,122_HYDRO_1_generator_thetaInternal_value
5.974411,1.110924,1.045101,1.058232,1.050904,1.015125,0.942776,0.949172,0.900519,0.919327,0.985686,1.020892,0.93492,0.861574,1.040604,0.971252,0,0.311103
5.974425,1.110925,1.045102,1.058234,1.050905,1.015126,0.942778,0.949174,0.900521,0.919329,0.985687,1.020893,0.934923,0.861576,1.040604,0.971254,0,0.311124
5.974454,1.110929,1.045105,1.058236,1.050907,1.01513,0.942783,0.949178,0.900525,0.919334,0.985689,1.020894,0.934927,0.86158,1.040604,0.971258,0,0.311166
5.974511,1.110936,1.045111,1.058241,1.050913,1.015136,0.942792,0.949185,0.900533,0.919344,0.985694,1.020896,0.934937,0.861589,1.040605,0.971267,0,0.311249
5.974625,1.110949,1.045123,1.058251,1.050923,1.01515,0.94281,0.9492,0.900549,0.919364,0.985703,1.020901,0.934957,0.861606,1.040608,0.971283,0,0.311415
5.974852,1.110976,1.045148,1.058271,1.050943,1.015177,0.942847,0.949228,0.90058,0.919404,0.985721,1.02091,0.934997,0.861641,1.040612,0.971316,0,0.311748
5.975308,1.111031,1.045196,1.05831,1.050983,1.015231,0.94292,0.949286,0.900642,0.919484,0.985757,1.020928,0.935076,0.861709,1.04062,0.971383,0,0.312415
5.976218,1.111139,1.045292,1.058389,1.051062,1.015339,0.943067,0.949402,0.900767,0.919644,0.98583,1.020965,0.935235,0.861846,1.040637,0.971515,0,0.313754
5.977163,1.111249,1.045391,1.05847,1.051144,1.01545,0.94322,0.949523,0.900896,0.919809,0.985905,1.021002,0.9354,0.861989,1.040654,0.971653,0,0.31515
5.977163,1.111249,1.045391,1.05847,1.051144,1.01545,0.94322,0.949523,0.900896,0.919809,0.985905,1.021002,0.9354,0.861989,1.040654,0.971653,0,0.31515
5.977177,1.111251,1.045392,1.058471,1.051145,1.015451,0.943222,0.949524,0.900898,0.919812,0.985906,1.021003,0.935402,0.861991,1.040654,0.971655,0,0.31517
5.977191,1.111253,1.045393,1.058472,1.051146,1.015453,0.943224,0.949526,0.9009,0.919814,0.985907,1.021004,0.935404,0.861993,1.040654,0.971657,0,0.315191
5.977219,1.111256,1.045396,1.058475,1.051148,1.015456,0.943229,0.94953,0.900904,0.919819,0.98591,1.021005,0.935409,0.861997,1.040654,0.971661,0,0.315232
5.977274,1.111262,1.045402,1.058479,1.051153,1.015463,0.943238,0.949537,0.900912,0.919829,0.985914,1.021007,0.935419,0.862005,1.040655,0.971669,0,0.315314
5.977385,1.111275,1.045414,1.058489,1.051163,1.015476,0.943256,0.949551,0.900927,0.919848,0.985923,1.021011,0.935438,0.862022,1.040657,0.971685,0,0.315479
5.977608,1.111301,1.045437,1.058508,1.051182,1.015502,0.943292,0.949579,0.900957,0.919887,0.985941,1.02102,0.935477,0.862055,1.040661,0.971717,0,0.315808
5.978052,1.111353,1.045483,1.058545,1.05122,1.015554,0.943364,0.949636,0.901018,0.919965,0.985976,1.021038,0.935554,0.862122,1.040669,0.971782,0,0.316469
5.978941,1.111456,1.045574,1.05862,1.051295,1.015658,0.943507,0.94975,0.901139,0.92012,0.986046,1.021073,0.935709,0.862256,1.040685,0.97191,0,0.317793
5.979442,1.111513,1.045626,1.058662,1.051337,1.015716,0.943588,0.949814,0.901208,0.920207,0.986086,1.021092,0.935796,0.862331,1.040693,0.971983,0,0.318541
5.979442,1.111513,1.045626,1.058662,1.051337,1.015716,0.943588,0.949814,0.901208,0.920207,0.986086,1.021092,0.935796,0.862331,1.040693,0.971983,0,0.318541
5.979709,1.111543,1.045653,1.058684,1.051359,1.015747,0.943632,0.949848,0.901244,0.920254,0.986107,1.021103,0.935842,0.862371,1.040698,0.972021,0,0.318941
5.979709,1.111543,1.045653,1.058684,1.051359,1.015747,0.943632,0.949848,0.901244,0.920254,0.986107,1.021103,0.935842,0.862371,1.040698,0.972021,0,0.318941
5.979722,1.111545,1.045654,1.058685,1.051361,1.015748,0.943634,0.949849,0.901246,0.920256,0.986109,1.021103,0.935845,0.862373,1.040698,0.972023,0,0.318961
5.979736,1.111547,1.045656,1.058686,1.051362,1.01575,0.943636,0.949851,0.901248,0.920259,0.98611,1.021104,0.935847,0.862375,1.040698,0.972025,0,0.318982
5.979763,1.11155,1.045658,1.058688,1.051364,1.015753,0.943641,0.949855,0.901251,0.920264,0.986112,1.021105,0.935852,0.862379,1.040699,0.972029,0,0.319022
5.979817,1.111556,1.045664,1.058693,1.051368,1.015759,0.943649,0.949862,0.901259,0.920273,0.986116,1.021107,0.935861,0.862387,1.0407,0.972037,0,0.319104
5.979926,1.111568,1.045675,1.058702,1.051378,1.015772,0.943667,0.949875,0.901274,0.920292,0.986125,1.021111,0.93588,0.862403,1.040702,0.972052,0,0.319267
5.980143,1.111593,1.045697,1.05872,1.051396,1.015797,0.943702,0.949903,0.901303,0.92033,0.986142,1.02112,0.935918,0.862436,1.040705,0.972084,0,0.319593
5.980578,1.111642,1.045741,1.058755,1.051432,1.015847,0.943773,0.949959,0.901363,0.920406,0.986176,1.021137,0.935993,0.862501,1.040713,0.972147,0,0.320247
5.981448,1.11174,1.045829,1.058827,1.051503,1.015948,0.943914,0.95007,0.901481,0.920557,0.986245,1.021171,0.936145,0.862631,1.040727,0.972272,0,0.321558
5.983188,1.111934,1.046002,1.058967,1.051645,1.016147,0.944197,0.950293,0.901718,0.92086,0.986383,1.021238,0.936447,0.862891,1.040756,0.972522,0,0.324196
5.986667,1.112313,1.046342,1.05924,1.05192,1.016542,0.944764,0.950741,0.90219,0.921464,0.986659,1.021372,0.93705,0.863409,1.040813,0.973019,0,0.32953
5.987696,1.112422,1.046441,1.059319,1.051999,1.016657,0.944932,0.950874,0.90233,0.921642,0.986741,1.021412,0.937228,0.863561,1.040829,0.973165,0,0.331122
5.987696,1.112422,1.046441,1.059319,1.051999,1.016657,0.944932,0.950874,0.90233,0.921642,0.986741,1.021412,0.937228,0.863561,1.040829,0.973165,0,0.331122
5.987904,1.112444,1.046461,1.059334,1.052015,1.016681,0.944966,0.950901,0.902358,0.921678,0.986757,1.02142,0.937264,0.863592,1.040832,0.973195,0,0.331444
5.987904,1.112444,1.04646,1.059334,1.052015,1.01668,0.944966,0.950901,0.902357,0.921678,0.986757,1.02142,0.937264,0.863592,1.040832,0.973195,0,0.331443
5.987916,1.112446,1.046462,1.059335,1.052016,1.016682,0.944968,0.950903,0.902359,0.92168,0.986758,1.02142,0.937266,0.863594,1.040832,0.973197,0,0.331463
5.987928,1.112447,1.046463,1.059336,1.052017,1.016683,0.94497,0.950904,0.902361,0.921683,0.986759,1.021421,0.937268,0.863596,1.040833,0.973198,0,0.331482
5.987953,1.11245,1.046465,1.059338,1.052019,1.016686,0.944974,0.950907,0.902364,0.921687,0.986761,1.021422,0.937273,0.863599,1.040833,0.973202,0,0.33152
5.988002,1.112455,1.04647,1.059342,1.052023,1.016692,0.944982,0.950914,0.902371,0.921695,0.986765,1.021424,0.937281,0.863607,1.040834,0.973209,0,0.331597
5.988101,1.112465,1.046479,1.059349,1.05203,1.016703,0.944999,0.950927,0.902384,0.921713,0.986773,1.021427,0.937298,0.863621,1.040835,0.973223,0,0.33175
5.988299,1.112486,1.046498,1.059364,1.052045,1.016725,0.945031,0.950952,0.902411,0.921747,0.986789,1.021435,0.937332,0.863651,1.040839,0.973251,0,0.332057
5.988694,1.112528,1.046536,1.059394,1.052076,1.016769,0.945096,0.951003,0.902465,0.921815,0.98682,1.02145,0.937401,0.863709,1.040845,0.973307,0,0.332672
5.989484,1.11261,1.04661,1.059453,1.052135,1.016857,0.945225,0.951105,0.902572,0.921952,0.986883,1.02148,0.937538,0.863826,1.040857,0.973419,0,0.333904
5.991065,1.112774,1.046758,1.059571,1.052253,1.017032,0.945485,0.95131,0.902785,0.922225,0.987008,1.02154,0.937811,0.864059,1.040882,0.973643,0,0.336379
5.994226,1.113093,1.047047,1.059799,1.052483,1.017379,0.946006,0.951722,0.903212,0.922769,0.987259,1.021661,0.938357,0.864524,1.04093,0.974089,0,0.34137
5.996517,1.113319,1.047252,1.05996,1.052645,1.017628,0.946385,0.952022,0.903521,0.923163,0.987442,1.021748,0.938753,0.864859,1.040966,0.97441,0,0.345018
5.996517,1.113319,1.047252,1.05996,1.052645,1.017628,0.946385,0.952022,0.903521,0.923163,0.987442,1.021748,0.938753,0.864859,1.040966,0.97441,0,0.345018
5.996527,1.11332,1.047253,1.059961,1.052646,1.01763,0.946386,0.952023,0.903522,0.923165,0.987443,1.021748,0.938755,0.864861,1.040966,0.974412,0,0.345035
5.996538,1.113321,1.047254,1.059962,1.052647,1.017631,0.946388,0.952025,0.903524,0.923167,0.987444,1.021749,0.938756,0.864862,1.040966,0.974413,0,0.345052
5.996559,1.113323,1.047256,1.059963,1.052648,1.017633,0.946392,0.952027,0.903527,0.923171,0.987445,1.021749,0.93876,0.864865,1.040966,0.974416,0,0.345086
5.996601,1.113327,1.04726,1.059966,1.052651,1.017638,0.946399,0.952033,0.903532,0.923178,0.987449,1.021751,0.938767,0.864871,1.040967,0.974422,0,0.345154
5.996686,1.113335,1.047267,1.059972,1.052657,1.017647,0.946413,0.952044,0.903544,0.923192,0.987455,1.021754,0.938782,0.864884,1.040968,0.974434,0,0.345289
5.996855,1.113352,1.047282,1.059984,1.052669,1.017665,0.946441,0.952066,0.903567,0.923221,0.987469,1.021761,0.938811,0.864908,1.040971,0.974457,0,0.345559
5.997192,1.113385,1.047312,1.060007,1.052692,1.017701,0.946497,0.95211,0.903612,0.923279,0.987496,1.021774,0.938869,0.864958,1.040976,0.974505,0,0.3461
5.997868,1.11345,1.047371,1.060053,1.052739,1.017774,0.946609,0.952199,0.903703,0.923395,0.98755,1.021799,0.938986,0.865056,1.040986,0.974599,0,0.347185
5.99922,1.113579,1.047489,1.060145,1.052831,1.017919,0.946833,0.952377,0.903885,0.923627,0.987658,1.021851,0.939219,0.865253,1.041007,0.974788,0,0.34936
6.001922,1.113831,1.047721,1.060325,1.053012,1.018207,0.947284,0.952734,0.904249,0.92409,0.987875,1.021954,0.939685,0.865645,1.041048,0.975164,0,0.353735
6.006317,1.114228,1.048086,1.060606,1.053294,1.018669,0.94802,0.953318,0.90484,0.92484,0.988229,1.022123,0.940442,0.866279,1.041117,0.975772,0,0.360914
6.006317,1.114228,1.048086,1.060606,1.053294,1.018669,0.94802,0.953318,0.90484,0.92484,0.988229,1.022123,0.940442,0.866279,1.041117,0.975772,0,0.360914
6.006325,1.114229,1.048087,1.060607,1.053295,1.01867,0.948021,0.953319,0.904841,0.924842,0.98823,1.022123,0.940443,0.866281,1.041117,0.975773,0,0.360927
6.006333,1.11423,1.048088,1.060607,1.053295,1.018671,0.948023,0.95332,0.904842,0.924843,0.988231,1.022124,0.940445,0.866282,1.041117,0.975774,0,0.36094
6.006349,1.114231,1.048089,1.060608,1.053296,1.018672,0.948025,0.953322,0.904844,0.924846,0.988232,1.022124,0.940447,0.866284,1.041117,0.975776,0,0.360966
6.006381,1.114234,1.048092,1.06061,1.053298,1.018675,0.948031,0.953326,0.904848,0.924851,0.988234,1.022126,0.940453,0.866289,1.041118,0.975781,0,0.361019
6.006444,1.114239,1.048097,1.060614,1.053302,1.018682,0.948041,0.953335,0.904857,0.924862,0.98824,1.022128,0.940464,0.866298,1.041119,0.97579,0,0.361123
6.006571,1.11425,1.048107,1.060622,1.05331,1.018695,0.948063,0.953352,0.904874,0.924884,0.98825,1.022133,0.940485,0.866316,1.041121,0.975807,0,0.361332
6.006826,1.114273,1.048128,1.060638,1.053326,1.018722,0.948105,0.953386,0.904908,0.924927,0.98827,1.022143,0.940529,0.866353,1.041125,0.975842,0,0.36175
6.007334,1.114317,1.048169,1.060669,1.053358,1.018775,0.948191,0.953454,0.904976,0.925014,0.988312,1.022162,0.940617,0.866426,1.041133,0.975912,0,0.362586
6.00835,1.114406,1.048251,1.060732,1.05342,1.01888,0.948362,0.95359,0.905113,0.925187,0.988394,1.022202,0.940792,0.866571,1.041149,0.976052,0,0.364262
6.010383,1.114579,1.048413,1.060855,1.053544,1.019089,0.948705,0.953863,0.905386,0.925532,0.98856,1.022281,0.941141,0.866862,1.041181,0.976331,0,0.367625
6.013634,1.114849,1.048666,1.061046,1.053736,1.019422,0.949257,0.954302,0.905823,0.926085,0.988826,1.022409,0.9417,0.867326,1.041234,0.976776,0,0.37303
6.013634,1.114849,1.048666,1.061046,1.053736,1.019422,0.949257,0.954302,0.905823,0.926085,0.988826,1.022409,0.9417,0.867326,1.041234,0.976776,0,0.37303
6.013644,1.11485,1.048667,1.061046,1.053736,1.019423,0.949258,0.954303,0.905824,0.926086,0.988827,1.02241,0.941702,0.867327,1.041234,0.976777,0,0.373046
6.013654,1.114851,1.048668,1.061047,1.053737,1.019424,0.94926,0.954304,0.905826,0.926088,0.988828,1.02241,0.941703,0.867329,1.041235,0.976778,0,0.373062
6.013673,1.114853,1.048669,1.061048,1.053738,1.019426,0.949263,0.954307,0.905828,0.926091,0.98883,1.022411,0.941707,0.867331,1.041235,0.976781,0,0.373095
6.013713,1.114856,1.048672,1.06105,1.05374,1.01943,0.94927,0.954312,0.905833,0.926098,0.988833,1.022412,0.941714,0.867337,1.041236,0.976786,0,0.373161
6.013791,1.114862,1.048678,1.061055,1.053745,1.019438,0.949283,0.954323,0.905844,0.926111,0.988839,1.022416,0.941727,0.867348,1.041237,0.976797,0,0.373292
6.013949,1.114875,1.04869,1.061064,1.053754,1.019453,0.94931,0.954344,0.905865,0.926138,0.988852,1.022422,0.941754,0.867371,1.04124,0.976819,0,0.373554
6.014263,1.114901,1.048714,1.061082,1.053772,1.019485,0.949364,0.954387,0.905907,0.926191,0.988878,1.022434,0.941808,0.867415,1.041245,0.976862,0,0.37408
6.014369,1.114909,1.048722,1.061088,1.053778,1.019496,0.949382,0.954401,0.905922,0.926209,0.988887,1.022438,0.941826,0.86743,1.041247,0.976876,0,0.374256
6.014369,1.114909,1.048722,1.061088,1.053778,1.019496,0.949382,0.954401,0.905922,0.926209,0.988887,1.022438,0.941826,0.86743,1.041247,0.976876,0,0.374256
6.014892,1.114951,1.048762,1.061118,1.053808,1.019549,0.949471,0.954472,0.905992,0.926298,0.98893,1.022459,0.941916,0.867505,1.041255,0.976947,0,0.375131
6.016048,1.115044,1.048849,1.061183,1.053873,1.019666,0.949668,0.954629,0.906147,0.926494,0.989025,1.022505,0.942115,0.867669,1.041275,0.977104,0,0.377063
6.016048,1.115044,1.048849,1.061183,1.053873,1.019666,0.949668,0.954629,0.906147,0.926494,0.989025,1.022505,0.942115,0.867669,1.041275,0.977104,0,0.377063
6.016058,1.115045,1.04885,1.061184,1.053874,1.019667,0.949669,0.954631,0.906149,0.926495,0.989026,1.022506,0.942117,0.86767,1.041275,0.977106,0,0.377081
6.016069,1.115046,1.048851,1.061184,1.053875,1.019668,0.949671,0.954632,0.90615,0.926497,0.989027,1.022506,0.942119,0.867672,1.041275,0.977107,0,0.377099
6.016091,1.115047,1.048853,1.061186,1.053876,1.01967,0.949675,0.954635,0.906153,0.926501,0.989029,1.022507,0.942122,0.867675,1.041276,0.97711,0,0.377136
6.016134,1.115051,1.048856,1.061188,1.053878,1.019674,0.949682,0.954641,0.906159,0.926508,0.989033,1.022509,0.94213,0.867681,1.041276,0.977116,0,0.377208
6.01622,1.115058,1.048862,1.061193,1.053883,1.019683,0.949697,0.954653,0.906171,0.926523,0.98904,1.022512,0.942144,0.867693,1.041278,0.977128,0,0.377352
6.016392,1.115071,1.048875,1.061203,1.053893,1.0197,0.949726,0.954676,0.906194,0.926552,0.989054,1.022519,0.942174,0.867717,1.041281,0.977151,0,0.37764
6.016736,1.115098,1.048901,1.061222,1.053912,1.019735,0.949785,0.954723,0.90624,0.92661,0.989083,1.022533,0.942233,0.867766,1.041286,0.977198,0,0.378217
6.017425,1.115152,1.048952,1.06126,1.053951,1.019804,0.949903,0.954817,0.906333,0.926727,0.98914,1.022561,0.942351,0.867864,1.041298,0.977292,0,0.379372
6.018802,1.115259,1.049054,1.061336,1.054026,1.019942,0.950138,0.955005,0.906518,0.92696,0.989254,1.022617,0.942588,0.868058,1.041322,0.977478,0,0.381685
6.021556,1.115469,1.049254,1.061484,1.054175,1.020215,0.950611,0.955383,0.906889,0.927425,0.989485,1.022729,0.943061,0.868447,1.041371,0.977851,0,0.386324
6.024083,1.115655,1.049434,1.061616,1.054307,1.020464,0.951047,0.955732,0.90723,0.927852,0.989698,1.022834,0.943495,0.868802,1.041418,0.978191,0,0.39059
6.024083,1.115655,1.049434,1.061616,1.054307,1.020464,0.951047,0.955732,0.90723,0.927852,0.989698,1.022834,0.943495,0.868802,1.041418,0.978191,0,0.39059
6.024097,1.115656,1.049435,1.061616,1.054308,1.020465,0.951049,0.955734,0.907231,0.927854,0.989699,1.022835,0.943497,0.868804,1.041418,0.978193,0,0.390613
6.02411,1.115657,1.049436,1.061617,1.054309,1.020467,0.951052,0.955736,0.907233,0.927856,0.9897,1.022835,0.9435,0.868806,1.041418,0.978195,0,0.390636
6.024138,1.115659,1.049438,1.061618,1.05431,1.020469,0.951056,0.95574,0.907237,0.927861,0.989702,1.022836,0.943504,0.86881,1.041419,0.978198,0,0.390682
6.024192,1.115663,1.049441,1.061621,1.054313,1.020475,0.951066,0.955748,0.907244,0.92787,0.989707,1.022839,0.943514,0.868817,1.04142,0.978206,0,0.390775
6.024301,1.11567,1.049449,1.061627,1.054318,1.020485,0.951084,0.955763,0.907259,0.927889,0.989716,1.022843,0.943532,0.868833,1.041422,0.97822,0,0.390959
6.024519,1.115686,1.049464,1.061638,1.05433,1.020507,0.951122,0.955793,0.907288,0.927925,0.989735,1.022852,0.94357,0.868863,1.041426,0.97825,0,0.391328
6.024955,1.115718,1.049495,1.06166,1.054352,1.020549,0.951198,0.955853,0.907347,0.927999,0.989772,1.022871,0.943645,0.868924,1.041434,0.978308,0,0.392067
6.025828,1.11578,1.049555,1.061705,1.054396,1.020635,0.951349,0.955975,0.907465,0.928146,0.989846,1.022907,0.943794,0.869047,1.041451,0.978425,0,0.393544
6.026544,1.115831,1.049605,1.061741,1.054432,1.020704,0.951473,0.956074,0.907562,0.928267,0.989907,1.022938,0.943917,0.869147,1.041464,0.978521,0,0.394758
6.026544,1.115831,1.049605,1.061741,1.054432,1.020704,0.951473,0.956074,0.907562,0.928267,0.989907,1.022938,0.943917,0.869147,1.041464,0.978521,0,0.394758
6.027572,1.115902,1.049675,1.061792,1.054484,1.020804,0.951651,0.956218,0.907701,0.92844,0.989995,1.022981,0.944094,0.869291,1.041484,0.978659,0,0.396502
6.031062,1.11614,1.049909,1.061961,1.054653,1.021141,0.952259,0.956706,0.908173,0.929027,0.990295,1.023132,0.944693,0.869779,1.041554,0.979125,0,0.402426
6.036442,1.116486,1.050256,1.062209,1.054902,1.021652,0.953202,0.957467,0.908904,0.929931,0.990764,1.02337,0.945616,0.870529,1.041668,0.979839,0,0.411569
6.036442,1.116486,1.050256,1.062209,1.054902,1.021652,0.953202,0.957467,0.908904,0.929931,0.990764,1.02337,0.945616,0.870529,1.041668,0.979839,0,0.411569
6.037465,1.116549,1.05032,1.062254,1.054947,1.021748,0.953382,0.957613,0.909043,0.930102,0.990854,1.023416,0.945792,0.870671,1.041691,0.979975,0,0.413308
6.037465,1.116549,1.05032,1.062254,1.054947,1.021748,0.953382,0.957613,0.909043,0.930102,0.990854,1.023416,0.945792,0.870671,1.041691,0.979975,0,0.413308
6.037483,1.116551,1.050321,1.062255,1.054948,1.02175,0.953385,0.957616,0.909045,0.930105,0.990855,1.023417,0.945795,0.870673,1.041691,0.979977,0,0.413337
6.0375,1.116552,1.050322,1.062256,1.054949,1.021752,0.953388,0.957618,0.909048,0.930108,0.990857,1.023418,0.945798,0.870676,1.041692,0.979979,0,0.413367
6.037535,1.116554,1.050324,1.062257,1.05495,1.021755,0.953394,0.957623,0.909053,0.930114,0.99086,1.023419,0.945804,0.870681,1.041692,0.979984,0,0.413427
6.037605,1.116558,1.050329,1.06226,1.054954,1.021761,0.953406,0.957633,0.909062,0.930126,0.990866,1.023423,0.945816,0.87069,1.041694,0.979993,0,0.413546
6.037745,1.116567,1.050337,1.062267,1.05496,1.021774,0.953431,0.957653,0.909081,0.930149,0.990879,1.023429,0.94584,0.87071,1.041697,0.980012,0,0.413784
6.038025,1.116584,1.050355,1.062279,1.054972,1.021801,0.95348,0.957693,0.909119,0.930196,0.990903,1.023442,0.945888,0.870749,1.041703,0.980049,0,0.41426
6.038585,1.116617,1.050389,1.062303,1.054997,1.021853,0.953579,0.957773,0.909196,0.93029,0.990953,1.023467,0.945984,0.870827,1.041716,0.980122,0,0.415212
6.039704,1.116684,1.050458,1.062352,1.055045,1.021958,0.953777,0.957933,0.909348,0.930478,0.991052,1.023518,0.946176,0.870982,1.041742,0.98027,0,0.417117
6.041594,1.116795,1.050572,1.062432,1.055125,1.022133,0.954111,0.958204,0.909606,0.930794,0.99122,1.023606,0.9465,0.871245,1.041786,0.980518,0,0.42033
6.041594,1.116795,1.050572,1.062432,1.055125,1.022133,0.954111,0.958204,0.909606,0.930794,0.99122,1.023606,0.9465,0.871245,1.041786,0.980518,0,0.42033
6.041944,1.116815,1.050593,1.062446,1.05514,1.022166,0.954173,0.958254,0.909654,0.930853,0.991252,1.023622,0.94656,0.871293,1.041794,0.980564,0,0.420923
6.04586,1.117034,1.050822,1.062605,1.0553,1.022526,0.954869,0.95882,0.91019,0.931507,0.991604,1.023807,0.947231,0.871838,1.041889,0.981076,0,0.427569
6.04586,1.117034,1.050822,1.062605,1.0553,1.022526,0.954869,0.95882,0.91019,0.931507,0.991604,1.023807,0.947231,0.871838,1.041889,0.981076,0,0.427569
6.046422,1.117064,1.050854,1.062627,1.055322,1.022577,0.954969,0.958901,0.910267,0.931601,0.991655,1.023834,0.947327,0.871916,1.041903,0.981149,0,0.428521
6.047672,1.11713,1.050925,1.062676,1.055371,1.02269,0.955192,0.959083,0.910439,0.931809,0.991768,1.023894,0.947541,0.872089,1.041935,0.981312,0,0.430636
6.047672,1.11713,1.050925,1.062676,1.055371,1.02269,0.955192,0.959083,0.910439,0.931809,0.991768,1.023894,0.947541,0.872089,1.041935,0.981312,0,0.430636
6.049581,1.117229,1.051032,1.062749,1.055444,1.022863,0.955533,0.959361,0.910701,0.932128,0.991943,1.023987,0.947868,0.872355,1.041984,0.981559,0,0.433863
6.049581,1.117229,1.051032,1.062749,1.055444,1.022863,0.955533,0.959361,0.910701,0.932128,0.991943,1.023987,0.947868,0.872355,1.041984,0.981559,0,0.433863
6.050223,1.117262,1.051067,1.062773,1.055469,1.022921,0.955647,0.959455,0.910789,0.932235,0.992002,1.024018,0.947977,0.872444,1.042001,0.981643,0,0.434947
6.050223,1.117262,1.051067,1.062773,1.055469,1.022921,0.955647,0.959455,0.910789,0.932235,0.992002,1.024018,0.947977,0.872444,1.042001,0.981643,0,0.434947
6.0509,1.117296,1.051104,1.062798,1.055494,1.022982,0.955769,0.959554,0.910883,0.932347,0.992064,1.024052,0.948093,0.872538,1.042019,0.98173,0,0.436091
6.055379,1.117511,1.051343,1.062959,1.055656,1.023381,0.956573,0.960212,0.911501,0.933092,0.992478,1.024276,0.948859,0.873162,1.042141,0.982307,0,0.443621
6.056059,1.117542,1.051378,1.062982,1.055679,1.023441,0.956695,0.960312,0.911595,0.933205,0.992542,1.02431,0.948975,0.873257,1.04216,0.982394,0,0.44476
6.056059,1.117542,1.051378,1.062982,1.055679,1.023441,0.956695,0.960312,0.911595,0.933205,0.992542,1.02431,0.948975,0.873257,1.04216,0.982394,0,0.44476
6.059857,1.11771,1.05157,1.063109,1.055808,1.023773,0.95738,0.960875,0.912122,0.933836,0.992898,1.024506,0.949623,0.873789,1.04227,0.982879,0,0.451101
6.066568,1.117976,1.051889,1.063316,1.056017,1.02435,0.958596,0.961878,0.91306,0.934947,0.993538,1.024864,0.950767,0.874735,1.042477,0.983727,0,0.462176
6.066568,1.117976,1.051889,1.063316,1.056017,1.02435,0.958596,0.961878,0.91306,0.934947,0.993538,1.024864,0.950767,0.874735,1.042477,0.983727,0,0.462176
6.066589,1.117977,1.05189,1.063316,1.056018,1.024352,0.958599,0.961881,0.913063,0.934951,0.99354,1.024865,0.950771,0.874738,1.042477,0.98373,0,0.462211
6.066611,1.117977,1.051891,1.063317,1.056018,1.024353,0.958603,0.961884,0.913066,0.934954,0.993542,1.024866,0.950775,0.87474,1.042478,0.983732,0,0.462246
6.066653,1.117979,1.051893,1.063318,1.05602,1.024357,0.958611,0.96189,0.913072,0.934961,0.993546,1.024868,0.950782,0.874745,1.042479,0.983737,0,0.462316
6.066738,1.117982,1.051897,1.06332,1.056022,1.024364,0.958626,0.961903,0.913083,0.934974,0.993554,1.024872,0.950796,0.874752,1.042482,0.983748,0,0.462453
6.066909,1.117987,1.051904,1.063325,1.056026,1.024377,0.958655,0.961926,0.913103,0.934999,0.993569,1.024881,0.950822,0.874758,1.042487,0.983768,0,0.462726
6.067249,1.117998,1.051916,1.063332,1.056034,1.024402,0.95871,0.96197,0.913137,0.935045,0.993597,1.024896,0.950871,0.874743,1.042495,0.983805,0,0.463261
6.067931,1.118015,1.051938,1.063344,1.056046,1.024447,0.958811,0.962049,0.913188,0.935122,0.993645,1.024922,0.950957,0.874629,1.042509,0.983871,0,0.464299
6.068884,1.118035,1.051962,1.063356,1.056059,1.024502,0.95894,0.962147,0.913237,0.935212,0.993706,1.024953,0.951062,0.874368,1.042524,0.983955,0,0.46571
6.068884,1.118035,1.051962,1.063356,1.056059,1.024502,0.95894,0.962147,0.913237,0.935212,0.993706,1.024953,0.951062,0.874368,1.042524,0.983955,0,0.46571
6.068905,1.118035,1.051963,1.063356,1.056059,1.024503,0.958943,0.962149,0.913237,0.935213,0.993707,1.024953,0.951064,0.87436,1.042525,0.983957,0,0.46574
6.068927,1.118035,1.051963,1.063356,1.05606,1.024504,0.958945,0.962151,0.913238,0.935215,0.993708,1.024954,0.951066,0.874352,1.042525,0.983958,0,0.465771
6.068969,1.118036,1.051964,1.063356,1.05606,1.024506,0.95895,0.962155,0.913239,0.935218,0.99371,1.024955,0.95107,0.874335,1.042525,0.983962,0,0.465832
6.069055,1.118037,1.051966,1.063357,1.056061,1.024511,0.958961,0.962163,0.913241,0.935225,0.993715,1.024957,0.951078,0.874303,1.042526,0.983968,0,0.465955
6.069225,1.11804,1.051969,1.063359,1.056062,1.02452,0.958982,0.962178,0.913246,0.935238,0.993724,1.024962,0.951094,0.874237,1.042528,0.983981,0,0.4662
6.069567,1.118046,1.051976,1.063361,1.056065,1.024537,0.959024,0.96221,0.913256,0.935263,0.993743,1.024971,0.951126,0.874107,1.042532,0.984008,0,0.46669
6.069575,1.118046,1.051976,1.063361,1.056065,1.024537,0.959025,0.96221,0.913256,0.935264,0.993743,1.024971,0.951127,0.874104,1.042533,0.984009,0,0.466702
6.069575,1.118046,1.051976,1.063361,1.056065,1.024537,0.959025,0.96221,0.913256,0.935264,0.993743,1.024971,0.951127,0.874104,1.042533,0.984009,0,0.466702
6.069597,1.118046,1.051977,1.063362,1.056066,1.024538,0.959028,0.962212,0.913256,0.935266,0.993744,1.024972,0.951129,0.874096,1.042533,0.98401,0,0.466733
