time,NETWORK_B-110_Upu_value,NETWORK_B-111_Upu_value,NETWORK_B-112_Upu_value,NETWORK_B-113_Upu_value,NETWORK_B-114_Upu_value,NETWORK_B-115_Upu_value,NETWORK_B-116_Upu_value,NETWORK_B-117_Upu_value,NETWORK_B-118_Upu_value,NETWORK_B-119_Upu_value,NETWORK_B-120_Upu_value,NETWORK_B-121_Upu_value,NETWORK_B-122_Upu_value,NETWORK_B-123_Upu_value,NETWORK_B-124_Upu_value,121_NUCLEAR_1_generator_thetaInternal_value,122_HYDRO_1_generator_thetaInternal_value
0,1.021468,0.967913,0.974648,0.965753,0.957736,0.951161,0.950356,0.949997,0.953203,0.953745,0.962808,0.959665,0.966618,0.96877,0.949996,0.922222,0.391423
0.01,1.021466,0.967911,0.974646,0.965751,0.957735,0.95116,0.950355,0.949995,0.953201,0.953743,0.962806,0.959663,0.966617,0.968769,0.949995,0.92222,0.391421
0.01,1.021466,0.967911,0.974646,0.965751,0.957735,0.95116,0.950355,0.949995,0.953201,0.953743,0.962806,0.959663,0.966617,0.968769,0.949995,0.92222,0.391421
0.024196,1.021464,0.967909,0.974644,0.965749,0.957733,0.951158,0.950353,0.949994,0.953199,0.953741,0.962804,0.959661,0.966615,0.968767,0.949993,0.922218,0.391419
0.038391,1.021462,0.967908,0.974643,0.965748,0.957731,0.951156,0.950351,0.949992,0.953198,0.95374,0.962803,0.95966,0.966614,0.968765,0.949991,0.922216,0.391417
0.048172,1.021462,0.967907,0.974642,0.965747,0.95773,0.951155,0.950351,0.949991,0.953197,0.953739,0.962802,0.959659,0.966613,0.968764,0.949991,0.922215,0.391416
0.048172,1.021462,0.967907,0.974642,0.965747,0.95773,0.951155,0.950351,0.949991,0.953197,0.953739,0.962802,0.959659,0.966613,0.968764,0.949991,0.922215,0.391416
0.048172,1.021462,0.967907,0.974642,0.965747,0.95773,0.951155,0.950351,0.949991,0.953197,0.953739,0.962802,0.959659,0.966613,0.968764,0.949991,0.922215,0.391416
0.048172,1.021462,0.967907,0.974642,0.965747,0.95773,0.951155,0.950351,0.949991,0.953197,0.953739,0.962802,0.959659,0.966613,0.968764,0.949991,0.922215,0.391416
0.068124,1.02146,0.967905,0.97464,0.965745,0.957729,0.951154,0.950349,0.94999,0.953196,0.953738,0.962801,0.959658,0.966612,0.968763,0.949989,0.922214,0.391414
0.088076,1.021459,0.967904,0.974639,0.965744,0.957728,0.951153,0.950348,0.949989,0.953194,0.953737,0.9628,0.959656,0.966611,0.968762,0.949988,0.922213,0.391414
0.099151,1.021458,0.967904,0.974638,0.965743,0.957727,0.951152,0.950347,0.949988,0.953194,0.953736,0.962799,0.959656,0.96661,0.968761,0.949987,0.922213,0.391413
0.099151,1.021458,0.967904,0.974638,0.965743,0.957727,0.951152,0.950347,0.949988,0.953194,0.953736,0.962799,0.959656,0.96661,0.968761,0.949987,0.922213,0.391413
0.117402,1.021457,0.967903,0.974638,0.965743,0.957727,0.951151,0.950347,0.949987,0.953193,0.953735,0.962798,0.959655,0.966609,0.968761,0.949986,0.922212,0.391413
0.117402,1.021457,0.967903,0.974638,0.965743,0.957727,0.951151,0.950347,0.949987,0.953193,0.953735,0.962798,0.959655,0.966609,0.968761,0.949986,0.922212,0.391413
0.130629,1.021457,0.967902,0.974637,0.965742,0.957726,0.951151,0.950346,0.949987,0.953192,0.953735,0.962798,0.959655,0.966609,0.96876,0.949986,0.922212,0.391414
0.130629,1.021457,0.967902,0.974637,0.965742,0.957726,0.951151,0.950346,0.949987,0.953192,0.953735,0.962798,0.959655,0.966609,0.96876,0.949986,0.922212,0.391414
0.150498,1.021456,0.967901,0.974636,0.965741,0.957725,0.95115,0.950345,0.949986,0.953192,0.953734,0.962797,0.959654,0.966608,0.96876,0.949985,0.922212,0.391414
0.170368,1.021455,0.967901,0.974636,0.965741,0.957725,0.951149,0.950345,0.949985,0.953191,0.953733,0.962797,0.959653,0.966607,0.968759,0.949985,0.922212,0.391415
0.210107,1.021454,0.9679,0.974635,0.96574,0.957724,0.951148,0.950344,0.949984,0.95319,0.953733,0.962796,0.959652,0.966606,0.968758,0.949983,0.922213,0.391417
0.249845,1.021454,0.967899,0.974634,0.965739,0.957723,0.951148,0.950343,0.949984,0.953189,0.953732,0.962795,0.959652,0.966606,0.968758,0.949983,0.922214,0.39142
0.301087,1.021453,0.967899,0.974634,0.965739,0.957723,0.951147,0.950343,0.949983,0.953189,0.953732,0.962795,0.959651,0.966605,0.968758,0.949982,0.922215,0.391424
0.301087,1.021453,0.967899,0.974634,0.965739,0.957723,0.951147,0.950343,0.949983,0.953189,0.953732,0.962795,0.959651,0.966605,0.968758,0.949982,0.922215,0.391424
0.320786,1.021453,0.967899,0.974634,0.965739,0.957723,0.951147,0.950343,0.949983,0.953189,0.953732,0.962795,0.959651,0.966605,0.968758,0.949982,0.922216,0.391425
0.340485,1.021453,0.967899,0.974634,0.965739,0.957723,0.951148,0.950343,0.949983,0.953189,0.953732,0.962796,0.959652,0.966605,0.968758,0.949982,0.922216,0.391427
0.379883,1.021454,0.967899,0.974634,0.965739,0.957724,0.951148,0.950343,0.949984,0.95319,0.953732,0.962796,0.959652,0.966606,0.968759,0.949983,0.922217,0.391429
0.458678,1.021455,0.967901,0.974636,0.965741,0.957725,0.95115,0.950345,0.949986,0.953192,0.953734,0.962798,0.959654,0.966608,0.968761,0.949985,0.922217,0.391432
0.47693,1.021456,0.967902,0.974637,0.965742,0.957726,0.951151,0.950346,0.949986,0.953192,0.953735,0.962799,0.959655,0.966608,0.968761,0.949985,0.922217,0.391432
0.47693,1.021456,0.967902,0.974637,0.965742,0.957726,0.951151,0.950346,0.949986,0.953192,0.953735,0.962799,0.959655,0.966608,0.968761,0.949985,0.922217,0.391432
0.496453,1.021457,0.967902,0.974637,0.965742,0.957727,0.951151,0.950347,0.949987,0.953193,0.953736,0.962799,0.959655,0.966609,0.968762,0.949986,0.922217,0.391432
0.515976,1.021457,0.967903,0.974638,0.965743,0.957728,0.951152,0.950348,0.949988,0.953194,0.953737,0.9628,0.959656,0.96661,0.968763,0.949987,0.922216,0.391432
0.555022,1.021459,0.967905,0.97464,0.965745,0.95773,0.951154,0.950349,0.94999,0.953196,0.953738,0.962802,0.959658,0.966612,0.968765,0.949989,0.922215,0.391432
0.633115,1.021463,0.967909,0.974644,0.965749,0.957734,0.951159,0.950354,0.949994,0.9532,0.953743,0.962806,0.959663,0.966616,0.968769,0.949993,0.92221,0.39143
0.789299,1.021473,0.967919,0.974653,0.965758,0.957743,0.951168,0.950363,0.950004,0.95321,0.953752,0.962815,0.959672,0.966625,0.968777,0.950002,0.9222,0.391425
0.945484,1.021481,0.967927,0.974661,0.965767,0.957752,0.951176,0.950371,0.950012,0.953218,0.953759,0.962822,0.959681,0.966633,0.968784,0.950011,0.922191,0.391421
1.101668,1.021487,0.967932,0.974666,0.965771,0.957757,0.95118,0.950376,0.950017,0.953223,0.953764,0.962826,0.959685,0.966638,0.968788,0.950015,0.922187,0.391419
1.257853,1.021487,0.967933,0.974667,0.965772,0.957757,0.951181,0.950376,0.950017,0.953223,0.953764,0.962826,0.959686,0.966638,0.968788,0.950016,0.92219,0.39142
1.414037,1.021484,0.967929,0.974664,0.965769,0.957754,0.951177,0.950372,0.950014,0.95322,0.95376,0.962823,0.959682,0.966634,0.968785,0.950012,0.922198,0.391421
1.570222,1.021479,0.967924,0.974658,0.965763,0.957748,0.951171,0.950366,0.950007,0.953213,0.953754,0.962817,0.959675,0.966628,0.968779,0.950006,0.922207,0.391423
1.615475,1.021477,0.967922,0.974656,0.965761,0.957746,0.951169,0.950364,0.950005,0.953211,0.953753,0.962815,0.959673,0.966626,0.968777,0.950004,0.92221,0.391423
1.615475,1.021477,0.967922,0.974656,0.965761,0.957746,0.951169,0.950364,0.950005,0.953211,0.953753,0.962815,0.959673,0.966626,0.968777,0.950004,0.92221,0.391423
1.63386,1.021476,0.967921,0.974655,0.965761,0.957745,0.951168,0.950364,0.950004,0.95321,0.953752,0.962814,0.959672,0.966625,0.968777,0.950003,0.922211,0.391423
1.652244,1.021475,0.96792,0.974655,0.96576,0.957744,0.951167,0.950363,0.950003,0.953209,0.953751,0.962814,0.959671,0.966625,0.968776,0.950003,0.922212,0.391424
1.689013,1.021474,0.967918,0.974653,0.965758,0.957742,0.951166,0.950361,0.950002,0.953208,0.953749,0.962812,0.95967,0.966623,0.968774,0.950001,0.922214,0.391424
1.762551,1.021471,0.967915,0.97465,0.965755,0.957739,0.951162,0.950358,0.949998,0.953204,0.953746,0.962809,0.959666,0.96662,0.968772,0.949998,0.922217,0.391425
1.909627,1.021466,0.967911,0.974646,0.965751,0.957734,0.951157,0.950353,0.949993,0.953199,0.953742,0.962805,0.959661,0.966614,0.968768,0.949993,0.922222,0.391426
1.961351,1.021465,0.96791,0.974645,0.96575,0.957733,0.951156,0.950352,0.949992,0.953197,0.953741,0.962804,0.959659,0.966613,0.968767,0.949992,0.922222,0.391426
1.961351,1.021465,0.96791,0.974645,0.96575,0.957733,0.951156,0.950352,0.949992,0.953197,0.953741,0.962804,0.959659,0.966613,0.968767,0.949992,0.922222,0.391426
1.979389,1.021465,0.96791,0.974645,0.96575,0.957733,0.951156,0.950351,0.949991,0.953197,0.95374,0.962804,0.959659,0.966613,0.968766,0.949991,0.922222,0.391426
1.997428,1.021465,0.967909,0.974644,0.965749,0.957732,0.951156,0.950351,0.949991,0.953197,0.95374,0.962804,0.959659,0.966612,0.968766,0.949991,0.922223,0.391427
2.033505,1.021464,0.967909,0.974644,0.965749,0.957732,0.951155,0.950351,0.94999,0.953196,0.95374,0.962803,0.959658,0.966612,0.968766,0.949991,0.922223,0.391427
2.10566,1.021464,0.967909,0.974644,0.965749,0.957732,0.951155,0.95035,0.94999,0.953195,0.953739,0.962803,0.959657,0.966611,0.968766,0.94999,0.922222,0.391427
2.249969,1.021465,0.967909,0.974645,0.96575,0.957733,0.951155,0.950351,0.949991,0.953196,0.95374,0.962804,0.959658,0.966612,0.968767,0.949991,0.922221,0.391428
2.394278,1.021467,0.967912,0.974647,0.965752,0.957735,0.951158,0.950354,0.949993,0.953199,0.953743,0.962807,0.959661,0.966614,0.968769,0.949994,0.922217,0.391427
2.538588,1.021471,0.967915,0.97465,0.965756,0.957739,0.951162,0.950357,0.949997,0.953203,0.953746,0.96281,0.959665,0.966618,0.968773,0.949997,0.922214,0.391427
2.682897,1.021474,0.967919,0.974653,0.965759,0.957742,0.951165,0.950361,0.950001,0.953207,0.95375,0.962813,0.959669,0.966621,0.968776,0.950001,0.92221,0.391426
2.827206,1.021476,0.967921,0.974656,0.965761,0.957745,0.951168,0.950363,0.950004,0.95321,0.953752,0.962815,0.959672,0.966624,0.968778,0.950003,0.922208,0.391425
3.115824,1.021477,0.967922,0.974657,0.965762,0.957746,0.95117,0.950365,0.950006,0.953212,0.953753,0.962816,0.959674,0.966626,0.968778,0.950005,0.922206,0.391424
3.404443,1.021475,0.96792,0.974654,0.96576,0.957744,0.951167,0.950363,0.950003,0.953209,0.953751,0.962814,0.959671,0.966624,0.968776,0.950003,0.922209,0.391424
3.693061,1.021471,0.967916,0.974651,0.965756,0.95774,0.951163,0.950359,0.949999,0.953205,0.953747,0.96281,0.959667,0.96662,0.968772,0.949999,0.922212,0.391425
3.981679,1.021468,0.967913,0.974648,0.965753,0.957737,0.95116,0.950356,0.949996,0.953202,0.953744,0.962808,0.959664,0.966617,0.96877,0.949996,0.922214,0.391426
4.270298,1.021468,0.967913,0.974648,0.965753,0.957737,0.95116,0.950356,0.949996,0.953202,0.953744,0.962808,0.959664,0.966617,0.96877,0.949996,0.922213,0.391427
4.558916,1.02147,0.967915,0.97465,0.965755,0.957739,0.951162,0.950358,0.949998,0.953204,0.953746,0.96281,0.959666,0.966619,0.968772,0.949998,0.922209,0.391427
4.847535,1.021472,0.967917,0.974652,0.965757,0.957741,0.951165,0.95036,0.950001,0.953206,0.953749,0.962812,0.959668,0.966621,0.968774,0.95,0.922206,0.391426
4.999999,1.021473,0.967918,0.974653,0.965758,0.957742,0.951166,0.950361,0.950002,0.953207,0.95375,0.962813,0.959669,0.966622,0.968775,0.950001,0.922205,0.391426
4.999999,0.873246,0.77441,0.814148,0.809351,0.694764,0.386806,0.487248,0.288409,0.195681,0.619206,0.735983,0.065239,0.297237,0.800613,0.496805,1.552299,-0.067241
4.999999,0.873244,0.774408,0.814146,0.80935,0.694762,0.386804,0.487246,0.288408,0.19568,0.619203,0.735981,0.065239,0.297237,0.800611,0.496803,1.552294,-0.067245
5,0.873243,0.774406,0.814144,0.809348,0.69476,0.386802,0.487243,0.288406,0.19568,0.619201,0.735979,0.065238,0.297237,0.800609,0.496801,1.55229,-0.067249
5.000001,0.873239,0.774402,0.814141,0.809344,0.694755,0.386797,0.487239,0.288404,0.195678,0.619197,0.735975,0.065238,0.297237,0.800605,0.496797,1.552281,-0.067257
5.000002,0.873233,0.774395,0.814134,0.809338,0.694747,0.386788,0.487229,0.288399,0.195675,0.619188,0.735966,0.065236,0.297238,0.800597,0.496788,1.552263,-0.067273
5.000006,0.873221,0.77438,0.81412,0.809324,0.69473,0.38677,0.48721,0.288389,0.195669,0.61917,0.73595,0.065233,0.297238,0.800582,0.496771,1.552227,-0.067305
5.000013,0.873196,0.774351,0.814093,0.809297,0.694695,0.386734,0.487172,0.28837,0.195657,0.619135,0.735917,0.065228,0.29724,0.80055,0.496737,1.552155,-0.067369
5.000015,0.873189,0.774343,0.814085,0.809289,0.694685,0.386723,0.487161,0.288364,0.195654,0.619125,0.735908,0.065226,0.29724,0.800542,0.496728,1.552135,-0.067387
5.000015,0.873189,0.774343,0.814085,0.809289,0.694685,0.386723,0.487161,0.288364,0.195654,0.619125,0.735908,0.065226,0.29724,0.800542,0.496728,1.552135,-0.067387
5.000015,0.873187,0.774341,0.814083,0.809287,0.694683,0.386721,0.487159,0.288363,0.195653,0.619122,0.735906,0.065226,0.29724,0.80054,0.496726,1.55213,-0.067391
5.000015,0.873185,0.774339,0.814082,0.809286,0.694681,0.386719,0.487156,0.288362,0.195652,0.61912,0.735904,0.065225,0.29724,0.800538,0.496724,1.552126,-0.067395
5.000016,0.873182,0.774336,0.814078,0.809282,0.694677,0.386714,0.487152,0.288359,0.195651,0.619116,0.7359,0.065225,0.29724,0.800534,0.496719,1.552117,-0.067403
5.000018,0.873176,0.774328,0.814071,0.809275,0.694668,0.386705,0.487142,0.288355,0.195648,0.619107,0.735891,0.065223,0.297241,0.800526,0.496711,1.552098,-0.067419
5.000021,0.873163,0.774313,0.814058,0.809262,0.69465,0.386687,0.487123,0.288345,0.195642,0.619089,0.735875,0.06522,0.297241,0.80051,0.496694,1.552062,-0.067451
5.000028,0.873138,0.774284,0.81403,0.809234,0.694616,0.38665,0.487084,0.288325,0.19563,0.619053,0.735842,0.065215,0.297243,0.800479,0.496659,1.55199,-0.067515
5.000042,0.873088,0.774225,0.813975,0.809179,0.694546,0.386577,0.487007,0.288286,0.195606,0.618982,0.735776,0.065203,0.297245,0.800416,0.496591,1.551845,-0.067644
5.000069,0.872987,0.774108,0.813864,0.809069,0.694407,0.386431,0.486854,0.288208,0.195558,0.618839,0.735644,0.065181,0.297251,0.80029,0.496454,1.551556,-0.067901
5.000124,0.872785,0.773873,0.813644,0.80885,0.694129,0.386139,0.486548,0.288052,0.195462,0.618555,0.735381,0.065135,0.297262,0.800039,0.496181,1.550978,-0.068414
5.000179,0.872584,0.773639,0.813425,0.808632,0.693853,0.385849,0.486243,0.287897,0.195367,0.618271,0.735119,0.06509,0.297272,0.799788,0.49591,1.550402,-0.068926
5.000234,0.872384,0.773405,0.813206,0.808414,0.693577,0.385561,0.48594,0.287742,0.195272,0.617989,0.734858,0.065045,0.297283,0.799539,0.495639,1.549827,-0.069436
5.000289,0.872184,0.773173,0.812987,0.808197,0.693302,0.385273,0.485638,0.287588,0.195178,0.617707,0.734597,0.065,0.297294,0.79929,0.49537,1.549253,-0.069945
5.000344,0.871985,0.772941,0.812769,0.80798,0.693028,0.384987,0.485337,0.287435,0.195083,0.617427,0.734338,0.064956,0.297305,0.799042,0.495102,1.548681,-0.070453
5.000399,0.871786,0.772709,0.812552,0.807764,0.692755,0.384702,0.485037,0.287282,0.19499,0.617148,0.734079,0.064911,0.297316,0.798795,0.494835,1.54811,-0.070959
5.000405,0.871763,0.772683,0.812528,0.80774,0.692724,0.38467,0.485003,0.287265,0.194979,0.617116,0.73405,0.064906,0.297317,0.798767,0.494804,1.548046,-0.071016
5.000405,0.871763,0.772683,0.812528,0.80774,0.692724,0.38467,0.485003,0.287265,0.194979,0.617116,0.73405,0.064906,0.297317,0.798767,0.494804,1.548046,-0.071016
5.000405,0.871763,0.772682,0.812527,0.807739,0.692723,0.384669,0.485002,0.287265,0.194979,0.617115,0.734049,0.064906,0.297317,0.798766,0.494803,1.548044,-0.071018
5.000405,0.871762,0.772681,0.812526,0.807738,0.692722,0.384668,0.485001,0.287264,0.194978,0.617114,0.734048,0.064906,0.297317,0.798765,0.494802,1.548041,-0.07102
5.000406,0.87176,0.772679,0.812524,0.807736,0.692719,0.384666,0.484998,0.287263,0.194977,0.617112,0.734045,0.064905,0.297317,0.798763,0.4948,1.548036,-0.071025
5.000407,0.871757,0.772675,0.81252,0.807732,0.692715,0.384661,0.484993,0.28726,0.194976,0.617107,0.734041,0.064905,0.297318,0.798758,0.494795,1.548027,-0.071033
5.000409,0.87175,0.772667,0.812513,0.807725,0.692705,0.384651,0.484983,0.287255,0.194973,0.617097,0.734032,0.064903,0.297318,0.79875,0.494786,1.548007,-0.071051
5.000412,0.871736,0.772652,0.812498,0.80771,0.692687,0.384631,0.484962,0.287244,0.194966,0.617078,0.734014,0.0649,0.297319,0.798733,0.494768,1.547968,-0.071085
5.00042,0.871709,0.77262,0.812468,0.80768,0.692649,0.384593,0.484922,0.287223,0.194953,0.61704,0.733979,0.064894,0.29732,0.798699,0.494731,1.54789,-0.071154
5.000435,0.871654,0.772557,0.812409,0.807621,0.692575,0.384515,0.48484,0.287182,0.194928,0.616964,0.733908,0.064882,0.297323,0.798631,0.494658,1.547734,-0.071293
5.000465,0.871546,0.77243,0.81229,0.807503,0.692425,0.384359,0.484676,0.287098,0.194876,0.616811,0.733767,0.064857,0.29733,0.798496,0.494513,1.547421,-0.071568
5.000525,0.871329,0.772178,0.812053,0.807267,0.692128,0.38405,0.484351,0.286933,0.194774,0.616507,0.733485,0.064809,0.297344,0.798227,0.494222,1.546798,-0.072116
5.000586,0.871112,0.771926,0.811817,0.807032,0.691831,0.383742,0.484027,0.286768,0.194673,0.616205,0.733204,0.064761,0.297359,0.797958,0.493933,1.546176,-0.072659
5.000646,0.870896,0.771676,0.811581,0.806798,0.691536,0.383436,0.483704,0.286604,0.194572,0.615903,0.732924,0.064713,0.297376,0.79769,0.493645,1.545556,-0.073198
5.000706,0.870681,0.771426,0.811347,0.806565,0.691241,0.383132,0.483383,0.286441,0.194472,0.615603,0.732646,0.064665,0.297394,0.797423,0.493359,1.544938,-0.073732
5.000766,0.870466,0.771177,0.811112,0.806332,0.690948,0.382829,0.483064,0.286279,0.194372,0.615305,0.732368,0.064617,0.297413,0.797157,0.493073,1.54432,-0.074261
5.000827,0.870252,0.770929,0.810879,0.8061,0.690656,0.382527,0.482746,0.286118,0.194272,0.615007,0.732091,0.06457,0.297434,0.796892,0.49279,1.543705,-0.074786
5.000887,0.870038,0.770681,0.810647,0.805868,0.690365,0.382227,0.48243,0.285957,0.194174,0.614711,0.731815,0.064522,0.297456,0.796627,0.492507,1.543091,-0.075307
5.000947,0.869825,0.770435,0.810415,0.805638,0.690074,0.381929,0.482115,0.285798,0.194075,0.614416,0.731541,0.064475,0.297479,0.796364,0.492226,1.542479,-0.075823
5.000999,0.869643,0.770224,0.810216,0.805441,0.689826,0.381674,0.481847,0.285662,0.193991,0.614164,0.731306,0.064435,0.2975,0.796139,0.491986,1.541955,-0.076261
5.000999,0.869643,0.770224,0.810216,0.805441,0.689826,0.381674,0.481847,0.285662,0.193991,0.614164,0.731306,0.064435,0.2975,0.796139,0.491986,1.541955,-0.076261
5.001007,0.869613,0.770189,0.810183,0.805408,0.689785,0.381632,0.481802,0.28564,0.193978,0.614122,0.731267,0.064429,0.297504,0.796101,0.491946,1.541868,-0.076334
5.001068,0.869401,0.769944,0.809953,0.805179,0.689497,0.381337,0.48149,0.285482,0.19388,0.61383,0.730994,0.064382,0.29753,0.79584,0.491667,1.541258,-0.076841
5.001128,0.86919,0.7697,0.809723,0.80495,0.68921,0.381043,0.48118,0.285326,0.193784,0.613539,0.730722,0.064335,0.297557,0.795579,0.49139,1.540651,-0.077343
5.001188,0.868979,0.769457,0.809494,0.804722,0.688924,0.380751,0.480872,0.28517,0.193687,0.613249,0.730452,0.064289,0.297585,0.795319,0.491114,1.540044,-0.077842
5.001248,0.868769,0.769214,0.809266,0.804495,0.688639,0.38046,0.480565,0.285015,0.193591,0.61296,0.730182,0.064243,0.297615,0.79506,0.490839,1.53944,-0.078335
5.001308,0.868559,0.768972,0.809038,0.804269,0.688355,0.380171,0.480259,0.284861,0.193496,0.612672,0.729913,0.064197,0.297645,0.794802,0.490565,1.538836,-0.078825
5.001369,0.868351,0.768731,0.808811,0.804043,0.688072,0.379883,0.479955,0.284708,0.193401,0.612386,0.729646,0.064152,0.297677,0.794544,0.490293,1.538235,-0.07931
5.00148,0.867964,0.768286,0.808392,0.803626,0.68755,0.379353,0.479395,0.284427,0.193227,0.611858,0.729151,0.064068,0.29774,0.794069,0.489791,1.537123,-0.080198
5.00148,0.867964,0.768286,0.808392,0.803626,0.68755,0.379353,0.479395,0.284427,0.193227,0.611858,0.729151,0.064068,0.29774,0.794069,0.489791,1.537123,-0.080198
5.001481,0.867963,0.768285,0.80839,0.803625,0.687548,0.379351,0.479393,0.284426,0.193226,0.611856,0.72915,0.064067,0.29774,0.794068,0.489789,1.537119,-0.080201
5.001481,0.867962,0.768283,0.808389,0.803623,0.687546,0.379349,0.479391,0.284425,0.193226,0.611854,0.729148,0.064067,0.297741,0.794066,0.489787,1.537115,-0.080204
5.001482,0.867959,0.76828,0.808386,0.80362,0.687543,0.379345,0.479387,0.284423,0.193224,0.611851,0.729144,0.064066,0.297741,0.794063,0.489784,1.537107,-0.080211
5.001484,0.867954,0.768274,0.80838,0.803614,0.687535,0.379338,0.479379,0.284419,0.193222,0.611843,0.729137,0.064065,0.297742,0.794056,0.489777,1.537091,-0.080223
5.001487,0.867943,0.768261,0.808368,0.803602,0.687521,0.379323,0.479363,0.284411,0.193217,0.611828,0.729124,0.064063,0.297744,0.794042,0.489763,1.53706,-0.080248
5.001493,0.867921,0.768236,0.808344,0.803579,0.687491,0.379293,0.479331,0.284395,0.193207,0.611798,0.729096,0.064058,0.297747,0.794016,0.489734,1.536997,-0.080298
5.001506,0.867877,0.768185,0.808297,0.803532,0.687432,0.379233,0.479268,0.284363,0.193188,0.611739,0.72904,0.064049,0.297755,0.793962,0.489678,1.536871,-0.080398
5.001531,0.86779,0.768085,0.808202,0.803437,0.687314,0.379114,0.479142,0.2843,0.193148,0.61162,0.728928,0.06403,0.29777,0.793854,0.489564,1.536619,-0.080597
5.001548,0.867733,0.768019,0.80814,0.803376,0.687237,0.379036,0.479059,0.284259,0.193123,0.611542,0.728855,0.064017,0.29778,0.793785,0.489491,1.536455,-0.080726
5.001548,0.867733,0.768019,0.80814,0.803376,0.687237,0.379036,0.479059,0.284259,0.193123,0.611542,0.728855,0.064017,0.29778,0.793785,0.489491,1.536455,-0.080726
5.001548,0.867731,0.768018,0.808139,0.803375,0.687235,0.379034,0.479057,0.284258,0.193122,0.61154,0.728854,0.064017,0.29778,0.793783,0.489489,1.536451,-0.080729
5.001549,0.86773,0.768016,0.808137,0.803373,0.687234,0.379032,0.479055,0.284257,0.193121,0.611538,0.728852,0.064017,0.29778,0.793781,0.489487,1.536447,-0.080732
5.001549,0.867727,0.768013,0.808134,0.80337,0.68723,0.379028,0.479051,0.284255,0.19312,0.611535,0.728848,0.064016,0.297781,0.793778,0.489484,1.536439,-0.080738
5.001551,0.867722,0.768007,0.808128,0.803364,0.687222,0.379021,0.479043,0.28425,0.193118,0.611527,0.728841,0.064015,0.297782,0.793771,0.489476,1.536423,-0.080751
5.001554,0.867711,0.767994,0.808116,0.803352,0.687207,0.379006,0.479028,0.284242,0.193113,0.611512,0.728827,0.064012,0.297784,0.793757,0.489462,1.536392,-0.080776
5.001561,0.867689,0.767969,0.808092,0.803328,0.687178,0.378976,0.478996,0.284226,0.193103,0.611482,0.728799,0.064008,0.297788,0.79373,0.489434,1.536328,-0.080826
5.001574,0.867645,0.767918,0.808044,0.803281,0.687118,0.378915,0.478932,0.284195,0.193083,0.611422,0.728743,0.063998,0.297795,0.793676,0.489376,1.536201,-0.080926
5.001599,0.867556,0.767816,0.807949,0.803186,0.686999,0.378795,0.478805,0.284131,0.193043,0.611302,0.72863,0.063979,0.297811,0.793568,0.489262,1.535946,-0.081126
5.001651,0.86738,0.767613,0.807758,0.802996,0.686761,0.378555,0.478551,0.284003,0.192964,0.611062,0.728405,0.063941,0.297843,0.793351,0.489035,1.535439,-0.081523
5.001754,0.867029,0.76721,0.807377,0.802617,0.686288,0.378078,0.478046,0.283751,0.192807,0.610585,0.727958,0.063865,0.29791,0.79292,0.488582,1.534426,-0.082307
5.00184,0.866737,0.766874,0.80706,0.802302,0.685895,0.377683,0.477627,0.283542,0.192677,0.610189,0.727586,0.063802,0.297969,0.792562,0.488207,1.533584,-0.082954
5.00184,0.866737,0.766874,0.80706,0.802302,0.685895,0.377683,0.477627,0.283542,0.192677,0.610189,0.727586,0.063802,0.297969,0.792562,0.488207,1.533584,-0.082954
5.00184,0.866735,0.766872,0.807059,0.802301,0.685893,0.377681,0.477625,0.283541,0.192677,0.610187,0.727584,0.063801,0.297969,0.79256,0.488205,1.53358,-0.082957
5.00184,0.866734,0.766871,0.807057,0.802299,0.685891,0.377679,0.477623,0.28354,0.192676,0.610185,0.727582,0.063801,0.297969,0.792558,0.488203,1.533576,-0.08296
5.001841,0.866731,0.766867,0.807054,0.802296,0.685888,0.377675,0.477619,0.283538,0.192675,0.610181,0.727579,0.0638,0.29797,0.792555,0.488199,1.533567,-0.082966
5.001843,0.866725,0.766861,0.807048,0.80229,0.68588,0.377667,0.477611,0.283533,0.192672,0.610173,0.727571,0.063799,0.297971,0.792548,0.488192,1.53355,-0.082979
5.001846,0.866714,0.766847,0.807035,0.802277,0.685864,0.377651,0.477594,0.283525,0.192667,0.610158,0.727557,0.063797,0.297974,0.792534,0.488177,1.533517,-0.083005
5.001853,0.86669,0.76682,0.80701,0.802252,0.685833,0.37762,0.477561,0.283509,0.192657,0.610126,0.727527,0.063792,0.297978,0.792505,0.488147,1.53345,-0.083056
5.001867,0.866644,0.766767,0.806959,0.802202,0.68577,0.377557,0.477494,0.283475,0.192636,0.610063,0.727468,0.063782,0.297988,0.792448,0.488087,1.533315,-0.083158
5.001895,0.866551,0.76666,0.806858,0.802102,0.685645,0.377432,0.477361,0.283409,0.192595,0.609937,0.727349,0.063762,0.298008,0.792334,0.487968,1.533047,-0.083362
5.001914,0.866484,0.766584,0.806786,0.80203,0.685556,0.377342,0.477267,0.283362,0.192565,0.609848,0.727265,0.063747,0.298022,0.792253,0.487883,1.532855,-0.083507
5.001914,0.866484,0.766584,0.806786,0.80203,0.685556,0.377342,0.477267,0.283362,0.192565,0.609848,0.727265,0.063747,0.298022,0.792253,0.487883,1.532855,-0.083507
5.00195,0.866365,0.766447,0.806657,0.801902,0.685396,0.377182,0.477096,0.283277,0.192513,0.609686,0.727114,0.063722,0.298047,0.792106,0.48773,1.532511,-0.083768
