time_95	V4_95	time_5	V4_5
0	1.049808	0	1.049799
0.015	1.049804	0.015	1.049799
0.045	1.049802	0.035	1.049799
0.075	1.049801	0.065	1.049799
0.105	1.0498	0.095	1.049799
0.135	1.049799	0.125	1.049799
0.165	1.049798	0.145	1.049799
0.195	1.049797	0.165	1.049799
0.225	1.049797	0.185	1.0498
0.255	1.049797	0.205	1.0498
0.285	1.049798	0.225	1.049801
0.31	1.049799	0.245	1.049802
0.335	1.0498	0.26	1.049802
0.365	1.049801	0.275	1.049803
0.395	1.049803	0.29	1.049804
0.425	1.049805	0.305	1.049805
0.455	1.049807	0.325	1.049806
0.48	1.049809	0.34	1.049807
0.505	1.049811	0.355	1.049808
0.53	1.049813	0.37	1.04981
0.545	1.049814	0.385	1.049811
0.57	1.049815	0.4	1.049812
0.59	1.049816	0.415	1.049814
0.61	1.049817	0.43	1.049815
0.64	1.049819	0.445	1.049817
0.67	1.04982	0.46	1.049818
0.7	1.049821	0.475	1.049819
0.73	1.049821	0.49	1.049821
0.76	1.049822	0.505	1.049822
0.79	1.049822	0.52	1.049824
0.81	1.049822	0.535	1.049825
0.825	1.049822	0.55	1.049826
0.84	1.049822	0.565	1.049827
0.855	1.049822	0.58	1.049828
0.87	1.049822	0.595	1.04983
0.885	1.049822	0.61	1.049831
0.9	1.049822	0.625	1.049831
0.915	1.049822	0.64	1.049832
0.93	1.049822	0.655	1.049833
0.945	1.049822	0.67	1.049834
0.96	1.049822	0.685	1.049834
0.975	1.049822	0.7	1.049835
0.99	1.049822	0.715	1.049835
1.005	1.049822	0.73	1.049835
1.02	1.049822	0.745	1.049835
1.035	1.049822	0.76	1.049836
1.05	1.049823	0.775	1.049836
1.065	1.049823	0.79	1.049836
1.08	1.049823	0.805	1.049836
1.095	1.049824	0.82	1.049835
1.11	1.049824	0.835	1.049835
1.125	1.049825	0.85	1.049835
1.14	1.049825	0.865	1.049835
1.155	1.049826	0.88	1.049834
1.17	1.049827	0.895	1.049834
1.185	1.049827	0.91	1.049834
1.2	1.049828	0.925	1.049833
1.215	1.049829	0.94	1.049833
1.23	1.04983	0.955	1.049833
1.245	1.049831	0.97	1.049832
1.26	1.049831	0.985	1.049832
1.275	1.049832	1	1.049832
1.29	1.049833	1.015	1.049831
1.305	1.049834	1.03	1.049831
1.32	1.049835	1.045	1.049831
1.335	1.049836	1.06	1.049831
1.35	1.049837	1.075	1.04983
1.365	1.049838	1.09	1.04983
1.38	1.049839	1.105	1.04983
1.395	1.04984	1.12	1.04983
1.41	1.049841	1.135	1.04983
1.425	1.049842	1.15	1.04983
1.44	1.049842	1.165	1.049831
1.455	1.049843	1.18	1.049831
1.47	1.049844	1.195	1.049831
1.485	1.049845	1.21	1.049831
1.5	1.049845	1.225	1.049832
1.515	1.049846	1.24	1.049832
1.53	1.049847	1.255	1.049833
1.545	1.049847	1.27	1.049833
1.56	1.049848	1.285	1.049833
1.575	1.049848	1.3	1.049834
1.59	1.049849	1.315	1.049834
1.605	1.049849	1.33	1.049835
1.62	1.04985	1.345	1.049835
1.635	1.04985	1.36	1.049836
1.65	1.04985	1.375	1.049837
1.665	1.04985	1.39	1.049837
1.68	1.04985	1.405	1.049838
1.695	1.049851	1.42	1.049838
1.71	1.049851	1.435	1.049839
1.725	1.049851	1.45	1.049839
1.74	1.049851	1.465	1.049839
1.755	1.049851	1.48	1.04984
1.77	1.049851	1.495	1.04984
1.785	1.049851	1.51	1.049841
1.8	1.04985	1.525	1.049841
1.815	1.04985	1.54	1.049841
1.83	1.04985	1.555	1.049841
1.845	1.04985	1.57	1.049842
1.86	1.04985	1.585	1.049842
1.875	1.049849	1.6	1.049842
1.89	1.049849	1.615	1.049842
1.905	1.049849	1.63	1.049842
1.92	1.049849	1.645	1.049842
1.935	1.049848	1.66	1.049842
1.95	1.049848	1.675	1.049842
1.965	1.049848	1.69	1.049842
1.98	1.049847	1.705	1.049842
1.995	1.049847	1.72	1.049841
2.01	1.049847	1.735	1.049841
2.025	1.049846	1.75	1.049841
2.04	1.049846	1.765	1.049841
2.055	1.049845	1.78	1.04984
2.07	1.049845	1.795	1.04984
2.085	1.049845	1.81	1.049839
2.1	1.049844	1.825	1.049839
2.115	1.049844	1.84	1.049839
2.13	1.049843	1.855	1.049838
2.145	1.049843	1.87	1.049838
2.16	1.049843	1.885	1.049837
2.175	1.049842	1.9	1.049837
2.19	1.049842	1.915	1.049837
2.205	1.049841	1.93	1.049836
2.22	1.049841	1.945	1.049836
2.235	1.04984	1.96	1.049835
2.25	1.04984	1.975	1.049835
2.265	1.049839	1.99	1.049835
2.28	1.049839	2.005	1.049834
2.3	1.049838	2.02	1.049834
2.315	1.049838	2.035	1.049834
2.33	1.049837	2.05	1.049833
2.345	1.049837	2.065	1.049833
2.36	1.049836	2.08	1.049833
2.375	1.049836	2.095	1.049832
2.39	1.049835	2.11	1.049832
2.405	1.049835	2.125	1.049832
2.42	1.049834	2.14	1.049832
2.435	1.049834	2.155	1.049831
2.45	1.049833	2.17	1.049831
2.465	1.049833	2.185	1.049831
2.48	1.049832	2.2	1.049831
2.495	1.049831	2.215	1.049831
2.51	1.049831	2.23	1.049831
2.525	1.04983	2.245	1.049831
2.54	1.04983	2.26	1.049831
2.555	1.049829	2.275	1.049831
2.57	1.049829	2.29	1.049831
2.585	1.049828	2.305	1.049831
2.6	1.049827	2.32	1.049831
2.615	1.049827	2.335	1.049831
2.63	1.049826	2.35	1.049831
2.645	1.049826	2.365	1.049831
2.66	1.049825	2.38	1.049831
