time	V1
0.755	0.9854
0.76	0.9854
0.765	0.9854
0.77	0.9854
0.775	0.9854
0.78	0.9854
0.785	0.9854
0.79	0.9854
0.795	0.9854
0.8	0.9854
0.805	0.9854
0.81	0.9854
0.815	0.9854
0.82	0.9854
0.825	0.9854
0.83	0.9854
0.835	0.9854
0.84	0.9854
0.845	0.9854
0.85	0.9854
0.855	0.9854
0.86	0.9854
0.865	0.9854
0.87	0.9854
0.875	0.9854
0.88	0.9854
0.885	0.9854
0.89	0.9854
0.895	0.9854
0.9	0.9854
0.905	0.9854
0.91	0.9854
0.915	0.9854
0.92	0.9854
0.925	0.9854
0.93	0.9854
0.935	0.9854
0.94	0.9854
0.945	0.9854
0.95	0.9854
0.955	0.9854
0.96	0.9854
0.965	0.9854
0.97	0.9854
0.975	0.9854
0.98	0.9854
0.985	0.9854
0.99	0.9854
0.995	0.9854
1	0.9854
1	0.1178
1.005	-0.0048
1.005	0.0006
1.01	-0.0253
1.015	-0.032
1.015	-0.032
1.02	-0.0209
1.02	-0.0209
1.025	-0.0062
1.025	-0.0062
1.03	0.0046
1.035	0.0129
1.04	0.0191
1.045	0.0234
1.05	0.0263
1.055	0.0279
1.06	0.0287
1.065	0.0288
1.07	0.0283
1.075	0.0274
1.08	0.0261
1.085	0.0245
1.09	0.0226
1.095	0.0204
1.1	0.0179
1.105	0.0152
1.11	0.0122
1.115	0.0088
1.12	0.0051
1.12	0.0051
1.125	0.0011
1.13	-0.0035
1.135	-0.0085
1.14	-0.0142
1.145	-0.0208
1.145	-0.0208
1.15	-0.0279
1.155	-0.0353
1.16	-0.0428
1.165	-0.0504
1.165	-0.0504
1.17	-0.058
1.175	-0.0655
1.18	-0.073
1.185	-0.0803
1.19	-0.0875
1.195	-0.0946
1.2	-0.1014
1.2	0.6812
1.205	0.8368
1.205	0.8368
1.21	0.8904
1.215	0.9233
1.215	0.9233
1.22	0.9286
1.225	0.9303
1.23	0.9301
1.235	0.9286
1.24	0.926
1.24	0.926
1.245	0.9222
1.25	0.9175
1.255	0.9119
1.255	0.9119
1.26	0.9054
1.265	0.8982
1.27	0.8903
1.275	0.8816
1.28	0.8724
1.285	0.8627
1.285	0.8657
1.29	0.8623
1.295	0.8606
1.3	0.8604
1.305	0.8613
1.31	0.8632
1.315	0.8658
1.32	0.869
1.325	0.8725
1.33	0.8764
1.335	0.8805
1.34	0.8848
1.345	0.8892
1.35	0.8937
1.355	0.8983
1.36	0.903
1.365	0.9076
1.37	0.9123
1.375	0.917
1.38	0.9218
1.385	0.9265
1.39	0.9313
1.395	0.9361
1.4	0.9408
1.405	0.9457
1.41	0.9505
1.415	0.9554
1.42	0.9602
1.425	0.9652
1.43	0.9701
1.435	0.9751
1.44	0.9801
1.445	0.9851
1.45	0.9902
1.455	0.9954
1.46	1.0006
1.465	1.0058
1.47	1.0111
1.475	1.0164
1.48	1.0218
1.485	1.0272
1.49	1.0327
1.495	1.0383
1.5	1.0439
1.505	1.0495
1.51	1.0552
1.515	1.061
1.52	1.0669
1.525	1.0727
1.53	1.0787
1.535	1.0847
1.54	1.0908
1.545	1.0969
1.55	1.1031
1.555	1.1093
1.56	1.1156
1.565	1.1219
1.57	1.1283
1.575	1.1348
1.575	1.1317
1.58	1.1312
1.585	1.1288
1.585	1.1294
1.59	1.1287
1.595	1.128
1.6	1.1273
1.605	1.1265
1.61	1.1257
1.615	1.1249
1.62	1.1241
1.625	1.1232
1.63	1.1224
1.635	1.1215
1.64	1.1206
1.645	1.1197
1.65	1.1187
1.655	1.1178
1.66	1.1168
1.665	1.1158
1.67	1.1149
1.675	1.1139
1.68	1.1129
1.685	1.1119
1.69	1.1109
1.695	1.1099
1.7	1.1089
1.705	1.1079
1.71	1.1069
1.715	1.1058
1.72	1.1048
1.725	1.1038
1.73	1.1028
1.735	1.1017
1.74	1.1007
1.745	1.0997
1.75	1.0986
1.755	1.0976
1.76	1.0966
1.765	1.0956
1.77	1.0945
1.775	1.0935
1.78	1.0925
1.785	1.0915
1.79	1.0905
1.795	1.0894
1.8	1.0884
1.805	1.0874
1.81	1.0864
1.815	1.0855
1.82	1.0845
1.825	1.0835
1.83	1.0825
1.835	1.0815
1.84	1.0806
1.845	1.0796
1.85	1.0786
1.855	1.0777
1.86	1.0768
1.865	1.0758
1.87	1.0749
1.875	1.074
1.88	1.073
1.885	1.0721
1.89	1.0712
1.895	1.0703
1.9	1.0694
1.905	1.0686
1.91	1.0677
1.915	1.0668
1.92	1.0659
1.925	1.0651
1.93	1.0642
1.935	1.0634
1.94	1.0626
1.945	1.0617
1.95	1.0609
1.955	1.0601
1.96	1.0593
1.965	1.0585
1.97	1.0577
1.975	1.0569
1.98	1.0561
1.985	1.0553
1.99	1.0546
1.995	1.0538
2	1.0531
2.005	1.0523
2.01	1.0516
2.015	1.0509
2.02	1.0501
2.025	1.0494
2.03	1.0487
2.035	1.048
2.04	1.0473
2.045	1.0466
2.05	1.0459
2.055	1.0453
2.06	1.0446
2.065	1.0439
2.07	1.0433
2.075	1.0426
2.08	1.042
2.085	1.0413
2.09	1.0407
2.095	1.0401
2.1	1.0395
2.105	1.0388
2.11	1.0382
2.115	1.0376
2.12	1.037
2.125	1.0365
2.13	1.0359
2.135	1.0353
2.14	1.0347
2.145	1.0342
2.15	1.0336
2.155	1.0331
2.16	1.0325
2.165	1.032
2.17	1.0314
2.175	1.0309
2.18	1.0304
2.185	1.0299
2.19	1.0294
2.195	1.0289
2.2	1.0284
2.205	1.0279
2.21	1.0274
2.215	1.0269
2.22	1.0264
2.225	1.0259
2.23	1.0255
2.235	1.025
2.24	1.0245
2.245	1.0241
2.25	1.0236
2.255	1.0232
2.26	1.0227
2.265	1.0223
2.27	1.0219
2.275	1.0214
2.28	1.021
2.285	1.0206
2.29	1.0202
2.295	1.0198
2.3	1.0194
2.305	1.019
2.31	1.0186
2.315	1.0182
2.32	1.0178
2.325	1.0174
2.33	1.017
2.335	1.0167
2.34	1.0163
2.345	1.0159
2.35	1.0156
2.355	1.0152
2.36	1.0149
2.365	1.0145
2.37	1.0142
2.375	1.0138
2.38	1.0135
2.385	1.0132
2.39	1.0128
2.395	1.0125
2.4	1.0122
2.405	1.0119
2.41	1.0115
2.415	1.0112
2.42	1.0109
2.425	1.0106
2.43	1.0103
2.435	1.01
2.44	1.0097
2.445	1.0094
2.45	1.0091
2.455	1.0088
2.46	1.0086
2.465	1.0083
2.47	1.008
2.475	1.0077
2.48	1.0075
2.485	1.0072
2.49	1.0069
2.495	1.0067
2.5	1.0064
2.505	1.0062
2.51	1.0059
2.515	1.0057
2.52	1.0054
2.525	1.0052
2.53	1.0049
2.535	1.0047
2.54	1.0044
2.545	1.0042
2.55	1.004
2.555	1.0038
2.56	1.0035
2.565	1.0033
2.57	1.0031
2.575	1.0029
2.58	1.0027
2.585	1.0024
2.59	1.0022
2.595	1.002
2.6	1.0018
2.605	1.0016
2.61	1.0014
2.615	1.0012
2.62	1.001
2.625	1.0008
2.63	1.0006
2.635	1.0004
2.64	1.0003
2.645	1.0001
2.65	0.9999
2.655	0.9997
2.66	0.9995
2.665	0.9993
2.67	0.9992
2.675	0.999
2.68	0.9988
2.685	0.9987
2.69	0.9985
2.695	0.9983
2.7	0.9982
2.705	0.998
2.71	0.9978
2.715	0.9977
2.72	0.9975
2.725	0.9974
2.73	0.9972
2.735	0.9971
2.74	0.9969
2.745	0.9968
2.75	0.9966
2.755	0.9965
2.76	0.9963
2.765	0.9962
2.77	0.9961
2.775	0.9959
2.78	0.9958
2.785	0.9957
2.79	0.9955
2.795	0.9954
2.8	0.9953
2.805	0.9951
2.81	0.995
2.815	0.9949
2.82	0.9948
2.825	0.9946
2.83	0.9945
2.835	0.9944
2.84	0.9943
2.845	0.9942
2.85	0.9941
2.855	0.9939
2.86	0.9938
2.865	0.9937
2.87	0.9936
2.875	0.9935
2.88	0.9934
2.885	0.9933
2.89	0.9932
2.895	0.9931
2.9	0.993
2.905	0.9929
2.91	0.9928
2.915	0.9927
2.92	0.9926
2.925	0.9925
2.93	0.9924
2.935	0.9923
2.94	0.9922
2.945	0.9921
2.95	0.992
2.955	0.9919
2.96	0.9918
2.965	0.9918
2.97	0.9917
2.975	0.9916
2.98	0.9915
2.985	0.9914
2.99	0.9913
2.995	0.9912
3	0.9912
3.005	0.9911
3.01	0.991
3.015	0.9909
3.02	0.9909
3.025	0.9908
3.03	0.9907
3.035	0.9906
3.04	0.9906
3.045	0.9905
3.05	0.9904
3.055	0.9903
3.06	0.9903
3.065	0.9902
3.07	0.9901
3.075	0.9901
3.08	0.99
3.085	0.9899
3.09	0.9899
3.095	0.9898
3.1	0.9898
3.105	0.9897
3.11	0.9896
3.115	0.9896
3.12	0.9895
3.125	0.9895
3.13	0.9894
3.135	0.9893
3.14	0.9893
3.145	0.9892
3.15	0.9892
3.155	0.9891
3.16	0.9891
3.165	0.989
3.17	0.989
3.175	0.9889
3.18	0.9888
3.185	0.9888
3.19	0.9887
3.195	0.9887
3.2	0.9886
3.205	0.9886
3.21	0.9886
3.215	0.9885
3.22	0.9885
3.225	0.9884
3.23	0.9884
3.235	0.9883
3.24	0.9883
3.245	0.9882
3.25	0.9882
3.255	0.9881
3.26	0.9881
3.265	0.9881
3.27	0.988
3.275	0.988
3.28	0.9879
3.285	0.9879
3.29	0.9878
3.295	0.9878
3.3	0.9878
3.305	0.9877
3.31	0.9877
3.315	0.9877
3.32	0.9876
3.325	0.9876
3.33	0.9875
3.335	0.9875
3.34	0.9875
3.345	0.9874
3.35	0.9874
3.355	0.9874
3.36	0.9873
3.365	0.9873
3.37	0.9873
3.375	0.9872
3.38	0.9872
3.385	0.9872
3.39	0.9871
3.395	0.9871
3.4	0.9871
3.405	0.987
3.41	0.987
3.415	0.987
3.42	0.987
3.425	0.9869
3.43	0.9869
3.435	0.9869
3.44	0.9868
3.445	0.9868
3.45	0.9868
3.455	0.9868
3.46	0.9867
3.465	0.9867
3.47	0.9867
3.475	0.9867
3.48	0.9866
3.485	0.9866
3.49	0.9866
3.495	0.9866
3.5	0.9865
3.505	0.9865
3.51	0.9865
3.515	0.9865
3.52	0.9864
3.525	0.9864
3.53	0.9864
3.535	0.9864
3.54	0.9863
3.545	0.9863
3.55	0.9863
3.555	0.9863
3.56	0.9863
3.565	0.9862
3.57	0.9862
3.575	0.9862
3.58	0.9862
3.585	0.9862
3.59	0.9861
3.595	0.9861
3.6	0.9861
3.605	0.9861
3.61	0.9861
3.615	0.986
3.62	0.986
3.625	0.986
3.63	0.986
3.635	0.986
3.64	0.986
3.645	0.9859
3.65	0.9859
3.655	0.9859
3.66	0.9859
3.665	0.9859
3.67	0.9859
3.675	0.9858
3.68	0.9858
3.685	0.9858
3.69	0.9858
3.695	0.9858
3.7	0.9858
3.705	0.9858
3.71	0.9857
3.715	0.9857
3.72	0.9857
3.725	0.9857
3.73	0.9857
3.735	0.9857
3.74	0.9857
3.745	0.9856
3.75	0.9856
3.755	0.9856
3.76	0.9856
3.765	0.9856
3.77	0.9856
3.775	0.9856
3.78	0.9856
3.785	0.9855
3.79	0.9855
3.795	0.9855
3.8	0.9855
3.805	0.9855
3.81	0.9855
3.815	0.9855
3.82	0.9855
3.825	0.9855
3.83	0.9854
3.835	0.9854
3.84	0.9854
3.845	0.9854
3.85	0.9854
3.855	0.9854
3.86	0.9854
3.865	0.9854
3.87	0.9854
3.875	0.9854
3.88	0.9853
3.885	0.9853
3.89	0.9853
3.895	0.9853
3.9	0.9853
3.905	0.9853
3.91	0.9853
3.915	0.9853
3.92	0.9853
3.925	0.9853
3.93	0.9853
3.935	0.9852
3.94	0.9852
3.945	0.9852
3.95	0.9852
3.955	0.9852
3.96	0.9852
3.965	0.9852
3.97	0.9852
3.975	0.9852
3.98	0.9852
3.985	0.9852
3.99	0.9852
3.995	0.9852
4	0.9851
4.005	0.9851
4.01	0.9851
4.015	0.9851
4.02	0.9851
4.025	0.9851
4.03	0.9851
4.035	0.9851
4.04	0.9851
4.045	0.9851
4.05	0.9851
4.055	0.9851
4.06	0.9851
4.065	0.9851
4.07	0.9851
4.075	0.9851
4.08	0.985
4.085	0.985
4.09	0.985
4.095	0.985
4.1	0.985
4.105	0.985
4.11	0.985
4.115	0.985
4.12	0.985
4.125	0.985
4.13	0.985
4.135	0.985
4.14	0.985
4.145	0.985
4.15	0.985
4.155	0.985
4.16	0.985
4.165	0.985
4.17	0.985
4.175	0.985
4.18	0.9849
4.185	0.9849
4.19	0.9849
4.195	0.9849
4.2	0.9849
4.205	0.9849
4.21	0.9849
4.215	0.9849
4.22	0.9849
4.225	0.9849
4.23	0.9849
4.235	0.9849
4.24	0.9849
4.245	0.9849
4.25	0.9849
4.255	0.9849
4.26	0.9849
4.265	0.9849
4.27	0.9849
4.275	0.9849
4.28	0.9849
4.285	0.9849
4.29	0.9849
4.295	0.9849
4.3	0.9849
4.305	0.9849
4.31	0.9848
4.315	0.9848
4.32	0.9848
4.325	0.9848
4.33	0.9848
4.335	0.9848
4.34	0.9848
4.345	0.9848
4.35	0.9848
4.355	0.9848
4.36	0.9848
4.365	0.9848
4.37	0.9848
4.375	0.9848
4.38	0.9848
4.385	0.9848
4.39	0.9848
4.395	0.9848
4.4	0.9848
4.405	0.9848
4.41	0.9848
4.415	0.9848
4.42	0.9848
4.425	0.9848
4.43	0.9848
4.435	0.9848
4.44	0.9848
4.445	0.9848
4.45	0.9848
4.455	0.9848
4.46	0.9848
4.465	0.9848
4.47	0.9848
4.475	0.9848
4.48	0.9848
4.485	0.9848
4.49	0.9848
4.495	0.9848
4.5	0.9848
4.505	0.9848
4.51	0.9847
4.515	0.9847
4.52	0.9847
4.525	0.9847
4.53	0.9847
4.535	0.9847
4.54	0.9847
4.545	0.9847
4.55	0.9847
4.555	0.9847
4.56	0.9847
4.565	0.9847
4.57	0.9847
4.575	0.9847
4.58	0.9847
4.585	0.9847
4.59	0.9847
4.595	0.9847
4.6	0.9847
4.605	0.9847
4.61	0.9847
4.615	0.9847
4.62	0.9847
4.625	0.9847
4.63	0.9847
4.635	0.9847
4.64	0.9847
4.645	0.9847
4.65	0.9847
4.655	0.9847
4.66	0.9847
4.665	0.9847
4.67	0.9847
4.675	0.9847
4.68	0.9847
4.685	0.9847
4.69	0.9847
4.695	0.9847
4.7	0.9847
4.705	0.9847
4.71	0.9847
4.715	0.9847
4.72	0.9847
4.725	0.9847
4.73	0.9847
4.735	0.9847
4.74	0.9847
4.745	0.9847
4.75	0.9847
4.755	0.9847
4.76	0.9847
4.765	0.9847
4.77	0.9847
4.775	0.9847
4.78	0.9847
4.785	0.9847
4.79	0.9847
4.795	0.9847
4.8	0.9847
4.805	0.9847
4.81	0.9847
4.815	0.9847
4.82	0.9847
4.825	0.9847
4.83	0.9847
4.835	0.9847
4.84	0.9847
4.845	0.9847
4.85	0.9847
4.855	0.9847
4.86	0.9847
4.865	0.9847
4.87	0.9847
4.875	0.9847
4.88	0.9847
4.885	0.9847
4.89	0.9847
4.895	0.9847
4.9	0.9847
4.905	0.9847
4.91	0.9847
4.915	0.9846
4.92	0.9846
4.925	0.9846
4.93	0.9846
4.935	0.9846
4.94	0.9846
4.945	0.9846
4.95	0.9846
4.955	0.9846
4.96	0.9846
4.965	0.9846
4.97	0.9846
4.975	0.9846
4.98	0.9846
4.985	0.9846
4.99	0.9846
4.995	0.9846
5	0.9846
5	0.9846
