time	V4_0	V4_1	V4_2	V4_3	V4_4	V4_5	V4_6	V4_7	V4_8	V4_9	V4_10	V4_11	V4_12	V4_13	V4_14	V4_15	V4_16	V4_17	V4_18	V4_19	V4_20	V4_21	V4_22	V4_23	V4_24	V4_25	V4_26	V4_27	V4_28	V4_29	V4_30	V4_31	V4_32	V4_33	V4_34	V4_35	V4_36	V4_37	V4_38	V4_39	V4_40	V4_41	V4_42	V4_43	V4_44	V4_45	V4_46	V4_47	V4_48	V4_49
0.34	1.050694	1.050684	1.050699	1.050679	1.050703	1.050698	1.050693	1.050704	1.050708	1.050703	1.050688	1.050706	1.050697	1.050709	1.050698	1.050696	1.050693	1.050705	1.050698	1.050696	1.050699	1.050699	1.050704	1.050699	1.050694	1.050692	1.050699	1.050707	1.050701	1.050698	1.0507	1.050699	1.050692	1.050701	1.050706	1.050695	1.050701	1.050703	1.050692	1.050707	1.050693	1.050704	1.050685	1.050697	1.050698	1.050698	1.050697	1.050697	1.050691	1.050705
0.36	1.050695	1.050685	1.0507	1.05068	1.050704	1.050699	1.050694	1.050705	1.050709	1.050705	1.050689	1.050708	1.050698	1.050711	1.050699	1.050697	1.050694	1.050706	1.050699	1.050697	1.0507	1.0507	1.050705	1.050701	1.050695	1.050693	1.0507	1.050709	1.050702	1.050699	1.050701	1.0507	1.050693	1.050703	1.050707	1.050696	1.050702	1.050704	1.050693	1.050708	1.050694	1.050705	1.050686	1.050698	1.050699	1.050699	1.050698	1.050698	1.050692	1.050707
0.38	1.050697	1.050686	1.050701	1.050681	1.050705	1.050701	1.050695	1.050707	1.05071	1.050706	1.05069	1.050709	1.0507	1.050712	1.0507	1.050698	1.050695	1.050707	1.0507	1.050699	1.050701	1.050701	1.050706	1.050702	1.050696	1.050694	1.050701	1.05071	1.050703	1.050701	1.050702	1.050701	1.050694	1.050704	1.050709	1.050697	1.050703	1.050706	1.050694	1.05071	1.050695	1.050707	1.050688	1.0507	1.0507	1.0507	1.050699	1.050699	1.050693	1.050708
0.4	1.050698	1.050687	1.050702	1.050682	1.050707	1.050702	1.050697	1.050708	1.050712	1.050707	1.050691	1.05071	1.050701	1.050713	1.050701	1.050699	1.050696	1.050709	1.050701	1.0507	1.050703	1.050702	1.050708	1.050703	1.050698	1.050695	1.050702	1.050712	1.050704	1.050702	1.050703	1.050703	1.050695	1.050705	1.05071	1.050698	1.050705	1.050707	1.050695	1.050711	1.050696	1.050708	1.050689	1.050701	1.050701	1.050702	1.050701	1.0507	1.050695	1.05071
0.42	1.050699	1.050688	1.050703	1.050683	1.050708	1.050703	1.050698	1.050709	1.050713	1.050709	1.050693	1.050712	1.050703	1.050715	1.050703	1.0507	1.050697	1.05071	1.050702	1.050701	1.050704	1.050703	1.050709	1.050705	1.050699	1.050697	1.050704	1.050713	1.050706	1.050703	1.050704	1.050704	1.050696	1.050707	1.050712	1.050699	1.050706	1.050709	1.050697	1.050713	1.050697	1.05071	1.05069	1.050702	1.050703	1.050703	1.050702	1.050702	1.050696	1.050711
0.44	1.0507	1.050689	1.050705	1.050684	1.050709	1.050705	1.050699	1.050711	1.050715	1.050711	1.050694	1.050713	1.050704	1.050717	1.050704	1.050702	1.050699	1.050712	1.050704	1.050703	1.050706	1.050705	1.05071	1.050706	1.0507	1.050698	1.050705	1.050715	1.050707	1.050705	1.050706	1.050706	1.050697	1.050708	1.050713	1.050701	1.050708	1.05071	1.050698	1.050714	1.050698	1.050711	1.050691	1.050704	1.050704	1.050704	1.050703	1.050703	1.050697	1.050713
0.46	1.050702	1.050691	1.050706	1.050685	1.050711	1.050707	1.0507	1.050712	1.050716	1.050712	1.050695	1.050714	1.050706	1.050718	1.050705	1.050703	1.0507	1.050714	1.050705	1.050704	1.050707	1.050706	1.050712	1.050708	1.050702	1.0507	1.050707	1.050716	1.050709	1.050706	1.050707	1.050707	1.050699	1.050709	1.050715	1.050702	1.050709	1.050712	1.0507	1.050716	1.0507	1.050713	1.050693	1.050705	1.050706	1.050706	1.050705	1.050704	1.050699	1.050714
0.48	1.050703	1.050692	1.050707	1.050686	1.050712	1.050708	1.050702	1.050714	1.050718	1.050714	1.050697	1.050716	1.050708	1.05072	1.050706	1.050704	1.050701	1.050715	1.050706	1.050706	1.050709	1.050708	1.050713	1.050709	1.050703	1.050701	1.050708	1.050718	1.05071	1.050708	1.050708	1.050709	1.0507	1.050711	1.050716	1.050704	1.050711	1.050713	1.050701	1.050717	1.050701	1.050714	1.050694	1.050707	1.050707	1.050707	1.050706	1.050706	1.0507	1.050716
0.5	1.050705	1.050693	1.050709	1.050687	1.050713	1.05071	1.050703	1.050715	1.050719	1.050715	1.050698	1.050717	1.050709	1.050721	1.050708	1.050705	1.050702	1.050717	1.050708	1.050707	1.05071	1.050709	1.050715	1.050711	1.050704	1.050703	1.050709	1.050719	1.050712	1.05071	1.050709	1.05071	1.050701	1.050712	1.050717	1.050705	1.050712	1.050714	1.050703	1.050719	1.050703	1.050716	1.050696	1.050708	1.050709	1.050708	1.050708	1.050707	1.050701	1.050717
0.52	1.050706	1.050694	1.05071	1.050688	1.050714	1.050711	1.050704	1.050716	1.05072	1.050717	1.0507	1.050718	1.050711	1.050722	1.050709	1.050706	1.050703	1.050719	1.050709	1.050709	1.050712	1.05071	1.050716	1.050712	1.050706	1.050705	1.050711	1.05072	1.050713	1.050711	1.050711	1.050711	1.050703	1.050713	1.050718	1.050707	1.050714	1.050716	1.050704	1.05072	1.050704	1.050717	1.050697	1.050709	1.05071	1.05071	1.050709	1.050708	1.050703	1.050719
0.54	1.050707	1.050695	1.050712	1.05069	1.050715	1.050713	1.050705	1.050717	1.050722	1.050718	1.050701	1.05072	1.050713	1.050724	1.05071	1.050707	1.050705	1.050721	1.05071	1.05071	1.050713	1.050712	1.050718	1.050714	1.050707	1.050706	1.050712	1.050721	1.050715	1.050713	1.050712	1.050713	1.050704	1.050715	1.050719	1.050708	1.050715	1.050717	1.050705	1.050721	1.050705	1.050719	1.050699	1.050711	1.050712	1.050711	1.05071	1.050709	1.050704	1.05072
0.56	1.050708	1.050696	1.050713	1.050691	1.050716	1.050715	1.050706	1.050718	1.050723	1.050719	1.050702	1.050721	1.050714	1.050725	1.050711	1.050708	1.050706	1.050723	1.050711	1.050712	1.050714	1.050713	1.050719	1.050715	1.050708	1.050708	1.050713	1.050723	1.050716	1.050714	1.050713	1.050714	1.050705	1.050716	1.05072	1.05071	1.050716	1.050718	1.050707	1.050723	1.050707	1.05072	1.0507	1.050712	1.050713	1.050712	1.050712	1.05071	1.050705	1.050721
0.58	1.050709	1.050697	1.050714	1.050692	1.050717	1.050716	1.050707	1.050719	1.050724	1.05072	1.050704	1.050722	1.050716	1.050726	1.050712	1.050709	1.050707	1.050724	1.050712	1.050713	1.050715	1.050714	1.050721	1.050716	1.050709	1.05071	1.050714	1.050723	1.050718	1.050716	1.050714	1.050715	1.050706	1.050717	1.050721	1.050712	1.050717	1.050719	1.050708	1.050724	1.050708	1.050721	1.050701	1.050713	1.050714	1.050714	1.050713	1.050711	1.050706	1.050722
0.6	1.05071	1.050698	1.050715	1.050692	1.050718	1.050717	1.050708	1.05072	1.050725	1.050721	1.050705	1.050723	1.050717	1.050727	1.050713	1.05071	1.050707	1.050726	1.050713	1.050714	1.050716	1.050715	1.050722	1.050717	1.05071	1.050711	1.050715	1.050724	1.050719	1.050717	1.050714	1.050716	1.050707	1.050718	1.050722	1.050713	1.050718	1.05072	1.050709	1.050725	1.050709	1.050723	1.050702	1.050714	1.050715	1.050715	1.050714	1.050712	1.050707	1.050723
0.62	1.050711	1.050699	1.050716	1.050693	1.050719	1.050718	1.050708	1.05072	1.050726	1.050722	1.050706	1.050723	1.050719	1.050728	1.050714	1.050711	1.050708	1.050728	1.050714	1.050715	1.050717	1.050716	1.050723	1.050718	1.050711	1.050713	1.050715	1.050725	1.05072	1.050718	1.050715	1.050717	1.050708	1.050719	1.050722	1.050714	1.050719	1.050721	1.05071	1.050726	1.05071	1.050724	1.050703	1.050714	1.050716	1.050716	1.050716	1.050713	1.050708	1.050724
0.64	1.050712	1.0507	1.050717	1.050694	1.050719	1.05072	1.050709	1.050721	1.050727	1.050723	1.050707	1.050724	1.05072	1.050728	1.050715	1.050711	1.050709	1.050729	1.050714	1.050716	1.050718	1.050717	1.050724	1.050719	1.050712	1.050714	1.050716	1.050725	1.050721	1.050719	1.050716	1.050718	1.050709	1.050719	1.050723	1.050716	1.05072	1.050721	1.050711	1.050726	1.050711	1.050725	1.050704	1.050715	1.050717	1.050716	1.050717	1.050713	1.050709	1.050724
0.66	1.050713	1.0507	1.050718	1.050694	1.050719	1.05072	1.050709	1.050721	1.050727	1.050724	1.050708	1.050724	1.050721	1.050729	1.050715	1.050712	1.050709	1.05073	1.050715	1.050717	1.050719	1.050717	1.050725	1.05072	1.050712	1.050715	1.050716	1.050726	1.050722	1.05072	1.050716	1.050718	1.050709	1.05072	1.050723	1.050717	1.05072	1.050722	1.050711	1.050727	1.050712	1.050726	1.050705	1.050715	1.050717	1.050717	1.050717	1.050714	1.05071	1.050725
0.68	1.050713	1.050701	1.050718	1.050695	1.05072	1.050721	1.050709	1.050721	1.050728	1.050724	1.050709	1.050725	1.050722	1.050729	1.050715	1.050712	1.050709	1.050732	1.050715	1.050718	1.050719	1.050718	1.050725	1.05072	1.050713	1.050716	1.050716	1.050726	1.050723	1.050721	1.050716	1.050719	1.05071	1.05072	1.050723	1.050718	1.050721	1.050722	1.050712	1.050727	1.050712	1.050726	1.050705	1.050716	1.050718	1.050718	1.050718	1.050714	1.05071	1.050725
0.7	1.050713	1.050701	1.050719	1.050695	1.05072	1.050722	1.05071	1.050721	1.050728	1.050725	1.050709	1.050725	1.050723	1.050729	1.050716	1.050712	1.05071	1.050733	1.050716	1.050719	1.05072	1.050718	1.050726	1.050721	1.050713	1.050717	1.050716	1.050726	1.050723	1.050721	1.050716	1.050719	1.05071	1.05072	1.050723	1.050719	1.050721	1.050722	1.050712	1.050728	1.050713	1.050727	1.050706	1.050716	1.050718	1.050718	1.050719	1.050714	1.05071	1.050725
0.72	1.050714	1.050701	1.050719	1.050695	1.05072	1.050722	1.05071	1.050721	1.050728	1.050725	1.05071	1.050725	1.050724	1.050729	1.050716	1.050712	1.05071	1.050733	1.050716	1.050719	1.05072	1.050718	1.050726	1.050721	1.050713	1.050718	1.050716	1.050726	1.050724	1.050722	1.050716	1.050719	1.05071	1.05072	1.050723	1.050719	1.050721	1.050722	1.050713	1.050728	1.050713	1.050727	1.050706	1.050716	1.050719	1.050719	1.050719	1.050714	1.050711	1.050725
0.74	1.050714	1.050701	1.050719	1.050695	1.050719	1.050723	1.050709	1.050721	1.050728	1.050725	1.05071	1.050725	1.050724	1.050729	1.050716	1.050712	1.050709	1.050734	1.050716	1.05072	1.05072	1.050718	1.050727	1.050721	1.050713	1.050719	1.050716	1.050726	1.050724	1.050722	1.050716	1.050719	1.05071	1.05072	1.050722	1.05072	1.050721	1.050722	1.050713	1.050728	1.050714	1.050727	1.050706	1.050716	1.050719	1.050719	1.05072	1.050714	1.050711	1.050725
0.76	1.050713	1.050701	1.050719	1.050695	1.050719	1.050723	1.050709	1.05072	1.050728	1.050725	1.05071	1.050724	1.050725	1.050729	1.050715	1.050711	1.050709	1.050735	1.050716	1.05072	1.05072	1.050718	1.050727	1.050721	1.050713	1.05072	1.050716	1.050725	1.050724	1.050722	1.050716	1.050719	1.05071	1.05072	1.050722	1.05072	1.050721	1.050722	1.050713	1.050728	1.050714	1.050728	1.050706	1.050716	1.050719	1.050719	1.05072	1.050713	1.05071	1.050725
0.78	1.050713	1.050701	1.050719	1.050695	1.050719	1.050723	1.050709	1.05072	1.050728	1.050724	1.05071	1.050724	1.050725	1.050729	1.050715	1.050711	1.050709	1.050735	1.050715	1.05072	1.05072	1.050718	1.050727	1.050721	1.050713	1.05072	1.050715	1.050725	1.050724	1.050723	1.050716	1.050719	1.05071	1.05072	1.050721	1.050721	1.050721	1.050722	1.050712	1.050728	1.050714	1.050728	1.050706	1.050715	1.050718	1.050719	1.05072	1.050713	1.05071	1.050725
0.8	1.050713	1.050701	1.050719	1.050695	1.050718	1.050723	1.050708	1.050719	1.050728	1.050724	1.05071	1.050724	1.050725	1.050728	1.050715	1.05071	1.050708	1.050736	1.050715	1.05072	1.050719	1.050718	1.050727	1.050721	1.050712	1.05072	1.050715	1.050724	1.050724	1.050723	1.050715	1.050719	1.05071	1.050719	1.05072	1.050721	1.050721	1.050721	1.050712	1.050727	1.050714	1.050728	1.050706	1.050715	1.050718	1.050719	1.05072	1.050713	1.05071	1.050724
0.82	1.050713	1.0507	1.050719	1.050694	1.050718	1.050723	1.050708	1.050719	1.050727	1.050724	1.05071	1.050723	1.050726	1.050728	1.050714	1.05071	1.050708	1.050736	1.050715	1.05072	1.050719	1.050717	1.050727	1.05072	1.050712	1.050721	1.050714	1.050724	1.050724	1.050722	1.050715	1.050718	1.050709	1.050719	1.050719	1.050721	1.05072	1.050721	1.050712	1.050727	1.050714	1.050727	1.050706	1.050714	1.050718	1.050718	1.05072	1.050712	1.05071	1.050724
0.84	1.050712	1.0507	1.050719	1.050694	1.050717	1.050723	1.050707	1.050718	1.050727	1.050723	1.05071	1.050722	1.050726	1.050727	1.050714	1.050709	1.050707	1.050736	1.050714	1.05072	1.050719	1.050717	1.050726	1.05072	1.050711	1.050721	1.050714	1.050723	1.050724	1.050722	1.050714	1.050718	1.050709	1.050718	1.050719	1.050721	1.05072	1.05072	1.050711	1.050726	1.050713	1.050727	1.050705	1.050714	1.050717	1.050718	1.05072	1.050711	1.050709	1.050723
0.86	1.050712	1.050699	1.050718	1.050693	1.050716	1.050723	1.050706	1.050717	1.050726	1.050723	1.05071	1.050722	1.050726	1.050727	1.050713	1.050708	1.050707	1.050736	1.050714	1.05072	1.050718	1.050717	1.050726	1.05072	1.050711	1.050721	1.050713	1.050722	1.050724	1.050722	1.050714	1.050717	1.050709	1.050718	1.050718	1.050721	1.050719	1.050719	1.050711	1.050726	1.050713	1.050727	1.050705	1.050713	1.050717	1.050718	1.05072	1.050711	1.050709	1.050723
0.88	1.050711	1.050699	1.050718	1.050693	1.050716	1.050723	1.050706	1.050717	1.050726	1.050722	1.05071	1.050721	1.050725	1.050726	1.050712	1.050708	1.050706	1.050736	1.050713	1.05072	1.050718	1.050716	1.050726	1.050719	1.05071	1.050721	1.050712	1.050722	1.050723	1.050722	1.050713	1.050717	1.050708	1.050717	1.050717	1.050721	1.050719	1.050719	1.05071	1.050725	1.050713	1.050726	1.050704	1.050712	1.050716	1.050717	1.05072	1.05071	1.050708	1.050722
0.9	1.050711	1.050698	1.050717	1.050692	1.050715	1.050722	1.050705	1.050716	1.050726	1.050722	1.050709	1.05072	1.050725	1.050726	1.050712	1.050707	1.050706	1.050736	1.050712	1.05072	1.050717	1.050715	1.050725	1.050719	1.05071	1.050721	1.050712	1.050721	1.050723	1.050721	1.050712	1.050716	1.050707	1.050717	1.050716	1.05072	1.050718	1.050718	1.05071	1.050724	1.050712	1.050726	1.050704	1.050712	1.050716	1.050717	1.050719	1.050709	1.050708	1.050721
0.92	1.05071	1.050698	1.050717	1.050691	1.050714	1.050722	1.050704	1.050715	1.050725	1.050721	1.050709	1.05072	1.050725	1.050725	1.050711	1.050706	1.050705	1.050736	1.050712	1.05072	1.050717	1.050715	1.050725	1.050718	1.050709	1.050721	1.050711	1.05072	1.050722	1.050721	1.050712	1.050716	1.050707	1.050716	1.050715	1.05072	1.050718	1.050717	1.050709	1.050724	1.050712	1.050726	1.050703	1.050711	1.050715	1.050716	1.050719	1.050709	1.050707	1.050721
0.94	1.050709	1.050697	1.050716	1.050691	1.050714	1.050722	1.050704	1.050715	1.050725	1.050721	1.050708	1.050719	1.050725	1.050724	1.050711	1.050705	1.050705	1.050736	1.050711	1.050719	1.050716	1.050714	1.050724	1.050718	1.050708	1.050721	1.05071	1.05072	1.050722	1.05072	1.050711	1.050715	1.050706	1.050715	1.050714	1.05072	1.050717	1.050717	1.050709	1.050723	1.050711	1.050725	1.050703	1.050711	1.050714	1.050716	1.050719	1.050708	1.050706	1.05072
0.96	1.050709	1.050697	1.050716	1.05069	1.050713	1.050721	1.050703	1.050714	1.050724	1.05072	1.050708	1.050719	1.050725	1.050724	1.05071	1.050705	1.050704	1.050736	1.050711	1.050719	1.050716	1.050714	1.050724	1.050717	1.050708	1.050721	1.05071	1.050719	1.050722	1.05072	1.050711	1.050715	1.050706	1.050715	1.050714	1.05072	1.050717	1.050716	1.050708	1.050723	1.050711	1.050725	1.050702	1.05071	1.050714	1.050716	1.050719	1.050707	1.050706	1.05072
0.98	1.050709	1.050696	1.050716	1.05069	1.050713	1.050721	1.050703	1.050714	1.050724	1.05072	1.050708	1.050718	1.050725	1.050723	1.050709	1.050704	1.050704	1.050736	1.05071	1.050719	1.050715	1.050713	1.050724	1.050717	1.050708	1.05072	1.050709	1.050719	1.050721	1.05072	1.05071	1.050714	1.050706	1.050714	1.050713	1.050719	1.050716	1.050716	1.050708	1.050722	1.050711	1.050725	1.050702	1.05071	1.050713	1.050715	1.050718	1.050707	1.050706	1.050719
1	1.050708	1.050696	1.050715	1.05069	1.050712	1.050721	1.050702	1.050713	1.050724	1.050719	1.050707	1.050718	1.050725	1.050723	1.050709	1.050704	1.050703	1.050735	1.05071	1.050719	1.050715	1.050713	1.050723	1.050716	1.050707	1.05072	1.050709	1.050718	1.050721	1.050719	1.05071	1.050714	1.050705	1.050714	1.050713	1.050719	1.050716	1.050715	1.050707	1.050722	1.05071	1.050725	1.050702	1.050709	1.050713	1.050715	1.050718	1.050706	1.050705	1.050719
1.02	1.050708	1.050696	1.050715	1.050689	1.050712	1.050721	1.050702	1.050713	1.050723	1.050719	1.050707	1.050717	1.050725	1.050722	1.050709	1.050703	1.050703	1.050735	1.050709	1.050719	1.050715	1.050712	1.050723	1.050716	1.050707	1.05072	1.050709	1.050718	1.050721	1.050719	1.050709	1.050714	1.050705	1.050714	1.050712	1.050719	1.050716	1.050715	1.050707	1.050721	1.05071	1.050724	1.050701	1.050709	1.050713	1.050715	1.050718	1.050706	1.050705	1.050718
1.04	1.050708	1.050696	1.050715	1.050689	1.050712	1.050721	1.050702	1.050713	1.050723	1.050719	1.050707	1.050717	1.050725	1.050722	1.050709	1.050703	1.050703	1.050735	1.050709	1.050719	1.050714	1.050712	1.050723	1.050716	1.050707	1.05072	1.050709	1.050718	1.050721	1.050719	1.050709	1.050713	1.050705	1.050714	1.050712	1.050719	1.050716	1.050715	1.050707	1.050721	1.05071	1.050724	1.050701	1.050709	1.050712	1.050715	1.050718	1.050706	1.050705	1.050718
