time	V4_0	V4_1	V4_2	V4_3	V4_4	V4_5	V4_6	V4_7	V4_8	V4_9	V4_10	V4_11	V4_12	V4_13	V4_14	V4_15	V4_16	V4_17	V4_18	V4_19	V4_20	V4_21	V4_22	V4_23	V4_24	V4_25	V4_26	V4_27	V4_28	V4_29	V4_30	V4_31	V4_32	V4_33	V4_34	V4_35	V4_36	V4_37	V4_38	V4_39	V4_40	V4_41	V4_42	V4_43	V4_44	V4_45	V4_46	V4_47	V4_48	V4_49
2.62	1.050722	1.050717	1.05073	1.050716	1.050726	1.050732	1.050721	1.050726	1.050734	1.050729	1.050724	1.050728	1.050736	1.050732	1.050724	1.050719	1.05072	1.050745	1.050725	1.050733	1.050727	1.050728	1.050735	1.050727	1.050721	1.050734	1.050722	1.050726	1.050734	1.05073	1.050726	1.050725	1.050722	1.050726	1.050723	1.050733	1.050727	1.050726	1.050721	1.050731	1.050729	1.050735	1.050717	1.050722	1.050725	1.050729	1.050734	1.050722	1.05072	1.050727
2.64	1.050722	1.050716	1.05073	1.050715	1.050725	1.050732	1.05072	1.050725	1.050733	1.050728	1.050723	1.050727	1.050736	1.050731	1.050723	1.050719	1.050719	1.050745	1.050724	1.050732	1.050726	1.050727	1.050735	1.050727	1.05072	1.050734	1.050721	1.050726	1.050733	1.05073	1.050725	1.050725	1.050721	1.050726	1.050723	1.050733	1.050727	1.050725	1.05072	1.050731	1.050728	1.050735	1.050717	1.050721	1.050725	1.050729	1.050734	1.050721	1.05072	1.050727
2.66	1.050721	1.050716	1.050729	1.050714	1.050724	1.050731	1.050719	1.050725	1.050733	1.050728	1.050723	1.050727	1.050736	1.050731	1.050723	1.050718	1.050718	1.050745	1.050724	1.050732	1.050726	1.050727	1.050734	1.050727	1.05072	1.050733	1.050721	1.050726	1.050733	1.05073	1.050725	1.050724	1.05072	1.050725	1.050722	1.050732	1.050726	1.050725	1.05072	1.050731	1.050727	1.050734	1.050716	1.050721	1.050724	1.050728	1.050733	1.050721	1.050719	1.050726
2.68	1.050721	1.050715	1.050729	1.050713	1.050724	1.050731	1.050719	1.050724	1.050732	1.050728	1.050722	1.050726	1.050735	1.050731	1.050722	1.050718	1.050718	1.050744	1.050723	1.050731	1.050725	1.050726	1.050734	1.050726	1.050719	1.050733	1.05072	1.050725	1.050733	1.050729	1.050724	1.050724	1.05072	1.050725	1.050722	1.050732	1.050726	1.050725	1.050719	1.05073	1.050727	1.050734	1.050716	1.05072	1.050724	1.050728	1.050733	1.05072	1.050719	1.050726
2.7	1.05072	1.050714	1.050728	1.050712	1.050723	1.05073	1.050718	1.050724	1.050732	1.050727	1.050722	1.050726	1.050735	1.05073	1.050722	1.050717	1.050717	1.050744	1.050723	1.050731	1.050725	1.050726	1.050733	1.050726	1.050719	1.050732	1.05072	1.050725	1.050732	1.050729	1.050724	1.050723	1.050719	1.050724	1.050721	1.050732	1.050725	1.050724	1.050719	1.05073	1.050726	1.050733	1.050715	1.05072	1.050723	1.050727	1.050732	1.050719	1.050718	1.050726
2.72	1.050719	1.050713	1.050728	1.050711	1.050723	1.05073	1.050717	1.050723	1.050731	1.050727	1.050721	1.050726	1.050734	1.05073	1.050721	1.050717	1.050717	1.050744	1.050722	1.05073	1.050725	1.050725	1.050733	1.050725	1.050718	1.050731	1.050719	1.050724	1.050732	1.050729	1.050723	1.050722	1.050719	1.050724	1.05072	1.050731	1.050725	1.050724	1.050718	1.050729	1.050726	1.050733	1.050715	1.050719	1.050723	1.050727	1.050732	1.050719	1.050718	1.050725
2.74	1.050719	1.050713	1.050727	1.05071	1.050722	1.05073	1.050717	1.050722	1.050731	1.050726	1.050721	1.050725	1.050734	1.050729	1.050721	1.050716	1.050716	1.050744	1.050722	1.05073	1.050724	1.050725	1.050733	1.050725	1.050718	1.050731	1.050719	1.050724	1.050731	1.050728	1.050722	1.050722	1.050718	1.050723	1.05072	1.050731	1.050724	1.050723	1.050718	1.050729	1.050725	1.050732	1.050714	1.050719	1.050722	1.050726	1.050731	1.050718	1.050717	1.050725
2.76	1.050718	1.050712	1.050727	1.050709	1.050722	1.050729	1.050716	1.050722	1.05073	1.050726	1.05072	1.050725	1.050733	1.050729	1.05072	1.050715	1.050715	1.050744	1.050721	1.050729	1.050724	1.050724	1.050732	1.050724	1.050717	1.05073	1.050718	1.050723	1.050731	1.050728	1.050722	1.050721	1.050717	1.050723	1.050719	1.05073	1.050724	1.050723	1.050717	1.050728	1.050724	1.050732	1.050713	1.050718	1.050722	1.050725	1.050731	1.050717	1.050717	1.050725
2.78	1.050718	1.050711	1.050726	1.050708	1.050721	1.050729	1.050715	1.050721	1.05073	1.050726	1.05072	1.050724	1.050733	1.050729	1.050719	1.050715	1.050715	1.050743	1.050721	1.050729	1.050723	1.050723	1.050732	1.050724	1.050717	1.05073	1.050717	1.050723	1.05073	1.050727	1.050721	1.050721	1.050717	1.050722	1.050719	1.05073	1.050723	1.050722	1.050717	1.050728	1.050724	1.050731	1.050713	1.050718	1.050721	1.050725	1.05073	1.050717	1.050716	1.050724
2.8	1.050717	1.05071	1.050726	1.050707	1.050721	1.050728	1.050715	1.050721	1.050729	1.050725	1.050719	1.050724	1.050733	1.050728	1.050719	1.050714	1.050714	1.050743	1.05072	1.050728	1.050723	1.050723	1.050731	1.050723	1.050716	1.050729	1.050717	1.050723	1.05073	1.050727	1.050721	1.05072	1.050716	1.050722	1.050718	1.050729	1.050723	1.050722	1.050716	1.050728	1.050723	1.050731	1.050712	1.050717	1.050721	1.050724	1.05073	1.050716	1.050716	1.050724
2.82	1.050717	1.05071	1.050725	1.050706	1.05072	1.050728	1.050714	1.05072	1.050729	1.050725	1.050718	1.050724	1.050732	1.050728	1.050718	1.050714	1.050713	1.050743	1.050719	1.050728	1.050722	1.050722	1.050731	1.050723	1.050716	1.050729	1.050716	1.050722	1.05073	1.050727	1.05072	1.05072	1.050716	1.050721	1.050718	1.050729	1.050723	1.050721	1.050716	1.050727	1.050722	1.050731	1.050712	1.050717	1.05072	1.050724	1.050729	1.050715	1.050715	1.050723
2.84	1.050716	1.050709	1.050725	1.050705	1.05072	1.050727	1.050713	1.05072	1.050728	1.050725	1.050718	1.050723	1.050732	1.050727	1.050718	1.050713	1.050713	1.050743	1.050719	1.050727	1.050722	1.050722	1.05073	1.050722	1.050715	1.050728	1.050716	1.050722	1.050729	1.050726	1.050719	1.050719	1.050715	1.050721	1.050717	1.050728	1.050722	1.050721	1.050715	1.050727	1.050722	1.05073	1.050711	1.050716	1.05072	1.050723	1.050729	1.050715	1.050714	1.050723
2.86	1.050716	1.050708	1.050724	1.050704	1.050719	1.050727	1.050713	1.050719	1.050728	1.050724	1.050717	1.050723	1.050732	1.050727	1.050717	1.050712	1.050712	1.050742	1.050718	1.050727	1.050722	1.050721	1.05073	1.050722	1.050715	1.050728	1.050715	1.050722	1.050729	1.050726	1.050719	1.050719	1.050714	1.05072	1.050717	1.050728	1.050722	1.05072	1.050715	1.050726	1.050721	1.05073	1.050711	1.050716	1.050719	1.050723	1.050728	1.050714	1.050714	1.050723
2.88	1.050715	1.050708	1.050724	1.050703	1.050719	1.050727	1.050712	1.050719	1.050727	1.050724	1.050717	1.050723	1.050731	1.050727	1.050717	1.050712	1.050712	1.050742	1.050718	1.050726	1.050721	1.050721	1.05073	1.050721	1.050714	1.050727	1.050715	1.050721	1.050728	1.050726	1.050718	1.050719	1.050714	1.05072	1.050716	1.050727	1.050721	1.05072	1.050714	1.050726	1.050721	1.050729	1.05071	1.050715	1.050719	1.050723	1.050728	1.050713	1.050713	1.050723
2.9	1.050715	1.050707	1.050723	1.050702	1.050718	1.050726	1.050711	1.050718	1.050727	1.050724	1.050716	1.050722	1.050731	1.050726	1.050717	1.050711	1.050711	1.050742	1.050717	1.050726	1.050721	1.05072	1.050729	1.050721	1.050714	1.050727	1.050714	1.050721	1.050728	1.050725	1.050718	1.050718	1.050713	1.05072	1.050716	1.050727	1.050721	1.05072	1.050714	1.050725	1.05072	1.050729	1.05071	1.050715	1.050719	1.050722	1.050728	1.050713	1.050713	1.050722
2.92	1.050715	1.050706	1.050723	1.050701	1.050718	1.050726	1.050711	1.050718	1.050727	1.050723	1.050716	1.050722	1.050731	1.050726	1.050716	1.050711	1.050711	1.050742	1.050717	1.050726	1.05072	1.05072	1.050729	1.050721	1.050714	1.050726	1.050714	1.050721	1.050728	1.050725	1.050717	1.050718	1.050713	1.050719	1.050716	1.050726	1.050721	1.050719	1.050713	1.050725	1.05072	1.050728	1.050709	1.050714	1.050718	1.050722	1.050727	1.050712	1.050713	1.050722
2.94	1.050714	1.050706	1.050722	1.0507	1.050717	1.050726	1.05071	1.050718	1.050726	1.050723	1.050715	1.050722	1.05073	1.050726	1.050716	1.05071	1.05071	1.050742	1.050716	1.050725	1.05072	1.050719	1.050729	1.05072	1.050713	1.050726	1.050714	1.050721	1.050727	1.050725	1.050717	1.050718	1.050712	1.050719	1.050715	1.050726	1.05072	1.050719	1.050713	1.050725	1.050719	1.050728	1.050709	1.050714	1.050718	1.050721	1.050727	1.050712	1.050712	1.050722
2.96	1.050714	1.050705	1.050722	1.050699	1.050717	1.050725	1.05071	1.050717	1.050726	1.050723	1.050715	1.050721	1.05073	1.050726	1.050715	1.05071	1.05071	1.050741	1.050716	1.050725	1.05072	1.050719	1.050728	1.05072	1.050713	1.050726	1.050713	1.05072	1.050727	1.050724	1.050716	1.050717	1.050712	1.050719	1.050715	1.050726	1.05072	1.050719	1.050713	1.050724	1.050718	1.050728	1.050708	1.050714	1.050717	1.050721	1.050726	1.050711	1.050712	1.050722
2.98	1.050713	1.050705	1.050722	1.050699	1.050717	1.050725	1.05071	1.050717	1.050726	1.050723	1.050715	1.050721	1.05073	1.050725	1.050715	1.05071	1.050709	1.050741	1.050716	1.050725	1.05072	1.050718	1.050728	1.05072	1.050713	1.050725	1.050713	1.05072	1.050727	1.050724	1.050716	1.050717	1.050712	1.050718	1.050715	1.050725	1.05072	1.050718	1.050712	1.050724	1.050718	1.050728	1.050708	1.050713	1.050717	1.050721	1.050726	1.050711	1.050712	1.050721
3	1.050713	1.050704	1.050721	1.050698	1.050716	1.050725	1.050709	1.050717	1.050726	1.050723	1.050714	1.050721	1.05073	1.050725	1.050715	1.050709	1.050709	1.050741	1.050715	1.050724	1.050719	1.050718	1.050728	1.05072	1.050712	1.050725	1.050713	1.05072	1.050726	1.050724	1.050716	1.050717	1.050711	1.050718	1.050714	1.050725	1.05072	1.050718	1.050712	1.050724	1.050718	1.050727	1.050708	1.050713	1.050717	1.05072	1.050726	1.05071	1.050711	1.050721
3.02	1.050713	1.050704	1.050721	1.050697	1.050716	1.050725	1.050709	1.050717	1.050725	1.050722	1.050714	1.050721	1.05073	1.050725	1.050715	1.050709	1.050709	1.050741	1.050715	1.050724	1.050719	1.050717	1.050728	1.050719	1.050712	1.050725	1.050712	1.05072	1.050726	1.050724	1.050715	1.050717	1.050711	1.050718	1.050714	1.050725	1.05072	1.050718	1.050712	1.050724	1.050717	1.050727	1.050707	1.050713	1.050716	1.05072	1.050726	1.05071	1.050711	1.050721
3.04	1.050713	1.050704	1.050721	1.050696	1.050716	1.050725	1.050708	1.050717	1.050725	1.050722	1.050714	1.050721	1.050729	1.050725	1.050714	1.050709	1.050708	1.050741	1.050715	1.050724	1.050719	1.050717	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050715	1.050716	1.050711	1.050718	1.050714	1.050724	1.050719	1.050718	1.050712	1.050723	1.050717	1.050727	1.050707	1.050713	1.050716	1.05072	1.050725	1.05071	1.050711	1.050721
3.06	1.050713	1.050703	1.050721	1.050696	1.050716	1.050724	1.050708	1.050717	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050717	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050715	1.050716	1.05071	1.050718	1.050714	1.050724	1.050719	1.050718	1.050712	1.050723	1.050717	1.050727	1.050707	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050721
3.08	1.050713	1.050703	1.05072	1.050695	1.050715	1.050724	1.050708	1.050716	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050715	1.050716	1.05071	1.050718	1.050714	1.050724	1.050719	1.050717	1.050711	1.050723	1.050716	1.050727	1.050707	1.050712	1.050716	1.05072	1.050725	1.050709	1.050711	1.050721
3.1	1.050712	1.050703	1.05072	1.050695	1.050715	1.050724	1.050708	1.050716	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050723	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050716	1.05071	1.050718	1.050714	1.050724	1.050719	1.050717	1.050711	1.050723	1.050716	1.050727	1.050706	1.050712	1.050716	1.05072	1.050725	1.050709	1.05071	1.050721
3.12	1.050712	1.050702	1.05072	1.050695	1.050715	1.050724	1.050708	1.050716	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050723	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050723	1.050714	1.050716	1.05071	1.050718	1.050714	1.050723	1.050719	1.050717	1.050711	1.050723	1.050716	1.050727	1.050706	1.050712	1.050716	1.05072	1.050725	1.050709	1.05071	1.050721
3.14	1.050712	1.050702	1.05072	1.050694	1.050715	1.050724	1.050708	1.050717	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050723	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050716	1.05071	1.050718	1.050714	1.050723	1.050719	1.050717	1.050711	1.050723	1.050716	1.050727	1.050706	1.050712	1.050716	1.05072	1.050725	1.050709	1.05071	1.050721
3.16	1.050712	1.050702	1.05072	1.050694	1.050715	1.050724	1.050707	1.050717	1.050725	1.050722	1.050713	1.050721	1.050729	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050723	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050716	1.05071	1.050718	1.050714	1.050723	1.050719	1.050717	1.050711	1.050723	1.050716	1.050727	1.050706	1.050712	1.050716	1.05072	1.050725	1.050709	1.05071	1.050721
3.18	1.050713	1.050702	1.05072	1.050694	1.050715	1.050725	1.050707	1.050717	1.050725	1.050722	1.050713	1.050721	1.05073	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050716	1.050727	1.050719	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050717	1.05071	1.050718	1.050714	1.050723	1.05072	1.050717	1.050711	1.050723	1.050715	1.050727	1.050706	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050721
3.2	1.050713	1.050702	1.05072	1.050693	1.050715	1.050725	1.050707	1.050717	1.050725	1.050722	1.050713	1.050721	1.05073	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050716	1.050727	1.05072	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050717	1.05071	1.050718	1.050714	1.050723	1.05072	1.050718	1.050711	1.050723	1.050715	1.050727	1.050706	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050721
3.22	1.050713	1.050702	1.05072	1.050693	1.050715	1.050725	1.050707	1.050717	1.050725	1.050723	1.050713	1.050721	1.05073	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050716	1.050727	1.05072	1.050712	1.050724	1.050712	1.05072	1.050726	1.050724	1.050714	1.050717	1.05071	1.050718	1.050714	1.050723	1.05072	1.050718	1.050712	1.050723	1.050715	1.050727	1.050707	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050722
3.24	1.050713	1.050702	1.05072	1.050693	1.050715	1.050725	1.050708	1.050717	1.050726	1.050723	1.050713	1.050721	1.05073	1.050725	1.050714	1.050708	1.050708	1.050741	1.050714	1.050724	1.050719	1.050716	1.050727	1.05072	1.050712	1.050724	1.050713	1.050721	1.050726	1.050724	1.050714	1.050717	1.05071	1.050718	1.050714	1.050723	1.05072	1.050718	1.050712	1.050724	1.050715	1.050727	1.050707	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050722
3.26	1.050713	1.050702	1.050721	1.050693	1.050715	1.050725	1.050708	1.050717	1.050726	1.050723	1.050713	1.050721	1.05073	1.050725	1.050714	1.050708	1.050709	1.050742	1.050714	1.050724	1.050719	1.050716	1.050728	1.05072	1.050712	1.050724	1.050713	1.050721	1.050726	1.050724	1.050714	1.050717	1.05071	1.050718	1.050714	1.050723	1.05072	1.050718	1.050712	1.050724	1.050715	1.050727	1.050707	1.050713	1.050716	1.05072	1.050725	1.050709	1.050711	1.050722
3.28	1.050713	1.050703	1.050721	1.050693	1.050715	1.050725	1.050708	1.050718	1.050726	1.050723	1.050713	1.050721	1.050731	1.050725	1.050714	1.050708	1.050709	1.050742	1.050714	1.050724	1.05072	1.050716	1.050728	1.05072	1.050712	1.050725	1.050713	1.050721	1.050727	1.050724	1.050715	1.050717	1.05071	1.050719	1.050714	1.050724	1.05072	1.050718	1.050712	1.050724	1.050716	1.050728	1.050707	1.050713	1.050716	1.050721	1.050725	1.050709	1.050711	1.050722
3.3	1.050714	1.050703	1.050721	1.050693	1.050715	1.050726	1.050708	1.050718	1.050726	1.050723	1.050713	1.050722	1.050731	1.050726	1.050714	1.050708	1.050709	1.050742	1.050714	1.050725	1.05072	1.050716	1.050728	1.050721	1.050712	1.050725	1.050713	1.050721	1.050727	1.050725	1.050715	1.050718	1.05071	1.050719	1.050715	1.050724	1.050721	1.050718	1.050712	1.050724	1.050716	1.050728	1.050707	1.050714	1.050716	1.050721	1.050725	1.050709	1.050711	1.050722
3.32	1.050714	1.050703	1.050721	1.050693	1.050716	1.050726	1.050708	1.050718	1.050727	1.050723	1.050714	1.050722	1.050731	1.050726	1.050715	1.050708	1.050709	1.050742	1.050714	1.050725	1.05072	1.050716	1.050728	1.050721	1.050713	1.050725	1.050713	1.050721	1.050727	1.050725	1.050715	1.050718	1.050711	1.050719	1.050715	1.050724	1.050721	1.050719	1.050712	1.050724	1.050716	1.050728	1.050707	1.050714	1.050717	1.050721	1.050725	1.05071	1.050712	1.050722
3.34	1.050714	1.050703	1.050721	1.050694	1.050716	1.050726	1.050708	1.050718	1.050727	1.050724	1.050714	1.050722	1.050731	1.050726	1.050715	1.050709	1.050709	1.050742	1.050715	1.050725	1.05072	1.050716	1.050728	1.050721	1.050713	1.050726	1.050714	1.050722	1.050727	1.050725	1.050715	1.050718	1.050711	1.050719	1.050715	1.050724	1.050721	1.050719	1.050713	1.050725	1.050716	1.050728	1.050708	1.050714	1.050717	1.050721	1.050726	1.05071	1.050712	1.050723
3.36	1.050714	1.050703	1.050722	1.050694	1.050716	1.050726	1.050708	1.050718	1.050727	1.050724	1.050714	1.050722	1.050732	1.050726	1.050715	1.050709	1.05071	1.050742	1.050715	1.050725	1.05072	1.050717	1.050729	1.050721	1.050713	1.050726	1.050714	1.050722	1.050727	1.050725	1.050715	1.050718	1.050711	1.050719	1.050715	1.050724	1.050721	1.050719	1.050713	1.050725	1.050716	1.050729	1.050708	1.050714	1.050717	1.050722	1.050726	1.05071	1.050712	1.050723
3.38	1.050715	1.050703	1.050722	1.050694	1.050716	1.050727	1.050709	1.050719	1.050727	1.050724	1.050714	1.050722	1.050732	1.050726	1.050715	1.050709	1.05071	1.050743	1.050715	1.050726	1.050721	1.050717	1.050729	1.050722	1.050713	1.050726	1.050714	1.050722	1.050728	1.050725	1.050716	1.050719	1.050711	1.05072	1.050716	1.050725	1.050721	1.050719	1.050713	1.050725	1.050716	1.050729	1.050708	1.050714	1.050717	1.050722	1.050726	1.05071	1.050712	1.050723
3.4	1.050715	1.050704	1.050722	1.050694	1.050716	1.050727	1.050709	1.050719	1.050728	1.050724	1.050714	1.050723	1.050732	1.050727	1.050715	1.050709	1.05071	1.050743	1.050715	1.050726	1.050721	1.050717	1.050729	1.050722	1.050713	1.050727	1.050714	1.050722	1.050728	1.050726	1.050716	1.050719	1.050712	1.05072	1.050716	1.050725	1.050722	1.050719	1.050713	1.050725	1.050717	1.050729	1.050708	1.050715	1.050718	1.050722	1.050726	1.050711	1.050712	1.050723
3.42	1.050715	1.050704	1.050722	1.050695	1.050716	1.050727	1.050709	1.050719	1.050728	1.050724	1.050715	1.050723	1.050733	1.050727	1.050715	1.050709	1.050711	1.050743	1.050715	1.050726	1.050721	1.050717	1.050729	1.050722	1.050714	1.050727	1.050714	1.050722	1.050728	1.050726	1.050716	1.050719	1.050712	1.05072	1.050716	1.050725	1.050722	1.05072	1.050713	1.050726	1.050717	1.05073	1.050709	1.050715	1.050718	1.050722	1.050726	1.050711	1.050713	1.050723
3.44	1.050715	1.050704	1.050723	1.050695	1.050716	1.050728	1.050709	1.050719	1.050728	1.050725	1.050715	1.050723	1.050733	1.050727	1.050716	1.05071	1.050711	1.050743	1.050716	1.050727	1.050721	1.050717	1.05073	1.050723	1.050714	1.050727	1.050715	1.050722	1.050728	1.050726	1.050716	1.050719	1.050712	1.05072	1.050716	1.050725	1.050722	1.05072	1.050714	1.050726	1.050717	1.05073	1.050709	1.050715	1.050718	1.050723	1.050727	1.050711	1.050713	1.050723
3.46	1.050716	1.050704	1.050723	1.050695	1.050717	1.050728	1.050709	1.05072	1.050729	1.050725	1.050715	1.050723	1.050733	1.050727	1.050716	1.05071	1.050711	1.050743	1.050716	1.050727	1.050721	1.050718	1.05073	1.050723	1.050714	1.050728	1.050715	1.050723	1.050728	1.050726	1.050716	1.05072	1.050713	1.050721	1.050716	1.050726	1.050722	1.05072	1.050714	1.050726	1.050717	1.05073	1.050709	1.050715	1.050718	1.050723	1.050727	1.050712	1.050713	1.050723
3.48	1.050716	1.050705	1.050723	1.050696	1.050717	1.050728	1.05071	1.05072	1.050729	1.050725	1.050715	1.050723	1.050733	1.050727	1.050716	1.05071	1.050712	1.050744	1.050716	1.050727	1.050722	1.050718	1.05073	1.050723	1.050714	1.050728	1.050715	1.050723	1.050729	1.050726	1.050717	1.05072	1.050713	1.050721	1.050716	1.050726	1.050723	1.05072	1.050714	1.050726	1.050718	1.05073	1.050709	1.050716	1.050718	1.050723	1.050727	1.050712	1.050713	1.050724
3.5	1.050716	1.050705	1.050723	1.050696	1.050717	1.050728	1.05071	1.05072	1.050729	1.050725	1.050716	1.050723	1.050734	1.050727	1.050716	1.05071	1.050712	1.050744	1.050716	1.050727	1.050722	1.050718	1.05073	1.050723	1.050714	1.050728	1.050715	1.050723	1.050729	1.050726	1.050717	1.05072	1.050713	1.050721	1.050717	1.050726	1.050723	1.05072	1.050714	1.050726	1.050718	1.050731	1.05071	1.050716	1.050719	1.050724	1.050727	1.050712	1.050713	1.050724
3.52	1.050716	1.050705	1.050724	1.050696	1.050717	1.050729	1.05071	1.05072	1.05073	1.050725	1.050716	1.050723	1.050734	1.050728	1.050716	1.05071	1.050712	1.050744	1.050716	1.050728	1.050722	1.050718	1.050731	1.050724	1.050715	1.050729	1.050716	1.050723	1.050729	1.050727	1.050717	1.05072	1.050713	1.050721	1.050717	1.050726	1.050723	1.05072	1.050714	1.050727	1.050718	1.050731	1.05071	1.050716	1.050719	1.050724	1.050727	1.050712	1.050714	1.050724
3.54	1.050716	1.050706	1.050724	1.050697	1.050717	1.050729	1.05071	1.050721	1.05073	1.050725	1.050716	1.050724	1.050734	1.050728	1.050716	1.05071	1.050712	1.050744	1.050717	1.050728	1.050722	1.050719	1.050731	1.050724	1.050715	1.050729	1.050716	1.050723	1.050729	1.050727	1.050717	1.050721	1.050714	1.050721	1.050717	1.050727	1.050723	1.050721	1.050714	1.050727	1.050718	1.050731	1.05071	1.050716	1.050719	1.050724	1.050728	1.050713	1.050714	1.050724
3.56	1.050717	1.050706	1.050724	1.050697	1.050717	1.050729	1.05071	1.050721	1.05073	1.050725	1.050716	1.050724	1.050734	1.050728	1.050717	1.050711	1.050713	1.050744	1.050717	1.050728	1.050722	1.050719	1.050731	1.050724	1.050715	1.05073	1.050716	1.050723	1.050729	1.050727	1.050717	1.050721	1.050714	1.050722	1.050717	1.050727	1.050723	1.050721	1.050715	1.050727	1.050719	1.050731	1.05071	1.050716	1.050719	1.050724	1.050728	1.050713	1.050714	1.050724
3.58	1.050717	1.050706	1.050724	1.050697	1.050717	1.050729	1.050711	1.050721	1.05073	1.050725	1.050716	1.050724	1.050735	1.050728	1.050717	1.050711	1.050713	1.050744	1.050717	1.050729	1.050722	1.050719	1.050731	1.050724	1.050715	1.05073	1.050716	1.050723	1.050729	1.050727	1.050718	1.050721	1.050714	1.050722	1.050717	1.050727	1.050723	1.050721	1.050715	1.050727	1.050719	1.050732	1.05071	1.050716	1.050719	1.050724	1.050728	1.050713	1.050714	1.050724
3.6	1.050717	1.050706	1.050724	1.050698	1.050718	1.05073	1.050711	1.050721	1.05073	1.050725	1.050717	1.050724	1.050735	1.050728	1.050717	1.050711	1.050713	1.050744	1.050717	1.050729	1.050722	1.050719	1.050731	1.050724	1.050715	1.05073	1.050716	1.050723	1.05073	1.050727	1.050718	1.050721	1.050714	1.050722	1.050717	1.050727	1.050723	1.050721	1.050715	1.050727	1.050719	1.050732	1.050711	1.050717	1.05072	1.050725	1.050728	1.050714	1.050714	1.050724
3.62	1.050717	1.050706	1.050725	1.050698	1.050718	1.05073	1.050711	1.050721	1.050731	1.050725	1.050717	1.050724	1.050735	1.050728	1.050717	1.050711	1.050713	1.050744	1.050717	1.050729	1.050722	1.050719	1.050731	1.050724	1.050715	1.050731	1.050716	1.050723	1.05073	1.050727	1.050718	1.050721	1.050715	1.050722	1.050717	1.050728	1.050724	1.050721	1.050715	1.050727	1.050719	1.050732	1.050711	1.050717	1.05072	1.050725	1.050728	1.050714	1.050714	1.050724
3.64	1.050717	1.050707	1.050725	1.050699	1.050718	1.05073	1.050711	1.050721	1.050731	1.050726	1.050717	1.050724	1.050735	1.050728	1.050717	1.050711	1.050714	1.050744	1.050717	1.050729	1.050723	1.050719	1.050732	1.050725	1.050715	1.050731	1.050716	1.050723	1.05073	1.050727	1.050718	1.050721	1.050715	1.050722	1.050718	1.050728	1.050724	1.050721	1.050715	1.050728	1.050719	1.050732	1.050711	1.050717	1.05072	1.050725	1.050728	1.050714	1.050714	1.050724
3.66	1.050717	1.050707	1.050725	1.050699	1.050718	1.05073	1.050711	1.050722	1.050731	1.050726	1.050717	1.050724	1.050735	1.050728	1.050717	1.050711	1.050714	1.050744	1.050718	1.050729	1.050723	1.05072	1.050732	1.050725	1.050716	1.050731	1.050717	1.050723	1.05073	1.050727	1.050718	1.050722	1.050715	1.050722	1.050718	1.050728	1.050724	1.050721	1.050715	1.050728	1.05072	1.050733	1.050711	1.050717	1.05072	1.050725	1.050729	1.050714	1.050715	1.050724
3.68	1.050717	1.050707	1.050725	1.0507	1.050718	1.05073	1.050712	1.050722	1.050731	1.050726	1.050717	1.050724	1.050735	1.050728	1.050717	1.050711	1.050714	1.050744	1.050718	1.05073	1.050723	1.05072	1.050732	1.050725	1.050716	1.050731	1.050717	1.050723	1.05073	1.050727	1.050718	1.050722	1.050715	1.050722	1.050718	1.050728	1.050724	1.050721	1.050715	1.050728	1.05072	1.050733	1.050711	1.050717	1.05072	1.050725	1.050729	1.050715	1.050715	1.050724
