wind	load	color
434.8031852532587       3490.6564630000003      0
33.7017041157675        4493.214484999999       0
54.6282286591312        6851.825613     0
27.679743376909233      5138.156437999998       0
0.0     4454.362018     0
142.3601862155739       3841.1174069999997      0
336.9478004317299       3514.5309168000003      1
221.099047242189        4974.784989     0
554.7689758426441       4139.838934     0
315.28420754144776      3892.843854     0
24.893003922345038      4094.8927809999996      0
123.41986206772744      5843.336745999999       0
7.715359240233294       4253.754173000002       0
372.96501541868065      3161.419596     1
311.96789563490313      3014.5776421000005      0
306.1846901135183       4378.923657     0
134.9808130259243       4803.8390389999995      0
0.0     7151.183197     0
219.290748882803        3266.0264915000002      0
0.0     3300.2210649999997      0
47.85911833067952       4299.333422     0
355.75901565758977      2916.0432417999996      0
241.82240359828003      3389.1972069999997      0
339.7675437036307       3868.1652630000012      1
132.96806129839936      3466.0172310000007      0
259.084620095572        5930.322168999999       0
96.96825620667006       4067.8396929999994      0
50.04694184784696       4212.9035269999995      0
507.66827884095494      4037.5069439999993      0
253.8015673849847       3058.548343699999       1
0.0     3012.0466219    0
1.51056990578497e-06    4394.962910000001       0
0.0     3857.071587000001       0
414.5926620287054       4680.234288999998       0
0.0     3465.0696529999996      0
0.0     4365.091525     0
1.265592662262131e-06   3821.0325399999997      0
416.2841269549581       4421.061412999999       1
0.0     5191.445482000003       0
137.27247718288433      4562.320314000001       0
169.91559475611976      5268.7522229999995      0
495.06315004179334      4236.1232789999995      0
493.18780518597276      3707.19027      0
0.0     3060.0333847    0
0.0     3224.6529239999995      0
312.48830374431924      4022.4129289999996      0
207.12547387827374      3090.7077018999994      0
312.19187641864903      3350.0530084000006      0
229.66619161875212      3643.4923150000004      1
299.81990337353466      3440.178306199999       0
0.0     4003.873142999999       0
432.7611659398253       3042.4374664000006      1
16.178030600295493      4450.368932000003       0
20.28559520229884       4578.465242     0
468.0853095902489       4118.408436000001       1
428.45999552538075      4101.353794     0
13.840207542644588      4108.988206999998       0
34.57034730045046       4442.735549000001       0
149.61512679781782      4270.623751     0
337.56668252373674      3599.711083999998       1
0.0     6309.933604000001       0
