A19	B8	color
-112.74009338518034	-22.72391759533344	0
-67.54307312741457	-5.010420208808872	0
-79.85646182338557	2.733091975367928	1
-143.94179036472298	-20.8677520104276	1
-81.26818215175877	-27.520802406697964	0
-77.55162501042527	-23.080382715385717	0
-9.153485427666405	1.5776862560379405	0
-172.46709180530019	-7.510590745621015	1
-116.57249424953528	-30.40359075310375	2
-160.45554047447519	-29.375349178260063	2
-104.22657969866293	-1.6032691073059473	0
-157.57980206779735	-38.83644247339245	2
-55.31183114066723	1.2787389029668157	0
-161.30152153760932	-35.18749233510648	2
-119.47027636334604	-2.4117467456341433	2
-85.82190967998383	-10.261018746491049	0
-58.151801319881145	-2.9513562162110767	0
-41.095534784938145	-14.252164790045594	0
-166.00260474230475	-12.11218743682676	1
-133.41692231894248	-24.090628230815568	2
-145.39876270135724	-32.61364674777586	2
-91.8347109941235	-27.359721762393242	0
-73.95084499033314	3.421314198256343	1
-160.61239179329226	-38.46396640257196	2
-51.56513340391986	-6.585186364650627	0
-122.23120249466541	-43.17619551931782	2
-115.40491885073551	-11.864810187715104	1
-65.2104614009702	-13.623031621845746	0
-121.12382664150141	-31.275349449518558	0
-83.51754826925234	-7.006594463061207	1
-113.6651816797509	-29.02145586950202	1
-153.12222646879573	-39.53144402183819	2
-73.6327486391532	-0.2268123084426408	0
-59.73910552129391	-18.044385507599216	0
-117.91551262481632	-26.492234232552608	0
-82.2692264365528	-4.845597018091017	0
-20.414886625415406	-16.379916740897045	0
-101.69674632695158	-39.30279408253829	2
-124.91226141917295	-22.784143190910083	2
-93.2587126875434	-9.458193415685615	0
-41.071931118149294	-5.915537627787796	0
-66.49633407763761	-6.819334974117991	0
-110.697183962205	-11.712322735174936	0
-173.54315354611373	-24.270891003707355	1
-160.46872739018468	-25.825889847491133	1
-98.47934452165028	-32.73109483449571	2
-90.36659720819611	-18.065324317214042	0
-165.52201426454366	-24.107381919852553	2
-78.63224252173049	-8.075194651735345	0
-52.14116539140895	-20.50408313786707	0
-87.22857376071322	14.502387695238692	0
-102.0480377291917	-25.46215852963682	0
-135.53195606757015	-30.097633166696664	2
-112.80393739595911	-35.10487709380837	0
-133.81351198400512	-4.254442792724151	1
-98.1277800858924	0.7929989183378314	2
-121.87338081544677	-18.300763851787263	2
-82.24269795037299	-7.997540799564601	0
-140.9707005267538	-17.28067499788403	1
-74.92245462070107	-18.056941644620693	0
-59.14926854222291	-23.168611866198653	0
-54.645604570041506	-3.485377367352456	0
-79.49109953935249	-21.571790434452932	0
-108.65965143296361	-18.823720009757764	0
-108.72901010609158	-29.717986215595882	0
-98.14018202162165	-9.681862104244026	0
-85.63080217594475	-18.840689176826896	0
-128.70001211225633	-19.505030926936985	0
-100.44883164603891	1.058283166045026	2
-122.72500372193127	-24.038884839583226	2
-168.29687972589883	-37.28409193487506	1
-88.63345570458449	-8.946179046106575	1
-74.06645873236522	-27.272995095250884	0
-154.4447970931614	-19.453627538914322	1
-8.04127852674981	-14.77001519869291	0
-140.87489300485066	-17.77024520812616	1
-103.81828315017285	-4.972489252145845	0
-163.16916133411098	-35.92491757524803	1
-154.75372215563118	-49.58861187291852	2
-48.598009931147395	4.660709323450986	0
-26.90106971668521	5.623270652234379	0
-118.87099554841478	-22.406979086942023	2
-99.83240251426082	-21.368891594842044	0
-82.2355325956395	-7.805664066970924	0
5.05241886032268	-12.766613032642718	0
-39.88358418320077	-13.180670846437986	0
-126.77963709626631	-40.51733428082006	2
-114.05235616366589	-20.224809985508244	0
-138.49048400043492	-31.6910145825871	1
-158.39008826896097	-33.67694912499894	1
-84.92204427840349	-5.52400989557324	2
-139.48489205658703	-29.205498571239687	2
-78.23087138500755	3.352069964953393	0
-83.25487328470344	-24.339273653938154	0
-116.21876789543268	-26.6723524640322	2
-138.0437934671605	-16.196644947021117	1
-140.8191756331838	-18.604603952165473	1
-83.59645707009746	-31.172101187925417	0
-123.41585664582722	-21.09958042867221	2
-134.69274378243716	-33.48496818939422	2
-108.63385878360903	-34.77889424607037	2
-89.45735780161559	-27.26014497389775	0
-84.76045999071569	-28.644092473978805	0
-70.82666774126373	-16.852419662398148	0
-100.39328537644022	-21.16840826530545	0
-64.7502501480803	-4.95064214688306	0
-85.09848904112135	-16.010201747510052	0
-131.1876674133885	-23.74210708671585	2
-64.58355484629277	-29.080207091132305	0
-123.54781310243246	-7.582824055756439	0
-183.6182342472297	-34.89603363914102	1
-72.42334716762416	-15.253439020793131	0
-38.95171578058941	-4.809161921601357	0
-85.73217902427466	-28.031294486417757	0
-70.52106712054989	-8.955929863215268	0
-105.58453458101044	-16.91280603902335	0
-70.12414231222772	-22.142579123362538	0
-139.564258724285	-13.73481317432832	1
-154.92108625903032	-7.5944200839038	1
-176.4309810505376	-25.701341975043107	1
-104.57084390176252	-21.813480949103344	0
-16.124872166557996	-0.5977231197219907	0
-70.84739038229222	-25.209146939949466	0
-66.99233381214599	0.907511075808635	0
-178.53489523784492	-23.446872061474345	1
-89.8553490333527	-12.638787771486463	0
-60.47203692781136	-23.781008870941093	0
-115.88555797444509	-18.515864300523262	0
-85.42803237404856	-21.70570012070787	0
-71.62864072451588	-21.544710097489915	0
-83.59279195557143	-5.498133943550078	0
-76.15773681013687	-27.069644304483077	0
-134.62047752289044	-22.633684534884654	1
-99.0312980966938	-4.29033047325493	0
-96.22015921196127	-17.85043745698722	0
-151.960854182236	-8.271271405934042	1
-96.67166226324112	-17.62678859837304	0
-106.89660621841549	3.6016836659601337	0
-118.11281738170855	-27.575779733438427	2
-123.1453931703576	-31.12387752370614	2
-111.87895552102714	-21.443312677597067	0
-161.53250474736512	-38.17948733215692	1
-129.6244385797514	-28.853179847642995	0
-54.903585592079075	-24.890041731365102	0
-104.05677726065035	-29.565023390861366	2
-139.3405960288264	-19.48459809946927	1
-77.24748614815016	-18.111111543540765	0
-82.42664393780976	-22.238424291344185	0
-119.2949227224163	-20.221395356492486	1
-99.32351243055665	-20.831994190164274	0
-112.13147960134239	-17.398441303416444	0
-78.66349094821953	-11.365955466097018	0
-101.85707796612358	-20.81742200515037	0
-97.68900505441583	-29.94051381637591	0
-131.92529904462918	-13.07931107060474	2
-97.1384079000871	-20.539394352340167	0
-79.51735818509866	-16.385841117213868	0
-95.57714669189218	-18.706209885613372	0
-156.48622474449004	-28.09901999054409	1
-139.6291683120973	-21.778179127112075	2
-142.3403943711588	-14.389024987969604	1
-95.8962142177295	-17.360967660691816	0
-140.02068311756506	-23.95745182507816	1
-137.64049949716002	-47.84845898404719	2
-58.78156632151183	-7.844801071457597	0
-142.23486723774087	-24.266839490248802	2
-141.9942332886217	-5.705663650158856	1
-172.40662768137923	-35.46860611318963	1
-98.61936980369404	-28.800736815976556	0
-81.84974204273959	-5.717376522661369	0
-97.36609287238375	-11.23378803701371	0
-55.69813824013002	-21.538795191769108	0
-149.0211712660438	-47.78304214048011	1
-155.81760364749812	-44.60286120157188	2
-124.73047802176997	-15.41506295639499	1
-104.31663573230435	-15.173608213952171	0
-81.13145778538488	-26.11564093883878	0
-106.27123037803375	-30.95794710849809	0
-87.20762293910852	-15.877045396805917	1
-154.67669107187066	-22.314960790226802	1
-84.61997932864993	-26.424539279284158	0
-58.3808329281941	-19.070337238662226	0
-201.23643693494247	-32.259976832457866	1
-63.89530562880237	-1.674599396343257	0
-108.06392136591181	-22.32112547116732	2
-140.70181889262892	-19.093192233059817	1
-136.21190628086237	-41.77030998712928	2
-103.32503207560528	-27.983325886252285	0
-89.30996662521416	-14.816496631409453	0
-150.1060565379327	-23.72027054069709	1
-146.74931100608956	-24.36125008398631	2
-141.68055147452816	-9.555632766117764	2
-76.07780272993413	-20.333703698161912	0
-137.92903738321226	-24.801039469004447	2
-153.9660829409155	-23.55905063879481	1
-89.86008522675215	-15.96011471462669	0
-168.54888866786376	-6.7465147190727786	1
-107.80994925999315	-23.655859826446903	2
-136.5564216624066	-40.57234052560652	2
-127.58376874537538	-17.994029177532553	1
-82.80239523518713	-18.582635591798702	0
-112.93424569378925	-29.85762697875904	0
-91.08401823834143	-21.249802945636603	0
-133.06560637048494	-37.621835269150026	2
-145.38765293562034	-24.62603471186153	1
-153.6055779925143	-41.811113387050604	2
-112.6199161600495	-19.933455678779055	0
-96.66848762553155	-24.483928712949993	0
-149.45212727468876	-30.48917101316932	1
-140.41605040987818	-8.010991019020231	2
-159.04625642947897	-31.592401416919497	1
-142.77850832619356	-24.294537270458143	2
-107.90387215058574	-22.094640472717607	0
-146.69879398941936	-21.26431481481452	1
-160.1788190870303	-37.359394042011715	2
-76.97594878669165	-2.5618738041277895	0
-141.3667179580573	-25.35354960181974	2
-122.15269184260865	-22.86639306234746	2
-123.36860059790959	-23.670930061452214	2
-139.62630888650745	-34.64320598048824	2
-103.25304436103937	-35.84991572200046	2
-121.60671860272248	-9.583851558014288	0
-116.01086939699555	-41.253998308542315	2
-75.73306712994669	-18.370725849753057	0
-130.34180315576046	-36.50478633077067	0
-164.35123588983888	-52.387116360810694	1
-66.04452792507105	0.38452589911461477	0
-104.77889501628206	-33.37796941415891	0
-120.41739098197064	-32.204253444745135	2
-116.21754022773456	-31.130210422858056	2
-110.487052568882	-23.683228425190546	2
-76.48728454373538	-19.077179870617968	0
-141.97220893458686	-46.486201172541456	2
-100.77890739768776	-16.28877998981962	1
-118.23706575272665	-36.99222555502011	2
-163.62848158989985	-33.294916268796484	1
-101.64237666589099	-32.86138092402911	2
-134.64429879953676	-6.30623195095244	2
-107.15077277382736	-32.168749449793324	2
-143.05238721257544	-18.43971510592364	1
-135.48708413661637	-21.540377167836073	1
-82.06346567836029	-14.566704549326264	0
-155.00885753810735	-12.724995499093792	2
-113.49564354468203	-23.663186523942176	0
-136.99515293403243	-31.636354949812322	2
-125.26691930848824	-43.21925942070313	2
-101.83011250110124	-17.40270717830684	0
-140.50092699489025	-38.59604334399639	2
-147.9291081654345	-19.615896814180033	2
-100.29605876385281	-18.08478578667348	0
-118.8180982370724	-42.70375114367448	2
-184.3710357789179	-23.654653782158785	1
-162.27868763161644	-16.85164021694224	1
-157.65482261183865	-43.852596178217965	2
-120.50315262010332	-21.17641623513249	2
-118.92220757457643	-21.996432554118446	2
-81.43530434290547	-15.452276635730644	0
-136.00132333933993	-12.625693521994585	2
-124.18722363259687	-30.30103242555003	2
-81.96661582047015	-20.644987554607802	0
-104.96437211028129	-22.02321395103772	0
-113.880585799322	-34.15446268933102	2
-121.66701020505879	-24.810596995905584	2
-93.58676622021659	-29.084000056073005	2
-119.53286552980316	9.536582079501262	2
-137.7085670834556	-17.57071743214422	2
-113.55727929987334	-26.934964659649257	2
-93.7593002917766	-21.69234244529444	0
-106.53192662344533	-30.858283134067698	2
-97.89378498591952	-20.382928696962765	0
-134.35643673786674	-25.786878530000017	2
-152.45742679364983	-43.54455747793542	2
-137.80365776335654	-37.32282098378232	2
-162.01958226515686	-32.12758764397397	2
-131.8099109796616	-14.496264408810744	2
-130.4516381513186	-19.6019509860886	1
-134.84903688819844	-29.63852772562704	2
-134.53774070152974	-40.62273734277609	2
-106.95150168901266	-40.34106947610765	2
-146.5375097423365	-29.15237485125713	2
-128.17719121624887	-21.05014652847693	0
-175.16713623075833	-45.338703014699526	2
-158.00512059582	-37.94775763560802	2
-138.1349638886201	-42.58183339391405	2
-82.96459376112803	-20.826368912051983	0
-154.11596799639412	-37.460105482809745	2
-128.47974278754734	-41.681194184656576	2
-123.52734476409297	-34.71006963204468	2
-109.17881865633888	-22.719285209831888	2
-150.57856276709447	-49.82766841507777	2
-156.18341949155828	-33.092061208088424	2
-141.20970494733945	-36.949041070961975	2
-203.7712484450629	-28.1018762350645	3
-132.75703311125372	-34.116339065909386	2
-143.97695507139284	-24.016488241601902	2
-143.92834438204642	-29.989043913218488	2
-154.89445855779314	-36.5214703041171	2
-142.68935219407405	-35.501668324687444	2
-128.9730767826992	-25.713518449998507	2
-119.57756648575054	-46.480802402300334	2
-130.56576624479334	-43.988573123392825	2
