A19	B8	color
-60.816429045301525	-17.73346566280453	0
-110.70456384553474	-19.97509665017952	0
-117.22931176483806	-42.80037287932764	2
-39.74031573450609	3.8335215410702936	0
-86.30478118514999	-25.563493409896953	0
-99.84016468371888	-9.82356264535316	0
-130.9140495425195	-28.147549883416644	2
-90.48792572221988	-16.400639195936705	0
-44.55495413165559	-21.507171492926734	0
-114.2199193877949	-6.89959151893106	2
-113.51587565035446	-43.372941625157395	0
-94.63004166394002	-26.033960824512427	0
-134.52647694800595	-25.63121715600908	2
-134.05561864458087	-16.89305037308007	2
-51.63365099173416	-10.387171471891776	0
-32.995795507467186	2.125584262797708	0
-21.399986714623985	8.813494157266664	0
-109.37082475469873	-10.143563275737213	1
-38.64744455821366	-13.1751497239658	0
-103.71988615029287	-34.585841745373905	0
-69.35535728594981	-0.04031741791668907	0
-48.03425821573929	-3.098747205522899	0
-110.44306774102152	-18.768475824835086	0
-121.43928311641925	-13.560774677157209	2
-90.08610806214308	-28.144249811047363	0
-40.21779341711577	8.87039969942236	0
-97.05576008609762	-17.039171049624702	0
-139.71570652182547	-35.95592300319499	2
-41.23414165311928	-21.95314832360978	0
-24.785412639696343	1.2210618341922785	0
-86.8082089626742	-30.278189644820557	0
-71.02180307780623	-13.968535909024634	0
-113.77928343002026	-33.905141599858304	2
-109.68292684416217	-19.084942216132028	0
-153.19477113567416	-28.953188044896955	1
-50.37777535605561	-12.230849127411183	0
-93.61848137484752	-20.991046863427464	0
-77.22870910739537	-31.72909189295957	0
-91.32800754846275	-7.90636688603457	0
-99.56365911765505	-11.691523326189401	2
-69.80508008714365	-8.336010692655057	0
-105.22469422016674	-13.170162974718421	1
-79.81688317186718	-8.972080102343583	0
-57.77828493657833	-6.17825926569083	0
-46.29235143550716	-4.4134441146899235	0
-96.45653266852106	-10.005400450732887	0
-102.10380835997807	-23.629011756668564	0
-130.30609510455048	-24.61581225083813	2
-118.12260369945145	-17.09929136296512	0
-133.0631033887712	-12.47191296398366	2
-92.75587383740515	-21.961706290052756	0
-24.31618469459887	1.7589332258519448	0
-109.74186489308903	-23.3561282765252	0
-151.46061344977022	-19.032353310938056	1
-117.24543295683856	-20.573038698114274	2
-113.16245937573109	-14.171376999869265	0
-133.83802108625883	-24.5698526208788	0
-130.80156325880355	-24.297001426161447	2
-29.31690818489167	-11.399280864575726	0
-61.09282088631268	-18.524554276370544	0
-144.338978927692	-34.74822111117446	2
-67.04878038456535	-18.681028916821223	0
-126.45825943678905	-18.18172366587907	2
-108.13429162209135	-22.14990831072271	0
-163.8686721570474	-20.3460947359205	1
-143.78179319704896	-15.258257923299121	1
-119.52661185952844	-29.6985878244635	2
-127.98142891621369	-33.89151941106342	0
-46.696697404198936	-5.673828424695924	0
-73.71833842371088	-29.254213431200455	0
-55.657565631871584	9.258724101300897	1
-85.47961038544905	-25.823272466065383	0
-162.1773003835659	-39.22021365315856	1
-65.0500172030037	-12.021333757540916	0
-103.35864042598544	-34.64846446731304	0
-47.98567366822813	0.8669066305287307	0
-33.406950844871105	-2.1024843889097644	0
-42.516465423521794	-21.373338626271867	0
-93.70170454296095	-10.02103070375028	2
-100.43716926656016	-21.59414794081307	2
-155.8361535533776	-21.381587128061867	1
-140.33179180501182	-7.553345854365201	1
-106.00417293659557	-8.179027482475403	2
-139.91079510573627	-10.969265895963108	1
-123.12874173243777	-18.809393427000103	2
-111.86401110595578	-20.141404452632443	0
-97.57726849709002	-10.590543791493856	0
-91.7410798425506	0.7714974150942314	2
-79.74966503567039	-1.3504506265416236	0
-130.13018539600952	-41.5884821856343	2
-115.76186370204799	-20.838182614078043	0
-42.172930400712325	1.7480966005569178	0
-99.31167626368418	-35.46617405502781	2
-101.8131572414437	-31.745304987108952	0
-137.57014102745853	-16.35761876113109	2
-138.06949496092426	-30.816209575663976	2
-72.9417716053162	-18.842150129681553	0
-93.85041160240908	-11.804369823131118	0
-82.9649897661656	-20.084843192147723	0
-92.40594903987278	-18.106681985959796	0
-43.987986851227426	-4.989036169085439	0
-90.38018939671197	-20.172590824216112	0
-100.07389118230945	-19.614502388916808	0
-103.09671079262519	-19.848431681580053	0
-154.80910240077094	-8.117904719297025	1
-148.59726181093703	-17.077621832364066	1
-121.02360296921685	-27.45966840364658	2
-99.25509757549665	-38.80626332739208	2
-87.21857709934437	-15.591492148189834	0
-45.64459579794601	-8.461042986376524	0
-123.56210231774867	-24.23571818498918	2
-64.16463771616515	-22.40972899976183	0
-101.97437789975754	-12.502308869470127	0
-120.38373791972403	-27.111973753812034	0
-39.47286263600224	6.580774007974941	0
-136.0985756187739	-6.11717310234878	3
-121.21900301494325	-35.3004303365941	0
-87.79439909635587	-25.131335069730536	0
-144.75229098261607	-37.98227506732972	1
-96.34126549772542	-20.669512385810155	0
-152.8119239447751	-32.98537941625246	2
-58.29557984116748	-8.58775735637568	0
-128.80941756167027	-23.587342487411092	2
-91.1907980444885	-29.208141082279642	0
-104.8430653422871	-29.042362280404767	0
-130.57939704112866	-17.3702808592912	1
-107.42136815081176	-24.024653412657006	2
-124.029329491335	-23.523345965549964	0
-61.431755949954145	-29.740838050768904	0
-84.41350317933548	-22.678766071042126	0
-144.19450427334363	-17.725467354210334	1
-161.0775029587492	-32.18373645506688	2
-83.46677284629551	-8.206828367218574	0
-139.50196819919452	-29.97557112735893	2
-135.64010381507572	-23.590397775595896	0
-121.2655762408697	-37.87096148777333	2
-89.74687984955067	-30.238912367482694	0
-70.53806661847874	-19.754365961259005	0
-93.16017580759399	-17.294345183434405	0
-91.68528372703969	-23.712166048500404	0
-5.272788020283658	-0.021173122029591412	0
-105.09806637785344	-21.472518107994144	2
-126.42690587160781	-21.17705483902338	2
-118.64990827338504	-18.933356897575894	0
-169.79554686272297	-23.829603543987385	1
-90.78687006924415	-33.996218336329555	0
-7.988773856713041	-0.6393634584236112	0
-90.38194857070462	-18.242218260221353	0
-89.0866085305493	-23.070771272730024	0
-34.241101754436116	-16.718185489108137	0
-109.30804402184467	-16.510935619992242	2
-48.818454653671644	-5.495528511141775	0
-38.467553378988846	-2.777164969823169	0
-103.95391757630195	-41.97034136386753	2
-70.35662137660239	-9.114148798220658	0
-107.95039366458212	-21.9342299835632	2
-52.951223988761896	-5.525250120452627	0
-32.41660150552068	4.4683387401133885	0
-61.247782772841475	-7.450094033526415	0
-131.7839016546581	-42.29163401734597	0
-161.00009603827218	-27.27129240246909	1
-60.428521455757924	-22.786253622668216	0
-66.66635647181597	-12.784439861689675	0
-38.68996518008404	-19.75746518454133	0
-167.77941575537855	-18.906271063124997	1
-128.17322231396517	-30.62905059485984	2
-96.90414696261249	-15.579306595583336	2
-114.52639623397222	-15.051489002003263	2
-84.55292091897749	-33.656753054356294	2
-53.181804608274184	-18.9860690450862	0
-65.01454967676028	-19.105924874777354	0
-117.35191187091296	-40.745181778554816	0
-70.26094888932323	-23.018029228083652	0
-11.780323737868532	-6.497588256697933	0
-103.73575221925104	-4.634394713074479	1
-91.69033341826824	-6.8557241049935085	0
-146.10318021140586	-42.89416916421201	0
-97.91607927016234	-20.529713403813368	0
-148.9579329415136	-23.631486343488454	1
-72.70393909780972	-8.339421185458372	0
-107.16722848628521	-19.337071525323772	2
-129.10760111082712	-14.06910064969909	2
-70.70137555676494	-2.2978924073339932	0
-46.05778508856927	-6.743974255634967	0
-121.25427789837589	-27.869522168997502	2
-144.64584114594572	-30.378901480009425	2
-78.03200460124417	4.303506189528721	0
-112.12371011913855	-31.23066796570671	0
-149.8021865186915	-11.434883349281415	2
-133.34936030622188	-23.189112636788558	2
-73.64829803546137	2.2750666507296726	1
-110.21526711960819	-12.774762924291794	1
-117.55697699543455	-22.976399871053253	0
-107.35761485823336	-20.324243146383715	0
-46.78550991884649	-5.473469263606645	0
-49.05931326971685	-3.78933233617309	0
-35.52782311759513	-2.652795473484754	0
-118.95854927441943	-10.385526305806364	2
-144.01549832085817	-24.69828130490862	1
-83.82265485340136	-26.320631566678653	0
-137.72856980465764	-20.68580612927016	1
-90.99312753008397	-19.12015130378425	0
-110.00780170327138	-33.6599421355252	0
-112.74610444649535	-34.9909152131887	0
-64.8620681201049	0.5548264336317985	0
-124.32213948248582	-12.401046484783842	2
-30.17469560735592	8.205633366298626	0
-87.2770941100175	-10.285943029994582	0
-35.73565459295014	-23.696265769155218	0
-140.86140951360625	-33.676640093544776	2
-126.18795709191912	-46.14761647920865	2
-126.63385307807732	-28.67247217571185	0
-117.55604244189635	-33.327320089555414	0
-147.18599323997387	-21.399881622660782	2
-57.70435482035933	-15.888713478878516	0
-79.7785243074566	-20.712641792298317	0
-62.79212222278653	-3.028471300623101	0
-181.92805381596978	-25.092514531650963	2
-74.85978678473344	-7.740683311407332	0
-97.82352034346496	-25.418193718945254	0
-149.9277192067501	-36.94512423198659	1
-69.23216027068011	-12.805225983878513	0
-144.4248880055197	-46.165019452463305	2
-152.12358696942192	-38.10159473379672	2
-20.91437131395717	-7.163069784925769	0
-113.5899101176735	-23.121664919084036	2
-124.86658058260748	-28.72218106221831	2
-196.06158672968013	-35.49148957401114	1
-132.44001767307716	-42.80035330915442	2
-78.33892191690475	-18.232805646296864	0
-112.60879581431018	-14.76819758199483	2
-166.7072660369887	-29.277547100357452	2
-110.79627854936307	-22.413762673377924	2
-96.25215298444388	3.8585905020799136	2
-90.40510969504528	-18.7836696790293	0
-85.84452357128049	-25.138956507292313	0
-62.749148718932055	-10.149300094999543	0
-39.520614362462005	3.102784129421553	0
-86.48147612123543	-26.42793407458028	0
-72.77715358014551	-5.1252755697838746	0
-132.3993839619183	-18.377838847352525	1
-45.347495496022866	-4.487386390060569	0
-140.31378145221288	-21.07662439537758	1
-85.22041161696127	-24.40776302609123	0
-145.31246101266575	-12.855807228406482	1
-106.75122182007325	-10.017261054137236	0
-95.79237238452049	-2.4113557258429097	1
-103.35780872720026	-19.678581235834372	0
-156.3879532416198	-37.31500336829396	1
-90.35817182891694	-21.06371857285852	0
-123.13805093838306	-18.99738559428975	0
-42.87181533363776	-11.21251128984787	0
-107.57745087539965	-14.43458912539541	2
-138.6023663504193	-14.6043615624816	1
-31.401133077861516	-7.446746038138557	0
-57.99252591408561	-8.498254196115932	0
-36.94328692420917	-19.7125048839956	0
-129.20212201163918	-21.45680527765219	0
-163.38965213909717	-32.339630988262435	1
-91.90258433892822	-12.778929051239388	0
-58.97438201157886	-17.57386649716942	0
-134.16542042126872	-20.02664926028162	1
-58.35118877576574	-24.95225568695819	0
-154.72355177149328	-18.926233160322464	2
-74.57431547793657	1.3032444740536313	0
-112.775171218825	-17.409911000782458	2
-89.38071072405205	-17.999546368980404	0
-108.52890050994866	-24.74137086739624	0
-39.429272112556845	-7.031227490323892	0
-113.09254878314408	-24.129099426894314	0
-106.04126495581075	-11.236032627022661	0
-63.7900102859504	-14.364089017529002	0
-107.89059910475596	-27.088784318629795	0
-66.98524176118976	-13.58101621978873	0
-158.58460074553747	-23.91640558288211	1
-46.489485294709496	-10.840790761977601	0
-145.39660936368162	-20.71461199185422	1
-105.22160544734251	-16.798219669618554	0
-116.83322819541829	-21.48669317397527	2
-72.66756158441908	-6.538597724399016	0
-98.52759861242295	-3.076362540063562	2
-57.890308186574444	-1.289310719395265	0
-127.28212244191926	-16.649360231760763	0
-146.26783132455665	-24.69226496198559	1
-39.920158735366996	-4.377703133136455	0
-91.68487074187591	-18.194057480737094	0
-71.67377744076401	-15.766000375920697	0
-61.569805441115555	-5.183216858364159	1
-96.67512838098341	-23.472971534585664	0
-129.93316335490871	-12.388833003790095	2
-160.8509618670624	-40.08643812521843	1
-134.64459803755895	-24.119135956826543	1
-141.52091049959182	-19.36459910834177	0
-161.99578982296381	-29.571611300306543	2
-82.06021945348651	-1.5301777222872133	0
-133.90583935781856	-19.252715594093925	2
-126.9743579645941	-34.974570190833965	2
-139.33786077244815	-27.68786431166995	1
-124.38013392983977	-27.882439270741553	2
-83.23715825815968	-7.9868390362577895	0
-70.48010351071437	-12.614345414779754	0
-91.01109662726324	-14.614370613825542	0
-8.119761843536141	-12.338862322627325	0
-81.83065544641298	-18.7339107036314	0
-121.36487734048667	-18.714692476805844	2
-149.08135002708457	-18.869463636223305	1
-177.10852314425148	-42.805713549925386	2
-19.44388660507076	-0.7157444563868927	0
-125.61255031410576	-24.34536843456962	2
-101.04935914232209	1.4276706641981063	1
-119.43292206844606	-16.593203691080475	0
-67.08506521798196	-18.309237480621967	0
-80.53970522323063	-10.181626433219337	0
-121.2132582479233	-16.25431015372823	2
-66.14611508743252	-7.5161712071461215	0
-171.8127190995004	-21.02344609743245	1
-48.667273453839336	0.302518924214667	0
-101.42682108491246	-11.723692637610378	1
-74.3414463297601	-18.571371402677986	0
-149.06090216550197	-43.63654741410312	2
-87.86470699680476	-4.839376139280645	0
-106.18862104699183	-25.252366928046317	0
-126.31690168042049	-44.63995463210568	2
-144.44221341990013	-12.64668415091578	1
-141.09013800241934	-47.02444686753381	2
-73.89594450367657	-19.935386309111603	0
-76.07079608657767	-16.649469743376688	0
-77.89102170475593	-23.857992505701493	0
-155.73569918404695	-21.83753324546986	1
-103.8315509044573	-24.094550386996357	0
-2.888520195186581	-7.413699769334812	0
-139.3496589356109	-21.738067117495028	1
-132.51119248874272	-31.50328385718046	2
-114.62858686773092	-4.186694083250503	2
-156.7585942163748	-38.27939760537451	2
-127.98990244501134	-42.25869249836213	2
