time_95	V4_95	time_5	V4_5
0	1.002748	0	1.002913
0.015	1.002742	0.025	1.002907
0.045	1.002738	0.045	1.002907
0.075	1.002735	0.065	1.002907
0.105	1.002733	0.09	1.002907
0.135	1.002731	0.115	1.002906
0.165	1.00273	0.145	1.002906
0.195	1.002729	0.175	1.002906
0.225	1.002728	0.195	1.002905
0.255	1.002727	0.225	1.002905
0.285	1.002727	0.255	1.002905
0.31	1.002726	0.285	1.002905
0.335	1.002726	0.315	1.002904
0.365	1.002726	0.34	1.002904
0.395	1.002726	0.37	1.002904
0.425	1.002726	0.4	1.002903
0.45	1.002726	0.43	1.002903
0.47	1.002726	0.46	1.002903
0.485	1.002726	0.48	1.002902
0.51	1.002726	0.51	1.002902
0.53	1.002726	0.54	1.002902
0.55	1.002726	0.57	1.002902
0.575	1.002726	0.585	1.002901
0.605	1.002727	0.6	1.002901
0.635	1.002727	0.62	1.002901
0.665	1.002728	0.645	1.002901
0.695	1.002728	0.665	1.002901
0.725	1.002729	0.695	1.002901
0.755	1.002729	0.725	1.002901
0.785	1.00273	0.75	1.002901
0.815	1.00273	0.78	1.002901
0.845	1.002731	0.81	1.002901
0.875	1.002732	0.84	1.002901
0.905	1.002732	0.87	1.002901
0.935	1.002733	0.9	1.002901
0.965	1.002734	0.925	1.002902
0.995	1.002735	0.955	1.002902
1.02	1.002735	0.98	1.002902
1.035	1.002735	1	1.002902
1.05	1.002736	1.015	1.002902
1.065	1.002736	1.03	1.002902
1.08	1.002736	1.045	1.002902
1.095	1.002737	1.06	1.002902
1.11	1.002737	1.075	1.002902
1.125	1.002737	1.09	1.002903
1.14	1.002738	1.105	1.002903
1.155	1.002738	1.12	1.002903
1.17	1.002738	1.135	1.002903
1.185	1.002739	1.15	1.002903
1.2	1.002739	1.165	1.002903
1.215	1.002739	1.18	1.002903
1.23	1.00274	1.195	1.002903
1.245	1.00274	1.21	1.002903
1.26	1.00274	1.225	1.002903
1.275	1.002741	1.24	1.002903
1.29	1.002741	1.255	1.002903
1.305	1.002741	1.27	1.002903
1.32	1.002742	1.285	1.002904
1.335	1.002742	1.3	1.002904
1.35	1.002743	1.315	1.002904
1.365	1.002743	1.33	1.002904
1.38	1.002743	1.345	1.002904
1.395	1.002744	1.36	1.002904
1.41	1.002744	1.375	1.002904
1.425	1.002744	1.39	1.002904
1.44	1.002745	1.405	1.002904
1.455	1.002745	1.42	1.002904
1.47	1.002745	1.435	1.002904
1.485	1.002746	1.45	1.002904
1.5	1.002746	1.465	1.002905
1.515	1.002746	1.48	1.002905
1.53	1.002747	1.495	1.002905
1.545	1.002747	1.51	1.002905
1.56	1.002748	1.525	1.002905
1.575	1.002748	1.54	1.002905
1.59	1.002748	1.555	1.002905
1.605	1.002748	1.57	1.002905
1.62	1.002749	1.585	1.002905
1.635	1.002749	1.6	1.002905
1.65	1.002749	1.615	1.002905
1.665	1.00275	1.63	1.002906
1.68	1.00275	1.645	1.002906
1.695	1.00275	1.66	1.002906
1.71	1.00275	1.675	1.002906
1.725	1.00275	1.69	1.002906
1.74	1.00275	1.705	1.002906
1.755	1.002751	1.72	1.002906
1.77	1.002751	1.735	1.002906
1.785	1.002751	1.75	1.002906
1.8	1.002751	1.765	1.002906
1.815	1.002751	1.785	1.002906
1.83	1.002751	1.8	1.002906
1.845	1.002751	1.815	1.002907
1.86	1.002751	1.83	1.002907
1.875	1.002751	1.845	1.002907
1.89	1.002751	1.86	1.002907
1.905	1.002751	1.875	1.002907
1.92	1.002751	1.89	1.002907
1.935	1.002751	1.905	1.002907
1.95	1.00275	1.92	1.002907
1.965	1.00275	1.935	1.002907
1.98	1.00275	1.95	1.002907
1.995	1.00275	1.965	1.002907
2.01	1.00275	1.98	1.002907
2.025	1.002749	1.995	1.002907
2.04	1.002749	2.01	1.002906
2.055	1.002749	2.025	1.002906
2.07	1.002749	2.04	1.002906
2.085	1.002748	2.06	1.002906
2.1	1.002748	2.075	1.002906
2.115	1.002748	2.09	1.002906
2.13	1.002747	2.105	1.002906
2.145	1.002747	2.12	1.002906
2.16	1.002747	2.135	1.002906
2.175	1.002746	2.15	1.002906
2.19	1.002746	2.165	1.002906
2.205	1.002746	2.185	1.002905
2.22	1.002745	2.2	1.002905
2.235	1.002745	2.215	1.002905
2.25	1.002744	2.23	1.002905
2.265	1.002744	2.245	1.002905
2.28	1.002744	2.26	1.002905
2.295	1.002743	2.275	1.002905
2.31	1.002743	2.29	1.002905
2.325	1.002742	2.305	1.002904
2.345	1.002742	2.32	1.002904
2.36	1.002742	2.335	1.002904
2.375	1.002741	2.35	1.002904
2.39	1.002741	2.365	1.002904
2.405	1.00274	2.38	1.002904
2.42	1.00274	2.395	1.002904
2.435	1.00274	2.41	1.002904
2.45	1.002739	2.425	1.002904
2.465	1.002739	2.44	1.002903
2.48	1.002739	2.455	1.002903
2.495	1.002738	2.47	1.002903
2.51	1.002738	2.485	1.002903
2.525	1.002738	2.5	1.002903
2.54	1.002737	2.515	1.002903
2.555	1.002737	2.53	1.002903
2.57	1.002737	2.545	1.002903
2.585	1.002736	2.56	1.002903
2.6	1.002736	2.575	1.002903
2.615	1.002736	2.59	1.002903
2.63	1.002735	2.605	1.002903
2.645	1.002735	2.62	1.002903
2.66	1.002735	2.635	1.002903
2.675	1.002735	2.65	1.002903
2.69	1.002734	2.665	1.002902
2.705	1.002734	2.68	1.002902
2.72	1.002734	2.695	1.002902
2.735	1.002733	2.71	1.002902
2.75	1.002733	2.725	1.002902
2.765	1.002733	2.74	1.002902
2.78	1.002733	2.755	1.002902
2.795	1.002733	2.77	1.002902
2.81	1.002732	2.785	1.002902
2.825	1.002732	2.8	1.002902
2.84	1.002732	2.815	1.002902
2.855	1.002732	2.83	1.002902
2.87	1.002731	2.845	1.002902
2.885	1.002731	2.86	1.002902
2.9	1.002731	2.875	1.002902
2.915	1.002731	2.89	1.002902
2.93	1.002731	2.905	1.002902
2.945	1.002731	2.92	1.002902
2.96	1.002731	2.935	1.002901
2.975	1.00273	2.95	1.002901
2.99	1.00273	2.965	1.002901
3.005	1.00273	2.98	1.002901
3.02	1.00273	2.995	1.002901
3.035	1.00273	3.01	1.002901
3.05	1.00273	3.025	1.002901
3.065	1.00273	3.04	1.002901
3.08	1.00273	3.055	1.002901
3.095	1.00273	3.07	1.002901
3.11	1.00273	3.085	1.002901
3.125	1.00273	3.1	1.002901
3.14	1.00273	3.115	1.002901
3.155	1.00273	3.13	1.002901
3.17	1.00273	3.145	1.002901
3.185	1.00273	3.16	1.002901
3.2	1.00273	3.175	1.002901
3.215	1.00273	3.19	1.002901
3.23	1.00273	3.205	1.002901
3.245	1.002731	3.22	1.002901
3.26	1.002731	3.235	1.002901
3.275	1.002731	3.25	1.002901
3.29	1.002731	3.265	1.002901
3.305	1.002731	3.28	1.002901
3.32	1.002731	3.295	1.002901
3.335	1.002732	3.31	1.002901
3.35	1.002732	3.325	1.002901
3.365	1.002732	3.34	1.002901
3.38	1.002732	3.355	1.002901
3.395	1.002733	3.37	1.002901
3.41	1.002733	3.385	1.002901
3.425	1.002733	3.4	1.002901
3.44	1.002733	3.415	1.002901
3.455	1.002734	3.43	1.002901
3.47	1.002734	3.445	1.002902
3.485	1.002734	3.46	1.002902
3.5	1.002735	3.475	1.002902
3.515	1.002735	3.49	1.002902
3.53	1.002735	3.505	1.002902
3.545	1.002736	3.52	1.002902
3.56	1.002736	3.535	1.002902
3.575	1.002736	3.55	1.002902
3.59	1.002737	3.565	1.002902
3.605	1.002737	3.58	1.002902
3.62	1.002737	3.595	1.002902
3.635	1.002737	3.61	1.002902
3.65	1.002738	3.625	1.002903
3.665	1.002738	3.64	1.002903
3.68	1.002738	3.655	1.002903
3.695	1.002739	3.67	1.002903
3.71	1.002739	3.685	1.002903
3.725	1.002739	3.7	1.002903
3.74	1.00274	3.715	1.002903
3.755	1.00274	3.73	1.002903
3.77	1.00274	3.745	1.002903
3.785	1.00274	3.76	1.002903
3.8	1.002741	3.775	1.002903
3.815	1.002741	3.79	1.002903
3.83	1.002741	3.805	1.002903
3.845	1.002741	3.82	1.002903
3.86	1.002742	3.835	1.002903
3.875	1.002742	3.85	1.002904
3.89	1.002742	3.87	1.002904
3.905	1.002742	3.885	1.002904
3.92	1.002742	3.9	1.002904
3.935	1.002743	3.915	1.002904
3.95	1.002743	3.93	1.002904
3.965	1.002743	3.945	1.002904
3.98	1.002743	3.96	1.002904
3.995	1.002743	3.975	1.002904
4.01	1.002744	3.99	1.002904
4.025	1.002744	4.005	1.002904
4.04	1.002744	4.02	1.002904
4.055	1.002744	4.035	1.002904
4.07	1.002744	4.05	1.002904
4.085	1.002744	4.065	1.002904
4.1	1.002744	4.08	1.002904
4.115	1.002744	4.095	1.002904
4.13	1.002745	4.11	1.002904
4.145	1.002745	4.125	1.002904
4.16	1.002745	4.14	1.002904
4.175	1.002745	4.155	1.002904
4.19	1.002745	4.17	1.002904
4.205	1.002745	4.185	1.002904
4.22	1.002745	4.2	1.002904
4.235	1.002745	4.215	1.002904
4.25	1.002745	4.23	1.002904
4.265	1.002745	4.245	1.002904
4.28	1.002745	4.26	1.002904
4.295	1.002745	4.275	1.002904
4.31	1.002745	4.29	1.002904
4.325	1.002745	4.305	1.002904
4.34	1.002745	4.32	1.002904
4.355	1.002745	4.335	1.002904
4.37	1.002745	4.35	1.002904
4.385	1.002745	4.365	1.002904
4.4	1.002745	4.38	1.002904
4.415	1.002745	4.395	1.002904
4.43	1.002745	4.41	1.002904
4.445	1.002745	4.425	1.002904
4.46	1.002745	4.44	1.002904
4.475	1.002745	4.455	1.002904
4.49	1.002745	4.47	1.002904
4.505	1.002745	4.485	1.002904
4.52	1.002745	4.5	1.002904
4.535	1.002745	4.515	1.002904
4.55	1.002744	4.53	1.002904
4.565	1.002744	4.545	1.002904
4.58	1.002744	4.56	1.002904
4.595	1.002744	4.575	1.002904
4.61	1.002744	4.59	1.002904
4.625	1.002744	4.605	1.002904
4.64	1.002744	4.62	1.002904
4.655	1.002743	4.635	1.002904
4.67	1.002743	4.65	1.002904
4.685	1.002743	4.665	1.002904
4.7	1.002743	4.68	1.002903
4.715	1.002743	4.695	1.002903
4.73	1.002742	4.71	1.002903
4.745	1.002742	4.725	1.002903
4.76	1.002742	4.74	1.002903
4.775	1.002742	4.755	1.002903
4.79	1.002742	4.77	1.002903
4.805	1.002741	4.785	1.002903
4.82	1.002741	4.8	1.002903
4.835	1.002741	4.815	1.002903
4.85	1.002741	4.83	1.002903
4.865	1.00274	4.845	1.002903
4.88	1.00274	4.86	1.002903
4.895	1.00274	4.875	1.002903
4.91	1.00274	4.89	1.002903
4.925	1.00274	4.905	1.002903
4.94	1.002739	4.92	1.002903
4.955	1.002739	4.935	1.002903
4.97	1.002739	4.95	1.002902
4.985	1.002739	4.965	1.002902
5	1.002739	4.98	1.002902
5.015	0.011473	4.995	1.002902
5.03	0.010356	5.01	0.012205
5.045	0.009885	5.025	0.011417
5.06	0.009802	5.04	0.011015
5.075	0.009666	5.055	0.011166
5.09	0.009425	5.07	0.011114
5.1025	0.729772	5.085	0.011859
5.115	0.872253	5.1	0.012192
5.13	0.903587	5.115	0.989354
5.145	0.912554	5.13	1.002541
5.16	0.915242	5.145	0.992415
5.175	0.915694	5.16	0.981662
5.1875	0.916135	5.175	0.970528
5.2075	0.916897	5.19	0.96015
5.2225	0.917466	5.205	0.950496
5.2375	0.917919	5.22	0.941735
5.2575	0.918176	5.235	0.938255
5.2775	0.918019	5.25	0.937985
5.2975	0.917402	5.265	0.938049
5.3125	0.916681	5.28	0.938355
5.3275	0.915745	5.3	0.93916
5.3425	0.914533	5.315	0.939704
5.3575	0.913164	5.33	0.940345
5.3775	0.91305	5.345	0.940605
5.3925	0.913413	5.36	0.940785
5.4075	0.913858	5.385	0.940973
5.4275	0.914574	5.405	0.941072
5.4575	0.915682	5.42	0.941068
5.4775	0.91649	5.435	0.940644
5.4975	0.917197	5.46	0.940168
5.5125	0.917563	5.485	0.939596
5.5275	0.917721	5.505	0.939014
5.5425	0.917533	5.535	0.937958
5.5625	0.916846	5.555	0.937236
5.5775	0.916097	5.58	0.937244
5.5925	0.915237	5.605	0.936665
5.6125	0.914038	5.62	0.936962
5.6275	0.913084	5.635	0.936848
5.6425	0.912219	5.655	0.937106
5.6625	0.910955	5.675	0.937185
5.6925	0.908956	5.695	0.937931
5.7175	0.907241	5.715	0.938492
5.7475	0.905174	5.735	0.939371
5.7775	0.90314	5.765	0.940499
5.8025	0.901406	5.785	0.942043
5.8325	0.899142	5.815	0.943798
5.8625	0.896691	5.845	0.945757
5.8925	0.894055	5.865	0.945477
5.9175	0.893161	5.885	0.945749
5.9375	0.893534	5.91	0.947334
5.9625	0.892874	5.925	0.946051
5.9775	0.892568	5.945	0.94577
6.0025	0.891996	5.965	0.947572
6.0275	0.891762	5.99	0.948859
6.0525	0.890101	6.005	0.946683
6.0775	0.888326	6.025	0.947454
6.0975	0.885695	6.04	0.949048
6.1175	0.881978	6.055	0.947391
6.1425	0.87645	6.075	0.94879
6.1675	0.870171	6.095	0.948794
6.1975	0.862668	6.115	0.948894
6.2125	0.831476	6.135	0.949308
6.2275	0.775576	6.155	0.948425
6.2425	0.713976	6.175	0.949408
6.2625	0.704416	6.205	0.948919
6.2775	0.696361	6.225	0.950473
6.2975	0.685394	6.255	0.950469
6.3175	0.675042	6.28	0.950761
6.3425	0.663071	6.305	0.951126
6.3625	0.654502	6.325	0.951317
6.3775	0.648764	6.35	0.951424
6.3975	0.641542	6.375	0.951315
6.4175	0.634601	6.39	0.951126
6.4325	0.629485	6.42	0.950465
6.4475	0.624368	6.445	0.949648
6.4675	0.617486	6.46	0.950717
6.4925	0.609062	6.485	0.94928
6.5125	0.60278	6.5	0.949993
6.5325	0.597088	6.52	0.950093
6.5525	0.592544	6.54	0.950037
6.5725	0.588911	6.555	0.948636
6.5875	0.586623	6.575	0.94834
6.6025	0.58501	6.59	0.950171
6.6225	0.584209	6.605	0.948431
6.6375	0.584589	6.625	0.949767
6.6575	0.58678	6.64	0.948062
6.6725	0.589703	6.655	0.949863
6.6875	0.593932	6.675	0.949379
6.697578	0.597501	6.69	0.949525
6.702422	0.581515	6.71	0.949213
6.714922	0.593468	6.73	0.949005
6.720469	0.597415	6.745	0.949254
6.724844	0.600357	6.765	0.949156
6.739844	0.610016	6.785	0.949057
6.754883	0.481226	6.805	0.949053
6.756055	0.483414	6.825	0.949119
6.764805	0.492093	6.845	0.949234
6.779805	0.499957	6.865	0.949406
6.794805	0.472782	6.885	0.94969
6.809805	0.479567	6.91	0.949677
6.810352	0.479109	6.93	0.948437
6.819727	0.482347	6.955	0.948638
6.834727	0.470928	6.975	0.949295
6.849727	0.447323	6.99	0.948554
6.864727	0.452506	7.015	0.949097
6.865273	0.425267	7.035	0.950027
6.874648	0.429918	7.065	0.948964
6.889648	0.434544	7.085	0.950112
6.904648	0.438308	7.115	0.949301
6.919648	0.419756	7.135	0.95061
6.934648	0.42245	7.165	0.949877
6.949648	0.400093	7.195	0.949228
6.964648	0.395574	7.21	0.95058
6.979648	0.395156	7.24	0.949485
6.994648	0.393919	7.26	0.950413
7.009648	0.391761	7.28	0.949428
7.024648	0.388652	7.3	0.949991
7.039648	0.384612	7.325	0.949896
7.054648	0.377992	7.345	0.949938
7.074648	0.370032	7.36	0.948532
7.094648	0.360674	7.38	0.948103
7.114648	0.350077	7.405	0.948382
7.134648	0.338414	7.42	0.949753
7.159648	0.322602	7.445	0.949425
7.179648	0.309174	7.46	0.948652
7.204648	0.291688	7.475	0.947705
7.219648	0.280944	7.495	0.947309
7.239648	0.266463	7.515	0.948411
7.259648	0.251963	7.53	0.948661
7.284648	0.234098	7.545	0.947064
7.299648	0.223689	7.57	0.946359
7.319648	0.210418	7.59	0.948435
7.344648	0.19531	7.605	0.947991
7.364648	0.184942	7.625	0.9479
7.384648	0.176645	7.65	0.947968
7.399648	0.172085	7.67	0.947469
7.414648	0.169148	7.685	0.946549
7.429648	0.167946	7.71	0.946114
7.444648	0.168497	7.73	0.94705
7.459648	0.170709	7.75	0.946207
7.474648	0.174385	7.775	0.947224
7.489648	0.179232	7.8	0.946512
7.504648	0.184897	7.82	0.945528
7.519648	0.190995	7.845	0.946617
7.534648	0.197134	7.86	0.945458
7.554648	0.204732	7.885	0.946619
7.579648	0.212179	7.9	0.945517
7.594648	0.21507	7.92	0.946525
7.614648	0.216673	7.935	0.945546
7.634648	0.215438	7.96	0.946967
7.649648	0.212571	7.98	0.946384
