time	VDrop6_0	VDrop6_1	VDrop6_2	VDrop6_3	VDrop6_4	VDrop6_5	VDrop6_6	VDrop6_7	VDrop6_8	VDrop6_9	VDrop6_10	VDrop6_11	VDrop6_12	VDrop6_13	VDrop6_14	VDrop6_15	VDrop6_16	VDrop6_17	VDrop6_18	VDrop6_19	VDrop6_20	VDrop6_21	VDrop6_22	VDrop6_23	VDrop6_24	VDrop6_25	VDrop6_26	VDrop6_27	VDrop6_28	VDrop6_29	VDrop6_30	VDrop6_31	VDrop6_32	VDrop6_33	VDrop6_34	VDrop6_35	VDrop6_36	VDrop6_37	VDrop6_38	VDrop6_39	VDrop6_40	VDrop6_41	VDrop6_42	VDrop6_43	VDrop6_44	VDrop6_45	VDrop6_46	VDrop6_47	VDrop6_48	VDrop6_49
0	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764
0.01	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764
0.02	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764
0.03	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5764
0.04	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.05	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.06	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.07	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763
0.08	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.09	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.1	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.11	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.12	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.13	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.14	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.15	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.16	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.17	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.18	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.19	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.2	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.21	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.22	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.23	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.24	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.25	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.26	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.27	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.28	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763
0.29	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.3	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.31	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.32	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.33	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.34	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.35	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764
0.36	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.37	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.38	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.39	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.4	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.41	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.42	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.43	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.44	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.45	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.46	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.47	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.48	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.49	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5763	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.5	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5763	2.5764
0.51	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5764
0.52	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5764	2.5763	2.5763	2.5764	2.5764	2.5764	2.5764	2.5763	2.5764	2.5764	2.5763	2.5764
