time	VDrop6_0	VDrop6_1	VDrop6_2	VDrop6_3	VDrop6_4	VDrop6_5	VDrop6_6	VDrop6_7	VDrop6_8	VDrop6_9	VDrop6_10	VDrop6_11	VDrop6_12	VDrop6_13	VDrop6_14	VDrop6_15	VDrop6_16	VDrop6_17	VDrop6_18	VDrop6_19	VDrop6_20	VDrop6_21	VDrop6_22	VDrop6_23	VDrop6_24	VDrop6_25	VDrop6_26	VDrop6_27	VDrop6_28	VDrop6_29	VDrop6_30	VDrop6_31	VDrop6_32	VDrop6_33	VDrop6_34	VDrop6_35	VDrop6_36	VDrop6_37	VDrop6_38	VDrop6_39	VDrop6_40	VDrop6_41	VDrop6_42	VDrop6_43	VDrop6_44	VDrop6_45	VDrop6_46	VDrop6_47	VDrop6_48	VDrop6_49
1.25	3.6852	2.5643	3.7286	3.831	4.1408	3.7784	2.59775	2.53145	3.8916	2.5924	2.70485	2.7213	2.3583	3.8725	3.5778	3.7753	3.8495	3.486	3.7694	2.47555	3.8204	2.4602	2.65675	2.53365	3.7206	3.8777	2.43055	3.7759	3.5227	2.75255	2.62245	2.66445	3.4367	2.58465	3.7507	4.0232	2.592475	2.70095	2.5733	3.7865	3.7172	3.7157	3.4174	2.6484	2.604175	4.0486	3.7687	3.6875	2.5286	2.66595
1.26	3.7319	2.5944	3.7724	3.8683	4.1306	3.8317	2.63315	2.5493	3.9278	2.626	2.71825	2.73685	2.3893	3.9019	3.6293	3.8224	3.8786	3.5335	3.807	2.4774	3.8689	2.50495	2.6655	2.5556	3.7697	3.9166	2.4449	3.7912	3.5652	2.73605	2.65405	2.7157	3.4843	2.59315	3.8015	4.0555	2.634075	2.70545	2.6006	3.8375	3.7696	3.7469	3.47	2.6645	2.628475	4.0631	3.8099	3.7462	2.55725	2.69135
1.27	3.7728	2.62555	3.8095	3.8997	4.1184	3.8786	2.66405	2.5614	3.958	2.6523	2.7255	2.746025	2.421375	3.9263	3.6755	3.8636	3.9023	3.5765	3.8385	2.478	3.9113	2.53765	2.67235	2.571	3.8135	3.9488	2.45375	3.7987	3.602	2.72015	2.6826	2.7603	3.5273	2.596	3.8457	4.0809	2.668325	2.7063	2.62075	3.8819	3.817	3.7728	3.5188	2.68015	2.6471	4.0724	3.8466	3.7987	2.58195	2.7096
1.28	3.8089	2.658275	3.8412	3.9261	4.1072	3.92	2.69155	2.56875	3.9834	2.6728	2.7295	2.751075	2.4512	3.9457	3.7169	3.9	3.9217	3.6158	3.8652	2.47665	3.9484	2.5633	2.67835	2.5816	3.8526	3.9756	2.45805	3.8014	3.634	2.7051	2.7069	2.79615	3.5665	2.5944	3.8836	4.0999	2.696025	2.7071	2.6358	3.9205	3.8614	3.7953	3.5644	2.69035	2.660775	4.0789	3.8799	3.845	2.605	2.72195
1.29	3.8413	2.691075	3.8682	3.9483	4.0979	3.9568	2.71405	2.57365	4.0058	2.689675	2.7302	2.752575	2.48275	3.9611	3.7542	3.9323	3.9373	3.6519	3.8878	2.4881	3.981	2.58435	2.6823	2.5903	3.8877	3.9978	2.4619	3.803	3.6634	2.69115	2.72755	2.8275	3.6025	2.59145	3.9156	4.1146	2.71795	2.7085	2.6474	3.9542	3.903	3.8138	3.6072	2.69675	2.669975	4.0837	3.9104	3.885	2.6254	2.73115
1.3	3.8719	2.722025	3.8912	3.9668	4.0885	3.9895	2.734	2.5754	4.0248	2.702925	2.72795	2.7526	2.519025	3.9742	3.7879	3.9611	3.9502	3.6853	3.9072	2.50185	4.0095	2.6038	2.68465	2.605075	3.9193	4.0156	2.46365	3.8047	3.6896	2.6772	2.7457	2.84945	3.6354	2.5873	3.9424	4.1258	2.7346	2.7103	2.6559	3.9836	3.9419	3.8291	3.6479	2.6984	2.6766	4.0879	3.94	3.9187	2.6411	2.73665
1.31	3.9007	2.74775	3.912	3.9812	4.0796	4.0189	2.7503	2.57735	4.0407	2.714075	2.73795	2.750375	2.557475	3.985	3.8185	3.987	3.9612	3.7163	3.9237	2.51515	4.0325	2.6219	2.68755	2.62075	3.9479	4.0309	2.46545	3.8053	3.713	2.6636	2.7608	2.8588	3.6657	2.59175	3.9652	4.1355	2.746575	2.71025	2.6604	4.0093	3.9788	3.8417	3.6866	2.69785	2.68105	4.0902	3.9693	3.9462	2.65095	2.7391
1.32	3.9285	2.770525	3.93	3.9934	4.0717	4.0454	2.76295	2.59465	4.0545	2.7215	2.7444	2.75125	2.597225	3.9939	3.8463	4.0114	3.9701	3.7452	3.938	2.528	4.054	2.64935	2.6896	2.63395	3.974	4.0447	2.4813	3.8065	3.734	2.6505	2.77345	2.8567	3.6938	2.5985	3.986	4.1433	2.755275	2.7096	2.66125	4.031	4.0131	3.8522	3.7233	2.696	2.6831	4.0909	3.9972	3.9689	2.66145	2.7462
1.33	3.9554	2.789975	3.9456	4.0049	4.064	4.0695	2.7679	2.6105	4.0677	2.731425	2.749	2.7536	2.6365	4.0013	3.8718	4.0337	3.977	3.7723	3.9504	2.5418	4.0729	2.67605	2.69115	2.645475	3.9978	4.0567	2.4959	3.808	3.7532	2.6386	2.78375	2.84585	3.7199	2.6045	4.0038	4.1494	2.7735	2.70795	2.65955	4.0501	4.0455	3.8607	3.7584	2.694	2.6838	4.0904	4.0241	3.9881	2.67075	2.75735
1.34	3.982	2.80715	3.9597	4.0151	4.0574	4.0914	2.7705	2.62535	4.0797	2.7434	2.7521	2.755075	2.67615	4.0083	3.8951	4.0542	3.9813	3.7978	3.9587	2.55545	4.0896	2.70005	2.69345	2.6569	4.0198	4.0676	2.50985	3.809	3.771	2.62785	2.7922	2.82995	3.7443	2.6099	4.0197	4.1543	2.78845	2.70555	2.6684	4.0671	4.0752	3.8678	3.792	2.69215	2.691975	4.0889	4.0498	4.0048	2.6734	2.7666
1.35	4.008	2.823075	3.9729	4.0248	4.0518	4.1116	2.7717	2.6392	4.0904	2.753425	2.75445	2.757025	2.71335	4.0143	3.9166	4.0731	3.9822	3.8219	3.9669	2.56885	4.1042	2.72125	2.6957	2.666825	4.0407	4.078	2.5239	3.8098	3.7875	2.6178	2.79915	2.81215	3.7673	2.61555	4.0346	4.1583	2.800525	2.7026	2.6774	4.0835	4.1019	3.8736	3.8242	2.6915	2.698925	4.088	4.074	4.0196	2.6725	2.7744
1.36	4.0335	2.8374	3.9847	4.0334	4.0468	4.1302	2.7717	2.6522	4.1003	2.761775	2.75675	2.759525	2.745625	4.0198	3.9365	4.0906	3.9835	3.8449	3.9748	2.58225	4.117	2.73965	2.69785	2.675475	4.0601	4.0872	2.538	3.8111	3.8031	2.6082	2.80445	2.7947	3.789	2.6224	4.0483	4.1619	2.810225	2.69935	2.685	4.0984	4.1248	3.8799	3.855	2.69225	2.70475	4.0887	4.0965	4.0334	2.66915	2.78195
1.37	4.0587	2.850225	3.9954	4.0412	4.0424	4.1475	2.7707	2.6647	4.1104	2.769	2.75865	2.761725	2.770975	4.025	3.9549	4.1069	3.9851	3.8668	3.9829	2.59485	4.1288	2.75525	2.70015	2.683225	4.0783	4.0946	2.5521	3.8114	3.8179	2.61005	2.8081	2.7786	3.8096	2.62895	4.0609	4.166	2.817825	2.6959	2.69155	4.1117	4.1437	3.8848	3.8846	2.6937	2.709525	4.0896	4.1168	4.0465	2.6661	2.78865
1.38	4.0833	2.86165	4.0051	4.0485	4.0393	4.1646	2.77925	2.6767	4.12	2.775175	2.7604	2.763925	2.788475	4.0298	3.972	4.1221	3.9875	3.8878	3.9914	2.6065	4.139	2.7681	2.70255	2.6902	4.0953	4.1025	2.5662	3.8117	3.8321	2.612	2.81005	2.7642	3.8292	2.63525	4.0724	4.1695	2.823825	2.69255	2.6976	4.1242	4.1585	3.8891	3.9128	2.69575	2.7137	4.0901	4.1353	4.0588	2.6637	2.7946
1.39	4.1074	2.8719	4.0139	4.0553	4.0371	4.1806	2.78635	2.6883	4.1291	2.78075	2.7621	2.766	2.798875	4.0343	3.9879	4.1364	3.9906	3.908	3.9999	2.61785	4.1479	2.77825	2.70505	2.6967	4.1113	4.1104	2.5803	3.812	3.8457	2.6145	2.81015	2.75835	3.848	2.6412	4.083	4.1725	2.828375	2.68935	2.7034	4.1357	4.1699	3.8931	3.9398	2.69825	2.717475	4.0904	4.1516	4.0704	2.6627	2.79995
1.4	4.1304	2.88095	4.022	4.0618	4.0356	4.1957	2.7931	2.69955	4.1378	2.785725	2.76405	2.768025	2.8043	4.0386	4.0028	4.1498	3.9936	3.9275	4.0084	2.6291	4.1554	2.78635	2.7078	2.702875	4.1264	4.1184	2.5944	3.8123	3.8589	2.6175	2.8087	2.75405	3.866	2.6468	4.0929	4.1748	2.831925	2.6865	2.7092	4.1464	4.1784	3.8967	3.9655	2.70115	2.72095	4.0905	4.1655	4.0814	2.6633	2.80485
1.41	4.152	2.889125	4.0294	4.0681	4.0348	4.2099	2.7996	2.7105	4.1462	2.7903	2.76625	2.769925	2.806975	4.0426	4.0167	4.1624	3.9965	3.9464	4.0168	2.6399	4.1613	2.79285	2.7107	2.70865	4.1407	4.1266	2.60855	3.8126	3.8717	2.62095	2.806	2.75115	3.8834	2.65205	4.1024	4.1769	2.834625	2.68405	2.7151	4.1564	4.1848	3.9002	3.9898	2.70435	2.724275	4.0906	4.1775	4.0918	2.66535	2.80945
1.42	4.1718	2.896375	4.0363	4.0743	4.0346	4.2234	2.806	2.7211	4.1544	2.7946	2.7688	2.771625	2.807925	4.0465	4.0298	4.1743	3.9995	3.9648	4.0252	2.65025	4.1667	2.79825	2.71385	2.714325	4.1542	4.1349	2.62245	3.8129	3.8842	2.6249	2.80255	2.74935	3.9003	2.657	4.1112	4.1786	2.836875	2.68215	2.72115	4.1657	4.1898	3.9035	4.0129	2.70775	2.727575	4.0908	4.1888	4.1017	2.66865	2.81375
1.43	4.1887	2.902825	4.0428	4.0804	4.035	4.2362	2.8123	2.73135	4.1624	2.7987	2.77175	2.7731	2.807875	4.0501	4.0421	4.1855	4.0024	3.9826	4.0336	2.6601	4.1718	2.80285	2.71715	2.71995	4.167	4.1432	2.636	3.8131	3.8964	2.62925	2.7985	2.74845	3.9167	2.6616	4.1195	4.1793	2.838675	2.67995	2.7275	4.1743	4.194	3.9067	4.0345	2.7113	2.730875	4.0912	4.1995	4.111	2.67295	2.81785
1.44	4.2023	2.908575	4.0488	4.0864	4.036	4.2483	2.8187	2.7411	4.1702	2.8027	2.77505	2.774375	2.807275	4.0535	4.0537	4.1962	4.0052	4.0001	4.0419	2.6694	4.1767	2.80705	2.72065	2.72565	4.1792	4.1514	2.64895	3.8134	3.9082	2.634	2.79405	2.7482	3.9327	2.66595	4.1273	4.1801	2.840275	2.6782	2.7341	4.1824	4.1976	3.9099	4.0548	2.71495	2.734175	4.0916	4.2087	4.12	2.6779	2.82185
1.45	4.2137	2.913575	4.0542	4.0924	4.0375	4.2597	2.8251	2.75045	4.1779	2.8066	2.7788	2.77535	2.807125	4.0568	4.0646	4.2062	4.0079	4.0171	4.0501	2.6781	4.1814	2.811	2.72435	2.73145	4.1908	4.1594	2.66125	3.8135	3.9198	2.63905	2.79655	2.74855	3.9484	2.67015	4.1347	4.1807	2.841875	2.67695	2.74105	4.19	4.2011	3.9131	4.0738	2.7187	2.737675	4.0921	4.217	4.1285	2.68355	2.8258
1.46	4.2229	2.918025	4.0592	4.0983	4.0394	4.2705	2.8317	2.75925	4.1854	2.810475	2.78295	2.77605	2.808075	4.0601	4.0748	4.2158	4.0106	4.0339	4.0583	2.68625	4.186	2.8148	2.7281	2.7373	4.2019	4.1671	2.6728	3.8135	3.9313	2.64445	2.79875	2.74945	3.9639	2.67425	4.1416	4.1815	2.84355	2.67615	2.74825	4.1971	4.2047	3.9163	4.0914	2.72255	2.741175	4.0929	4.2251	4.1367	2.68955	2.8296
1.47	4.2303	2.9219	4.0639	4.101	4.0418	4.2807	2.83815	2.7676	4.1912	2.8143	2.7876	2.776675	2.81015	4.0632	4.0845	4.2249	4.0133	4.0504	4.0664	2.6938	4.1906	2.8184	2.7321	2.7428	4.2125	4.1742	2.68375	3.8131	3.9426	2.6502	2.8007	2.75035	3.9792	2.67835	4.148	4.1823	2.845275	2.67585	2.7558	4.2037	4.2083	3.9195	4.1077	2.72635	2.744875	4.094	4.2328	4.1445	2.6959	2.83345
1.48	4.2361	2.925275	4.0685	4.1041	4.0445	4.2903	2.84455	2.7754	4.197	2.8182	2.79255	2.777275	2.81325	4.066	4.0936	4.2335	4.016	4.0666	4.0744	2.7005	4.1952	2.8214	2.7361	2.7482	4.2226	4.1808	2.6943	3.8124	3.9538	2.6562	2.8024	2.7515	3.9944	2.68255	4.154	4.1833	2.8473	2.67595	2.76355	4.2099	4.2113	3.9217	4.1226	2.7303	2.748675	4.0953	4.2401	4.152	2.70255	2.83725
1.49	4.241	2.92815	4.0728	4.1076	4.0471	4.2993	2.851	2.78265	4.2027	2.821825	2.79795	2.777975	2.817	4.0687	4.1022	4.2417	4.0188	4.0825	4.0823	2.70665	4.1997	2.8244	2.74025	2.7535	4.2322	4.1868	2.7046	3.8117	3.9645	2.66245	2.804	2.75295	4.0095	2.68685	4.1596	4.1843	2.849525	2.6763	2.7711	4.2158	4.214	3.9234	4.1364	2.73425	2.7526	4.0968	4.2467	4.1591	2.70935	2.84105
1.5	4.2453	2.93065	4.0766	4.1114	4.0491	4.3077	2.8574	2.78915	4.2083	2.825225	2.8037	2.778875	2.821425	4.0715	4.1103	4.2495	4.0216	4.0982	4.0901	2.71235	4.2043	2.8273	2.74445	2.758675	4.2414	4.1926	2.7148	3.8109	3.9751	2.66895	2.80545	2.75465	4.0246	2.6914	4.1649	4.1855	2.8521	2.6757	2.77885	4.2213	4.2169	3.9251	4.149	2.7382	2.7567	4.0986	4.2529	4.166	2.71635	2.84445
1.51	4.2493	2.932725	4.0794	4.1156	4.0504	4.3155	2.86365	2.79525	4.2135	2.828525	2.80985	2.7801	2.826225	4.0742	4.118	4.2569	4.0244	4.1136	4.0979	2.71735	4.2088	2.83025	2.7486	2.763675	4.2502	4.1976	2.72445	3.8102	3.9858	2.6757	2.8064	2.75655	4.0398	2.69615	4.1698	4.1868	2.854925	2.6747	2.78695	4.2263	4.22	3.9268	4.1604	2.74145	2.760925	4.0996	4.2586	4.1725	2.72185	2.8475
1.52	4.253	2.9346	4.0821	4.1199	4.0517	4.3228	2.8696	2.8012	4.2184	2.831925	2.81595	2.781475	2.83005	4.0769	4.1252	4.2639	4.0272	4.1286	4.1055	2.7217	4.2132	2.8331	2.75225	2.768475	4.2586	4.2023	2.7334	3.8096	3.9965	2.6809	2.80695	2.7587	4.055	2.70105	4.1741	4.1881	2.857925	2.67395	2.7953	4.231	4.2232	3.9286	4.1709	2.7447	2.765325	4.1006	4.2638	4.1787	2.72665	2.8505
1.53	4.2566	2.9361	4.0848	4.1245	4.0527	4.3295	2.87495	2.80705	4.2233	2.835425	2.8192	2.7829	2.832875	4.0796	4.1319	4.2704	4.0297	4.1433	4.1131	2.72575	4.2177	2.83585	2.75575	2.77325	4.2666	4.207	2.742	3.8091	4.0073	2.6864	2.8075	2.76095	4.0703	2.7059	4.1777	4.1896	2.86125	2.67345	2.80395	4.2353	4.2263	3.9304	4.1805	2.748	2.769775	4.1018	4.2686	4.1847	2.73135	2.8535
1.54	4.2601	2.9369	4.0872	4.1292	4.0538	4.3357	2.8796	2.8129	4.2277	2.83885	2.82175	2.784175	2.834875	4.0822	4.1383	4.2764	4.0321	4.1574	4.1206	2.72975	4.2217	2.83855	2.75855	2.777875	4.2743	4.2117	2.7501	3.8088	4.0182	2.6913	2.80825	2.7634	4.0856	2.7111	4.1812	4.1911	2.864775	2.67275	2.81285	4.2395	4.2295	3.9321	4.1893	2.75125	2.774	4.103	4.2731	4.1904	2.7347	2.8565
1.55	4.2635	2.937375	4.0896	4.1334	4.055	4.3414	2.8835	2.81855	4.2317	2.842075	2.8241	2.785475	2.83675	4.0848	4.1442	4.2819	4.0346	4.171	4.1278	2.7338	4.2256	2.84115	2.7613	2.782475	4.2816	4.2165	2.7577	3.8086	4.0293	2.6963	2.8091	2.7659	4.1009	2.71655	4.1844	4.1926	2.868675	2.6721	2.82205	4.2434	4.2327	3.9336	4.1974	2.7545	2.7784	4.1042	4.2773	4.1958	2.7381	2.85965
1.56	4.2667	2.9376	4.092	4.1376	4.0562	4.3467	2.8865	2.82405	4.2354	2.8448	2.8262	2.787	2.83845	4.0872	4.1498	4.2871	4.037	4.184	4.1346	2.7378	4.2293	2.8436	2.764	2.78715	4.2884	4.2212	2.7646	3.8085	4.0405	2.70085	2.8101	2.76775	4.1161	2.7212	4.1874	4.1937	2.8728	2.6715	2.83135	4.2471	4.236	3.9349	4.2048	2.7577	2.782725	4.1054	4.2812	4.2008	2.74135	2.86285
1.57	4.2698	2.9377	4.0943	4.1418	4.0575	4.3515	2.8881	2.8297	4.2373	2.8475	2.82795	2.788825	2.839925	4.0894	4.155	4.292	4.0392	4.1961	4.1414	2.74145	4.233	2.84595	2.76675	2.791775	4.2949	4.2259	2.7706	3.8085	4.0519	2.70545	2.81125	2.7696	4.1309	2.7256	4.1903	4.1948	2.8772	2.67115	2.8407	4.2505	4.2393	3.936	4.2118	2.76085	2.786925	4.1065	4.2848	4.2056	2.74455	2.86605
1.58	4.2728	2.937775	4.0967	4.1461	4.0588	4.3558	2.88895	2.83455	4.2392	2.8504	2.82965	2.7902	2.841225	4.0916	4.1598	4.2966	4.0412	4.2075	4.1481	2.74475	4.2365	2.84825	2.76945	2.794475	4.3011	4.2306	2.77555	3.8086	4.0636	2.71015	2.81265	2.7715	4.1452	2.73015	4.1929	4.1956	2.88155	2.67085	2.84995	4.2536	4.2427	3.937	4.2182	2.764	2.791125	4.1076	4.2882	4.2101	2.74765	2.8695
1.59	4.2755	2.93775	4.099	4.1505	4.0601	4.3596	2.88935	2.8398	4.2412	2.853325	2.8313	2.7917	2.842325	4.0938	4.1644	4.3009	4.0432	4.218	4.1547	2.748	4.2396	2.8504	2.7717	2.7944	4.3069	4.2351	2.7793	3.8087	4.0754	2.7148	2.8142	2.77345	4.1586	2.73275	4.1954	4.1964	2.88595	2.6707	2.8588	4.2566	4.2461	3.9379	4.2242	2.7664	2.795525	4.1087	4.2914	4.2144	2.75075	2.873
1.6	4.2781	2.937675	4.1014	4.1548	4.0614	4.363	2.88955	2.84425	4.2431	2.856425	2.833	2.7933	2.8432	4.0958	4.1686	4.3049	4.0452	4.2277	4.1613	2.7511	4.2427	2.8525	2.7736	2.794225	4.3119	4.2394	2.78245	3.8088	4.0874	2.71925	2.816	2.7755	4.171	2.7331	4.1977	4.1972	2.890575	2.6706	2.8632	4.2594	4.2495	3.9387	4.2298	2.7682	2.79995	4.1097	4.2944	4.2185	2.75385	2.87645
1.61	4.2804	2.937575	4.1037	4.1591	4.0627	4.3661	2.88975	2.8437	4.245	2.859625	2.8346	2.794975	2.8439	4.0976	4.1725	4.3086	4.0468	4.2366	4.1679	2.754	4.2456	2.8545	2.7755	2.794025	4.3158	4.2433	2.7852	3.8085	4.0995	2.7238	2.81795	2.77755	4.1822	2.7332	4.1998	4.1981	2.895375	2.67055	2.8664	4.262	4.2529	3.9395	4.2351	2.76995	2.8043	4.1107	4.2955	4.2224	2.757	2.88005
1.62	4.2826	2.937475	4.1061	4.1635	4.064	4.3689	2.89005	2.8431	4.2469	2.86295	2.83605	2.7967	2.8441	4.0994	4.1761	4.312	4.0483	4.2447	4.1745	2.7566	4.2484	2.8564	2.77725	2.79345	4.3197	4.247	2.7876	3.8083	4.1116	2.7283	2.82005	2.77975	4.192	2.7331	4.2018	4.1988	2.900375	2.67055	2.86905	4.2644	4.2563	3.9402	4.24	2.77165	2.8063	4.1119	4.2962	4.226	2.76015	2.8781
1.63	4.2845	2.937375	4.1085	4.1677	4.0651	4.3714	2.89045	2.84255	4.2487	2.866425	2.8373	2.7986	2.8442	4.1011	4.1794	4.3151	4.0497	4.2522	4.181	2.75865	4.2511	2.85815	2.7786	2.79275	4.3235	4.2504	2.7898	3.8081	4.1235	2.7329	2.82235	2.78195	4.2004	2.7329	4.2037	4.1996	2.9042	2.67035	2.87135	4.2667	4.2596	3.941	4.2446	2.77325	2.8082	4.1131	4.2971	4.2295	2.7633	2.8769
1.64	4.2863	2.937175	4.111	4.1719	4.0661	4.3737	2.89095	2.84195	4.2504	2.86995	2.8385	2.8	2.8442	4.1026	4.1825	4.318	4.051	4.2591	4.1875	2.76025	4.2537	2.85985	2.77995	2.792075	4.3273	4.2536	2.79165	3.8079	4.1351	2.7376	2.8248	2.78415	4.2077	2.7327	4.2054	4.2004	2.904575	2.6702	2.87315	4.2688	4.2629	3.9417	4.249	2.77485	2.809725	4.1143	4.298	4.2328	2.76655	2.87565
1.65	4.2879	2.9368	4.1135	4.1761	4.067	4.3757	2.89155	2.84145	4.2521	2.869075	2.8396	2.799275	2.844175	4.1041	4.1853	4.3207	4.0523	4.2655	4.194	2.76175	4.2561	2.8615	2.7812	2.791475	4.3309	4.2566	2.7934	3.8077	4.1462	2.74225	2.8274	2.78645	4.2139	2.7325	4.2069	4.2011	2.904275	2.6701	2.87475	4.2708	4.2661	3.9424	4.253	2.77635	2.811125	4.1157	4.2991	4.2359	2.76985	2.87415
1.66	4.2893	2.936475	4.116	4.1801	4.068	4.3774	2.89225	2.84085	4.2537	2.868575	2.8407	2.798475	2.844	4.1056	4.1879	4.3223	4.0535	4.2715	4.2005	2.76315	4.2585	2.86305	2.7824	2.790875	4.3344	4.2593	2.7951	3.8075	4.1564	2.747	2.8301	2.78875	4.2194	2.7323	4.2084	4.2018	2.904	2.67	2.87625	4.2727	4.2692	3.9432	4.2568	2.77785	2.812225	4.1171	4.3002	4.2389	2.7731	2.8727
1.67	4.2906	2.936175	4.1185	4.184	4.0688	4.379	2.893	2.84035	4.2552	2.868075	2.8417	2.79775	2.843775	4.1069	4.1903	4.3224	4.0546	4.2771	4.2062	2.76455	4.2607	2.8645	2.78355	2.79035	4.3378	4.2618	2.7968	3.8073	4.1655	2.7517	2.8329	2.7911	4.2242	2.73205	4.2097	4.2025	2.9038	2.6699	2.87785	4.2744	4.2722	3.944	4.2603	2.7792	2.813025	4.1187	4.3013	4.2417	2.7761	2.87125
1.68	4.2917	2.9358	4.1211	4.1878	4.0696	4.3804	2.8938	2.8398	4.2567	2.867575	2.8427	2.79665	2.843475	4.1081	4.1924	4.3227	4.0556	4.2825	4.2116	2.766	4.2628	2.8659	2.7847	2.789775	4.3411	4.264	2.7985	3.8071	4.1733	2.75565	2.83585	2.7935	4.2286	2.7318	4.2109	4.2031	2.9036	2.66985	2.8793	4.2759	4.2751	3.9448	4.2635	2.7801	2.81375	4.1205	4.3025	4.2443	2.77865	2.86985
1.69	4.2927	2.935475	4.1238	4.1913	4.0704	4.3816	2.89455	2.83925	4.2581	2.8671	2.8436	2.79555	2.843175	4.1093	4.1944	4.3229	4.0565	4.2875	4.2169	2.76745	4.2648	2.8672	2.7857	2.789275	4.3443	4.266	2.80025	3.8069	4.1796	2.7569	2.83885	2.7959	4.2326	2.73155	4.212	4.2037	2.9034	2.6698	2.88075	4.2774	4.2778	3.9456	4.2665	2.7811	2.81445	4.1224	4.3036	4.2469	2.7808	2.86855
1.7	4.2932	2.935175	4.1264	4.1947	4.0711	4.3827	2.8953	2.83865	4.2594	2.866675	2.8444	2.79455	2.842775	4.1104	4.1962	4.3231	4.0573	4.2924	4.2223	2.76885	4.2667	2.86845	2.7867	2.788775	4.3473	4.2678	2.80195	3.8066	4.1845	2.758	2.84195	2.79835	4.2363	2.7313	4.213	4.2043	2.9032	2.6698	2.8821	4.2787	4.2803	3.9465	4.2692	2.78195	2.815125	4.1245	4.3047	4.2492	2.78265	2.8672
1.71	4.2931	2.9348	4.1291	4.1979	4.0718	4.3836	2.89605	2.83805	4.2606	2.866275	2.84515	2.79355	2.842375	4.1114	4.1978	4.3234	4.0581	4.297	4.2277	2.77025	4.2686	2.8696	2.7876	2.788275	4.3502	4.2693	2.8036	3.8064	4.188	2.7591	2.84515	2.8008	4.2397	2.73105	4.2138	4.2048	2.903	2.6698	2.8834	4.2799	4.2827	3.9473	4.2717	2.78275	2.815725	4.127	4.3058	4.2515	2.784	2.8659
1.72	4.293	2.934475	4.1317	4.2008	4.0724	4.3844	2.89675	2.8376	4.2618	2.865775	2.84585	2.79255	2.841875	4.1123	4.1992	4.3236	4.0588	4.3013	4.2331	2.77165	4.2703	2.8707	2.7885	2.787775	4.353	4.2707	2.80525	3.8061	4.1901	2.7601	2.84835	2.8033	4.2429	2.73075	4.2146	4.2053	2.902775	2.6698	2.8846	4.281	4.2848	3.948	4.2739	2.78355	2.816225	4.1297	4.3068	4.2536	2.7849	2.86465
1.73	4.2928	2.9341	4.1343	4.2035	4.0729	4.3851	2.8974	2.83695	4.2628	2.865375	2.84655	2.79155	2.841475	4.1132	4.2005	4.3239	4.0594	4.3055	4.2385	2.77295	4.2719	2.8718	2.7893	2.787275	4.3556	4.2718	2.80685	3.8058	4.1913	2.761	2.8517	2.8058	4.2459	2.73045	4.2153	4.2057	2.902575	2.6698	2.8857	4.282	4.2867	3.9487	4.2759	2.78425	2.816725	4.1329	4.3078	4.2556	2.78545	2.8634
1.74	4.2925	2.933775	4.1367	4.2059	4.0734	4.3857	2.89805	2.83635	4.2638	2.864975	2.8471	2.79055	2.840875	4.114	4.2016	4.3241	4.06	4.3096	4.2439	2.77425	4.2734	2.8727	2.79005	2.786875	4.3581	4.2728	2.80845	3.8054	4.1915	2.7618	2.85505	2.80615	4.2488	2.7301	4.2159	4.2061	2.9023	2.6698	2.8867	4.2828	4.2884	3.9493	4.2777	2.78495	2.817125	4.1337	4.3087	4.2574	2.7858	2.86215
1.75	4.2922	2.933375	4.1389	4.208	4.0739	4.3861	2.89865	2.83575	4.2647	2.864575	2.84765	2.78965	2.840375	4.1147	4.2026	4.3243	4.0605	4.3134	4.2492	2.7754	4.2748	2.87365	2.79075	2.786375	4.3605	4.2736	2.80995	3.8051	4.1912	2.7626	2.85845	2.8053	4.2514	2.72975	4.2164	4.2065	2.902075	2.6698	2.8876	4.2836	4.2899	3.9497	4.2793	2.78555	2.817525	4.1345	4.3095	4.2592	2.7861	2.861
1.76	4.2918	2.932975	4.1408	4.2099	4.0743	4.3865	2.89915	2.83505	4.2655	2.864175	2.8481	2.78865	2.839775	4.1153	4.2034	4.3244	4.0609	4.317	4.2544	2.7764	4.2761	2.8745	2.7914	2.785875	4.3627	4.2743	2.81135	3.8047	4.1895	2.7633	2.8619	2.80435	4.2538	2.72935	4.2168	4.2068	2.9018	2.6698	2.8884	4.2843	4.2911	3.9501	4.2807	2.78615	2.8179	4.1357	4.3102	4.2608	2.7864	2.8598
1.77	4.2914	2.932575	4.1423	4.2115	4.0746	4.3868	2.89965	2.83435	4.2662	2.8637	2.84855	2.78775	2.839175	4.1158	4.2042	4.3245	4.0612	4.3205	4.2595	2.7774	4.2774	2.87525	2.79195	2.785375	4.3647	4.2748	2.81275	3.8043	4.1864	2.76395	2.8654	2.80345	4.256	2.729	4.2171	4.2071	2.901575	2.6698	2.88915	4.2849	4.2922	3.9503	4.2819	2.78665	2.8182	4.137	4.3109	4.2623	2.78675	2.85865
1.78	4.2909	2.932175	4.1434	4.213	4.0749	4.3869	2.90005	2.8337	4.2668	2.863275	2.84885	2.78685	2.838575	4.1163	4.2048	4.3246	4.0615	4.3239	4.2644	2.77835	4.2785	2.87595	2.79255	2.784975	4.3667	4.2752	2.81405	3.8038	4.1834	2.76455	2.8689	2.80255	4.2581	2.72865	4.2174	4.2073	2.901275	2.6698	2.88975	4.2853	4.293	3.9504	4.283	2.78715	2.8184	4.1375	4.3115	4.2637	2.78715	2.8575
